trial,seed,lambda,q_weak,mode,delta,v,w_weak,e_weak_context,s_veto_given_weak,n_veto_topk,n_weak_nv_topk,n_normal_topk,p_threshold,mean_R_topk,frac_Rprime1_topk,contrib_veto_R,contrib_weak_nv_R,contrib_normal_R,veto_inclusion,veto_frac_sat,veto_mean_P_all,veto_mean_R_orig_all,veto_mean_P_sel,veto_mean_P_nsel,veto_mean_R_orig_sel,veto_mean_R_orig_nsel,veto_count_topk,veto_P_q25,veto_P_q50,veto_P_q75,veto_P_q90,veto_P_q95,weak_nv_inclusion,weak_nv_frac_sat,weak_nv_mean_P_all,weak_nv_mean_R_orig_all,weak_nv_mean_P_sel,weak_nv_mean_P_nsel,weak_nv_mean_R_orig_sel,weak_nv_mean_R_orig_nsel,weak_nv_count_topk,weak_nv_P_q25,weak_nv_P_q50,weak_nv_P_q75,weak_nv_P_q90,weak_nv_P_q95,normal_inclusion,normal_frac_sat,normal_mean_P_all,normal_mean_R_orig_all,normal_mean_P_sel,normal_mean_P_nsel,normal_mean_R_orig_sel,normal_mean_R_orig_nsel,normal_count_topk,normal_P_q25,normal_P_q50,normal_P_q75,normal_P_q90,normal_P_q95,pairwise_weak_gt_veto,pairwise_sat_weak_gt_veto,n_veto_weak_pairs,n_sat_pairs
0,42,0.5,0.25,clipped,0.0,0.0,0.0,0.0,,0,0,100,0.6849170799063667,0.7707163194868185,0.0,0.0,0.0,0.7707163194868185,0.0,0.0,0.40736632058247585,0.8147326411649517,,0.40736632058247585,,0.8147326411649517,0.0,0.37423164721022856,0.4177965386597412,0.44393822874494665,0.4607963511989716,0.46603259282150317,0.0,0.0,0.32932797114402096,0.49474938583095085,,0.32932797114402096,,0.49474938583095085,0.0,0.23368176828811216,0.3192374551822904,0.412776847082325,0.4988648853651917,0.5133277630421288,0.14534883720930233,0.0,0.5290256313156866,0.5023188375877538,0.7605316917015429,0.4896538523385001,0.7707163194868185,0.45667300733281074,100.0,0.4304362407443141,0.5246213839910236,0.6237954465507702,0.7218465658461672,0.7752574250159159,0.28566964285714286,,22400.0,0.0
0,42,0.5,0.25,clipped,0.05,0.0,0.0,0.0,,0,0,100,0.6849170799063667,0.7707163194868185,0.0,0.0,0.0,0.7707163194868185,0.0,0.025,0.432192864984112,0.8147326411649517,,0.432192864984112,,0.8147326411649517,0.0,0.3992316472102286,0.4427965386597412,0.4689382287449467,0.48579635119897163,0.4910325928215032,0.0,0.0,0.3543279711440209,0.49474938583095085,,0.3543279711440209,,0.49474938583095085,0.0,0.2586817682881121,0.34423745518229043,0.437776847082325,0.5238648853651917,0.5383277630421288,0.14534883720930233,0.0,0.5290256313156866,0.5023188375877538,0.7605316917015429,0.4896538523385001,0.7707163194868185,0.45667300733281074,100.0,0.4304362407443141,0.5246213839910236,0.6237954465507702,0.7218465658461672,0.7752574250159159,0.2858928571428571,,22400.0,0.0
0,42,0.5,0.25,clipped,0.1,0.0,0.0,0.0,,0,0,100,0.6849170799063667,0.7707163194868185,0.0,0.0,0.0,0.7707163194868185,0.0,0.185,0.45488958361774323,0.8147326411649517,,0.45488958361774323,,0.8147326411649517,0.0,0.42423164721022855,0.46779653865974125,0.49393822874494664,0.5,0.5,0.0,0.008928571428571428,0.3793158030829904,0.49474938583095085,,0.3793158030829904,,0.49474938583095085,0.0,0.28368176828811215,0.36923745518229045,0.462776847082325,0.5488648853651917,0.5625782104826467,0.14534883720930233,0.0,0.5290256313156866,0.5023188375877538,0.7605316917015429,0.4896538523385001,0.7707163194868185,0.45667300733281074,100.0,0.4304362407443141,0.5246213839910236,0.6237954465507702,0.7218465658461672,0.7752574250159159,0.2888392857142857,1.0,22400.0,37.0
0,42,0.5,0.25,clipped,0.15,0.0,0.0,0.0,,0,0,100,0.6849170799063667,0.7707163194868185,0.0,0.0,0.0,0.7707163194868185,0.0,0.44,0.4718198409625957,0.8147326411649517,,0.4718198409625957,,0.8147326411649517,0.0,0.44923164721022857,0.49279653865974127,0.5,0.5,0.5,0.0,0.0625,0.4033084273298816,0.49474938583095085,,0.4033084273298816,,0.49474938583095085,0.0,0.30868176828811217,0.3942374551822904,0.48777684708232505,0.5693321525629529,0.5777276100666593,0.14534883720930233,0.0,0.5290256313156866,0.5023188375877538,0.7605316917015429,0.4896538523385001,0.7707163194868185,0.45667300733281074,100.0,0.4304362407443141,0.5246213839910236,0.6237954465507702,0.7218465658461672,0.7752574250159159,0.30339285714285713,1.0,22400.0,616.0
0,42,0.5,0.25,clipped,0.2,0.0,0.0,0.0,,0,0,100,0.6849170799063667,0.7707163194868185,0.0,0.0,0.0,0.7707163194868185,0.0,0.595,0.48378283846053177,0.8147326411649517,,0.48378283846053177,,0.8147326411649517,0.0,0.4742316472102286,0.5,0.5,0.5,0.5,0.0,0.125,0.42589277645734563,0.49474938583095085,,0.42589277645734563,,0.49474938583095085,0.0,0.3336817682881122,0.4192374551822904,0.5127768470823251,0.5799879311697471,0.592300424891901,0.14534883720930233,0.0,0.5290256313156866,0.5023188375877538,0.7605316917015429,0.4896538523385001,0.7707163194868185,0.45667300733281074,100.0,0.4304362407443141,0.5246213839910236,0.6237954465507702,0.7218465658461672,0.7752574250159159,0.3459375,1.0,22400.0,1666.0
0,42,0.5,0.25,clipped,0.25,0.0,0.0,0.0,,0,0,100,0.6849170799063667,0.7707163194868185,0.0,0.0,0.0,0.7707163194868185,0.0,0.745,0.4916723980096269,0.8147326411649517,,0.4916723980096269,,0.8147326411649517,0.0,0.49923164721022856,0.5,0.5,0.5,0.5,0.0,0.15178571428571427,0.4474549542541064,0.49474938583095085,,0.4474549542541064,,0.49474938583095085,0.0,0.35868176828811216,0.4442374551822904,0.5367015360248876,0.5878952396773027,0.6004172346918039,0.14534883720930233,0.0,0.5290256313156866,0.5023188375877538,0.7605316917015429,0.4896538523385001,0.7707163194868185,0.45667300733281074,100.0,0.4304362407443141,0.5246213839910236,0.6237954465507702,0.7218465658461672,0.7752574250159159,0.394375,1.0,22400.0,2533.0
0,42,0.5,0.25,clipped,0.3,0.0,0.0,0.0,,0,0,100,0.6849170799063667,0.7707163194868185,0.0,0.0,0.0,0.7707163194868185,0.0,0.87,0.4964655650905382,0.8147326411649517,,0.4964655650905382,,0.8147326411649517,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.17857142857142858,0.4684046306394472,0.49474938583095085,,0.4684046306394472,,0.49474938583095085,0.0,0.3836817682881121,0.46923745518229043,0.5586165933159433,0.5918711790461881,0.6068365555077084,0.14534883720930233,0.0,0.5290256313156866,0.5023188375877538,0.7605316917015429,0.4896538523385001,0.7707163194868185,0.45667300733281074,100.0,0.4304362407443141,0.5246213839910236,0.6237954465507702,0.7218465658461672,0.7752574250159159,0.430625,1.0,22400.0,3480.0
1,43,0.5,0.25,clipped,0.0,0.0,0.0,0.0,,0,0,100,0.6962728283963779,0.7669271794095238,0.0,0.0,0.0,0.7669271794095238,0.0,0.0,0.3972095957689072,0.7944191915378144,,0.3972095957689072,,0.7944191915378144,0.0,0.3567643387990219,0.4028410308987401,0.44418091707922636,0.4680714512024547,0.4804711916449344,0.0,0.0,0.3482539587278455,0.5304507513944275,,0.3482539587278455,,0.5304507513944275,0.0,0.2723327812703502,0.3523998805528691,0.4327723277382765,0.5160409142530152,0.5373655581429866,0.15015015015015015,0.0,0.5360912429763501,0.5149872070882908,0.7583811272014666,0.4968174118411706,0.7669271794095238,0.47047484448736615,100.0,0.4269730990711035,0.5338133782874617,0.637468173737183,0.7251633722254451,0.7759025371677319,0.3591791044776119,,26800.0,0.0
1,43,0.5,0.25,clipped,0.05,0.0,0.0,0.0,,0,0,100,0.6962728283963779,0.7669271794095238,0.0,0.0,0.0,0.7669271794095238,0.0,0.07,0.4215391506539856,0.7944191915378144,,0.4215391506539856,,0.7944191915378144,0.0,0.38176433879902194,0.42784103089874015,0.4691809170792264,0.4930714512024547,0.5,0.0,0.007462686567164179,0.3732103941529385,0.5304507513944275,,0.3732103941529385,,0.5304507513944275,0.0,0.2973327812703502,0.3773998805528691,0.45777232773827653,0.5410409142530154,0.5603223795798487,0.15015015015015015,0.0,0.5360912429763501,0.5149872070882908,0.7583811272014666,0.4968174118411706,0.7669271794095238,0.47047484448736615,100.0,0.4269730990711035,0.5338133782874617,0.637468173737183,0.7251633722254451,0.7759025371677319,0.3597014925373134,1.0,26800.0,14.0
1,43,0.5,0.25,clipped,0.1,0.0,0.0,0.0,,0,0,100,0.6962728283963779,0.7669271794095238,0.0,0.0,0.0,0.7669271794095238,0.0,0.215,0.4430706996954502,0.7944191915378144,,0.4430706996954502,,0.7944191915378144,0.0,0.40676433879902196,0.45284103089874006,0.4941809170792264,0.5,0.5,0.0,0.05970149253731343,0.3974111725145703,0.5304507513944275,,0.3974111725145703,,0.5304507513944275,0.0,0.3223327812703502,0.40239988055286907,0.4827723277382765,0.5615004590794485,0.5805415102552551,0.15015015015015015,0.0,0.5360912429763501,0.5149872070882908,0.7583811272014666,0.4968174118411706,0.7669271794095238,0.47047484448736615,100.0,0.4269730990711035,0.5338133782874617,0.637468173737183,0.7251633722254451,0.7759025371677319,0.36600746268656714,1.0,26800.0,344.0
