lambda,delta,operator,policy_violation_rate_mean,policy_violation_rate_std,policy_violation_rate_ci_low,policy_violation_rate_ci_high,predictive_utility_mean,predictive_utility_std,predictive_utility_ci_low,predictive_utility_ci_high,kendall_tau_mean,kendall_tau_std,kendall_tau_ci_low,kendall_tau_ci_high,jaccard_top_k_mean,jaccard_top_k_std,jaccard_top_k_ci_low,jaccard_top_k_ci_high
0.75,0.15,min,0.0,0.0,0.0,0.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.9971170433694745,0.0011096180920264166,0.9949121142618848,0.9990454545454543,1.0,0.0,1.0,1.0
0.75,0.2,linear,0.13133,0.0761020539973963,0.0,0.28,0.8553023810960839,0.006864856032230172,0.8423474917694581,0.8681654790103958,0.8089977938444464,0.00683268603989379,0.7962772094554685,0.8226080286063946,0.549410283661361,0.07337912768706673,0.4184397163120567,0.6949152542372882
0.75,0.2,geometric,0.0,0.0,0.0,0.0,0.8189116531849576,0.009337045498220196,0.8017071855959247,0.836835348153905,0.9413262093411174,0.004631036478686668,0.9323044203502916,0.9509427648040032,0.9781632465321204,0.02552694916670129,0.9230769230769232,1.0
0.75,0.2,min,0.0,0.0,0.0,0.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.9969980191826521,0.0011771281840247776,0.9946447039199331,0.999041180150125,1.0,0.0,1.0,1.0
0.75,0.25,linear,0.06827000000000001,0.064588534421976,0.0,0.22,0.8426694389202605,0.007498734554392635,0.8279018123968539,0.8581845092702752,0.7706336709733589,0.00859443757770673,0.7544130687622421,0.7877256525757067,0.532413109307384,0.0645241997762334,0.4084507042253521,0.6528925619834711
0.75,0.25,geometric,0.0,0.0,0.0,0.0,0.8189546421724633,0.00929911496265645,0.8020784512886422,0.836835348153905,0.9271405087572976,0.005766463721379696,0.9160868432026689,0.938836738949124,0.9691133288817928,0.03265219600754602,0.8867924528301887,1.0
0.75,0.25,min,0.0,0.0,0.0,0.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.9969888615512925,0.0011827026285318322,0.9945930984153462,0.999041180150125,1.0,0.0,1.0,1.0
0.75,0.3,linear,0.02185,0.03919200828630135,0.0,0.13024999999999978,0.8295621184920786,0.00884564906492289,0.8123034379255518,0.8469519176202416,0.7361257757720004,0.01044922565854289,0.7171288683228986,0.7568798359109956,0.49856669841447154,0.05339828895062065,0.3986013986013986,0.6
0.75,0.3,geometric,0.0,0.0,0.0,0.0,0.8187032946908925,0.009416816566305539,0.8017660191185324,0.8366056254915758,0.9135864011676396,0.006896545382690551,0.900036488740617,0.9276641993327771,0.9615750239089257,0.038064424950959484,0.8691588785046729,1.0
0.75,0.3,min,0.0,0.0,0.0,0.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.9969888615512925,0.0011827026285318322,0.9945930984153462,0.999041180150125,1.0,0.0,1.0,1.0
