trial,seed,analysis,operator,sigma_r,kendall_tau,jaccard_top_k,delta_r_bar,policy_violation_rate,predictive_utility
1,43,score_uncertainty,geometric,0.02,0.9677314428690573,0.8867924528301887,-0.005977768776837311,0.0,0.8304953829054931
1,43,score_uncertainty,geometric,0.05,0.9191372123224855,0.7241379310344828,0.01036022087618571,0.0,0.8468333725585161
1,43,score_uncertainty,geometric,0.1,0.8406064121791084,0.5873015873015873,0.021751038843999537,0.0,0.8582241905263299
1,43,score_uncertainty,geometric,0.2,0.724990923570158,0.3698630136986301,0.07177440054700979,0.0,0.9082475522293402
1,43,score_uncertainty,min,0.0,0.9999999999999999,1.0,0.0,0.0,0.7448821381783003
1,43,score_uncertainty,min,0.02,0.9753544620517096,0.8867924528301887,-0.001041350965349297,0.0,0.743840787212951
1,43,score_uncertainty,min,0.05,0.9361078508896816,0.7857142857142857,0.005294833644946428,0.0,0.7501769718232467
1,43,score_uncertainty,min,0.1,0.8779801571527287,0.7094017094017094,0.01856647712387316,0.0,0.7634486153021735
1,43,score_uncertainty,min,0.2,0.7829856587373663,0.5873015873015873,0.05547999281565874,0.0,0.800362130993959
2,44,score_uncertainty,linear,0.0,1.0,1.0,0.0,0.07,0.8428534091333109
2,44,score_uncertainty,linear,0.02,0.9433753753753754,0.8348623853211009,0.005168556540535718,0.09,0.8480219656738466
2,44,score_uncertainty,linear,0.05,0.8652884393844907,0.6528925619834711,0.028445609494557655,0.18,0.8712990186278685
2,44,score_uncertainty,linear,0.1,0.7430190694774864,0.45985401459854014,0.059543230893165155,0.23,0.902396640026476
2,44,score_uncertainty,linear,0.2,0.5508066536284765,0.30718954248366015,0.08641393636186023,0.0,0.9292673454951711
2,44,score_uncertainty,geometric,0.0,0.9999999999999999,1.0,0.0,0.0,0.822127283579075
2,44,score_uncertainty,geometric,0.02,0.9664470391993325,0.8867924528301887,0.001858207123131339,0.0,0.8239854907022064
2,44,score_uncertainty,geometric,0.05,0.9166613775009709,0.7241379310344828,-0.0020247202705581113,0.0,0.8201025633085169
2,44,score_uncertainty,geometric,0.1,0.8436047243328856,0.6666666666666666,0.017966866033542472,0.0,0.8400941496126175
2,44,score_uncertainty,geometric,0.2,0.7106183152895891,0.3157894736842105,0.08748209643297322,0.0,0.9096093800120483
2,44,score_uncertainty,min,0.0,0.9999999999999999,1.0,0.0,0.0,0.7369154342234018
2,44,score_uncertainty,min,0.02,0.9736864053377814,0.9230769230769231,0.002421640430442129,0.0,0.7393370746538439
2,44,score_uncertainty,min,0.05,0.9324262722735698,0.8348623853211009,0.003817679616306968,0.0,0.7407331138397087
2,44,score_uncertainty,min,0.1,0.8767272243201831,0.680672268907563,0.018469191430038445,0.0,0.7553846256534402
2,44,score_uncertainty,min,0.2,0.7680961408607416,0.5503875968992248,0.05459399504485718,0.0,0.791509429268259
3,45,score_uncertainty,linear,0.0,1.0,1.0,0.0,0.08,0.8493216487216324
3,45,score_uncertainty,linear,0.02,0.9482922922922923,0.8691588785046729,0.0030045984603489506,0.09,0.8523262471819814
3,45,score_uncertainty,linear,0.05,0.8654043855487891,0.6260162601626016,0.021718884634064572,0.12,0.871040533355697
3,45,score_uncertainty,linear,0.1,0.7548422759495161,0.4925373134328358,0.04814921373594294,0.12,0.8974708624575753
3,45,score_uncertainty,linear,0.2,0.5597504047857171,0.36054421768707484,0.07898091405235552,0.0,0.9283025627739879
3,45,score_uncertainty,geometric,0.0,0.9999999999999999,1.0,0.0,0.0,0.8146214458587825
3,45,score_uncertainty,geometric,0.02,0.9677481234361968,0.9230769230769231,0.003257184584811057,0.0,0.8178786304435935
3,45,score_uncertainty,geometric,0.05,0.9176418383302984,0.7094017094017094,0.009817751460184931,0.0,0.8244391973189674
3,45,score_uncertainty,geometric,0.1,0.8434410754723891,0.6260162601626016,0.0399258534061222,0.0,0.8545472992649047
3,45,score_uncertainty,geometric,0.2,0.7085966216272642,0.4492753623188406,0.09134267141270669,0.0,0.9059641172714892
3,45,score_uncertainty,min,0.0,0.9999999999999999,1.0,0.0,0.0,0.7453271408414643
3,45,score_uncertainty,min,0.02,0.9726063386155128,0.941747572815534,-0.003881476365956038,0.0,0.7414456644755083
3,45,score_uncertainty,min,0.05,0.9315842821262867,0.9047619047619048,0.0020624022768747086,0.0,0.747389543118339
3,45,score_uncertainty,min,0.1,0.8679052985552769,0.6949152542372882,0.01667608144650823,0.0,0.7620032222879726
3,45,score_uncertainty,min,0.2,0.7531080886325702,0.5037593984962406,0.05475500830190572,0.0,0.8000821491433701
4,46,score_uncertainty,linear,0.0,1.0,1.0,0.0,0.05,0.8385031213979778
4,46,score_uncertainty,linear,0.02,0.9450319770094594,0.7857142857142857,0.005718167441406741,0.06,0.8442212888393845
4,46,score_uncertainty,linear,0.05,0.8582422655425549,0.639344262295082,0.023320906735379343,0.07,0.8618240281333571
4,46,score_uncertainty,linear,0.1,0.7467970494935624,0.4925373134328358,0.04670745418821898,0.06,0.8852105755861968
4,46,score_uncertainty,linear,0.2,0.5593782568333372,0.2987012987012987,0.09525129991708892,0.0,0.9337544213150667
4,46,score_uncertainty,geometric,0.0,0.9999999999999999,1.0,0.0,0.0,0.8138218284631814
