trial,seed,analysis,operator,lambda,kendall_tau,jaccard_top_k,delta_r_bar,policy_violation_rate,predictive_utility
106,148,lambda_perturbation,geometric,0.8,0.9672477064220182,0.9230769230769231,0.005797995020611624,0.0,0.8413805801361495
106,148,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7502958731369865
106,148,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7502958731369865
106,148,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7502958731369865
106,148,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7502958731369865
106,148,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7502958731369865
107,149,lambda_perturbation,linear,0.7,0.924948948948949,0.8181818181818182,-0.025083210170879666,0.0,0.8344629881218423
107,149,lambda_perturbation,linear,0.725,0.9640080080080081,0.8867924528301887,-0.015018814083661125,0.05,0.8445273842090608
107,149,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.1,0.8595461982927219
107,149,lambda_perturbation,linear,0.775,0.9664824824824825,0.8867924528301887,0.014646425367854543,0.16,0.8741926236605765
107,149,lambda_perturbation,linear,0.8,0.9361881881881883,0.8018018018018018,0.024619964705810182,0.21,0.8841661629985321
107,149,lambda_perturbation,geometric,0.7,0.9648874061718097,0.8867924528301887,-0.012052942576643466,0.0,0.8128647025414603
107,149,lambda_perturbation,geometric,0.725,0.9825396163469555,0.9047619047619048,-0.009618280534805956,0.0,0.8152993645832978
107,149,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8249176451181037
107,149,lambda_perturbation,geometric,0.775,0.9827731442869057,0.9607843137254902,0.002616420907909589,0.0,0.8275340660260133
107,149,lambda_perturbation,geometric,0.8,0.9654670558798998,0.9047619047619048,0.008449893175793477,0.0,0.8333675382938972
107,149,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.744271891794008
107,149,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.744271891794008
107,149,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.744271891794008
107,149,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.744271891794008
107,149,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.744271891794008
108,150,lambda_perturbation,linear,0.7,0.9253933933933933,0.8348623853211009,-0.02104685863857858,0.0,0.8441393963481525
108,150,lambda_perturbation,linear,0.725,0.9639959959959961,0.8867924528301887,-0.014820729236888708,0.0,0.8503655257498424
108,150,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.05,0.8651862549867311
108,150,lambda_perturbation,linear,0.775,0.9664744744744745,0.8867924528301887,0.010455472831313761,0.1,0.8756417278180448
108,150,lambda_perturbation,linear,0.8,0.9350670670670671,0.7699115044247787,0.02314188791176741,0.16,0.8883281428984985
108,150,lambda_perturbation,geometric,0.7,0.9657756463719765,0.8691588785046729,-0.01383976224014094,0.0,0.8279447849440678
108,150,lambda_perturbation,geometric,0.725,0.9829441201000833,0.9230769230769231,-0.008313123798357025,0.0,0.8334714233858517
108,150,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8417845471842087
108,150,lambda_perturbation,geometric,0.775,0.9829024186822352,0.9607843137254902,0.00233208705062804,0.0,0.8441166342348367
108,150,lambda_perturbation,geometric,0.8,0.9662885738115095,0.9047619047619048,0.007002316113896345,0.0,0.848786863298105
108,150,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7601275198306873
108,150,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7601275198306873
108,150,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7601275198306873
108,150,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7601275198306873
108,150,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7601275198306873
109,151,lambda_perturbation,linear,0.7,0.9237877877877877,0.7857142857142857,-0.0315983231692063,0.0,0.809646884416664
109,151,lambda_perturbation,linear,0.725,0.962982982982983,0.8867924528301887,-0.014729430187944814,0.04,0.8265157773979255
109,151,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.09,0.8412452075858703
109,151,lambda_perturbation,linear,0.775,0.9651611611611612,0.8348623853211009,0.018903844171608508,0.14,0.8601490517574788
109,151,lambda_perturbation,linear,0.8,0.9330930930930932,0.7094017094017094,0.0350546137652733,0.21,0.8762998213511436
109,151,lambda_perturbation,geometric,0.7,0.9639908256880731,0.8691588785046729,-0.0105877196429367,0.0,0.7982296462653895
109,151,lambda_perturbation,geometric,0.725,0.9823269391159298,0.9607843137254902,-0.002722430926726749,0.0,0.8060949349815995
109,151,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8088173659083262
109,151,lambda_perturbation,geometric,0.775,0.9826146788990824,0.9607843137254902,0.0032715395984153073,0.0,0.8120889055067415
109,151,lambda_perturbation,geometric,0.8,0.9654295246038364,0.9230769230769231,0.005679732199732168,0.0,0.8144970981080584
109,151,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7363867389026737
109,151,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7363867389026737
109,151,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7363867389026737
109,151,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7363867389026737
109,151,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7363867389026737
110,152,lambda_perturbation,linear,0.7,0.9265225225225227,0.6666666666666666,-0.050917792514667326,0.02,0.808255819931441
110,152,lambda_perturbation,linear,0.725,0.9640640640640641,0.8018018018018018,-0.025233014764906248,0.1,0.8339405976812021
110,152,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.2,0.8591736124461083
110,152,lambda_perturbation,linear,0.775,0.9674394394394396,0.8018018018018018,0.023474560531227207,0.29,0.8826481729773356
110,152,lambda_perturbation,linear,0.8,0.9374894894894895,0.7391304347826086,0.03253910734074761,0.33,0.891712719786856
110,152,lambda_perturbation,geometric,0.7,0.9640283569641366,0.8867924528301887,-0.012566103630063608,0.0,0.7894530766338026
110,152,lambda_perturbation,geometric,0.725,0.9821100917431191,0.9230769230769231,-0.007833274319894445,0.0,0.7941859059439718
110,152,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8020191802638662
110,152,lambda_perturbation,geometric,0.775,0.9824687239366137,0.9607843137254902,0.0021058967733098566,0.0,0.8041250770371761
110,152,lambda_perturbation,geometric,0.8,0.9654628857381149,0.9047619047619048,0.008515345960971255,0.0,0.8105345262248375
110,152,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7289732961428054
110,152,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7289732961428054
110,152,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7289732961428054
110,152,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7289732961428054
110,152,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7289732961428054
111,153,lambda_perturbation,linear,0.7,0.9277197197197198,0.7699115044247787,-0.03543139191409539,0.01,0.8183989646870222
111,153,lambda_perturbation,linear,0.725,0.9651571571571571,0.8518518518518519,-0.019789086893781893,0.06,0.8340412697073357
111,153,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.14,0.8538303566011176
111,153,lambda_perturbation,linear,0.775,0.9672472472472472,0.8518518518518519,0.01776026784613771,0.22,0.8715906244472553
111,153,lambda_perturbation,linear,0.8,0.936860860860861,0.7699115044247787,0.026340478606678652,0.27,0.8801708352077963
111,153,lambda_perturbation,geometric,0.7,0.9656338615512926,0.9230769230769231,-0.00867420431557997,0.0,0.7955841653063009
111,153,lambda_perturbation,geometric,0.725,0.9830984153461216,0.9607843137254902,-0.0035802799717750133,0.0,0.8006780896501059
111,153,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8042583696218809
111,153,lambda_perturbation,geometric,0.775,0.983415346121768,0.9230769230769231,0.008033374362688583,0.0,0.8122917439845695
111,153,lambda_perturbation,geometric,0.8,0.9674311926605503,0.8691588785046729,0.012081957012859301,0.0,0.8163403266347402
111,153,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.737870419694866
111,153,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.737870419694866
111,153,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.737870419694866
111,153,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.737870419694866
111,153,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.737870419694866
112,154,lambda_perturbation,linear,0.7,0.9282762762762763,0.8181818181818182,-0.026349272740389007,0.0,0.8252530137902714
112,154,lambda_perturbation,linear,0.725,0.965025025025025,0.8691588785046729,-0.017454123193152427,0.03,0.834148163337508
112,154,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.09,0.8516022865306604
112,154,lambda_perturbation,linear,0.775,0.9674874874874875,0.8691588785046729,0.015521572083275315,0.16,0.8671238586139357
112,154,lambda_perturbation,linear,0.8,0.9365525525525525,0.7391304347826086,0.029869648232926593,0.23,0.881471934763587
112,154,lambda_perturbation,geometric,0.7,0.9682735613010841,0.9230769230769231,-0.009172486849799877,0.0,0.8085391022663196
112,154,lambda_perturbation,geometric,0.725,0.9844203502919097,0.9607843137254902,-0.004329397710363336,0.0,0.8133821914057562
112,154,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8177115891161195
112,154,lambda_perturbation,geometric,0.775,0.9841826522101751,0.9607843137254902,0.00475778777534408,0.0,0.8224693768914636
112,154,lambda_perturbation,geometric,0.8,0.9689949958298582,0.8867924528301887,0.010269985406260118,0.0,0.8279815745223796
112,154,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7365442948656147
112,154,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7365442948656147
112,154,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7365442948656147
112,154,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7365442948656147
112,154,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7365442948656147
113,155,lambda_perturbation,linear,0.7,0.9275315315315316,0.8348623853211009,-0.020405144533833797,0.0,0.8337960501620449
113,155,lambda_perturbation,linear,0.725,0.9648688688688689,0.9047619047619048,-0.011202399511129113,0.0,0.8429987951847496
113,155,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.04,0.8542011946958787
113,155,lambda_perturbation,linear,0.775,0.9670230230230231,0.8867924528301887,0.011237948342280202,0.07,0.8654391430381589
113,155,lambda_perturbation,linear,0.8,0.9361081081081082,0.7699115044247787,0.02359713764622473,0.14,0.8777983323421035
113,155,lambda_perturbation,geometric,0.7,0.9668140116763968,0.8867924528301887,-0.014287235300283196,0.0,0.8112836834602131
113,155,lambda_perturbation,geometric,0.725,0.9833819849874894,0.9047619047619048,-0.011021797875805817,0.0,0.8145491208846904
113,155,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8255709187604963
113,155,lambda_perturbation,geometric,0.775,0.9840450375312758,0.9230769230769231,0.006040206581376606,0.0,0.8316111253418729
113,155,lambda_perturbation,geometric,0.8,0.9680900750625521,0.8518518518518519,0.01175060200566791,0.0,0.8373215207661642
113,155,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7430905239291877
113,155,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7430905239291877
113,155,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7430905239291877
113,155,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7430905239291877
113,155,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7430905239291877
114,156,lambda_perturbation,linear,0.7,0.9242762762762763,0.8181818181818182,-0.0273789420575431,0.0,0.8243614414171758
114,156,lambda_perturbation,linear,0.725,0.9632232232232233,0.8518518518518519,-0.021018676631707978,0.02,0.8307217068430109
114,156,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.09,0.8517403834747189
114,156,lambda_perturbation,linear,0.775,0.9660780780780781,0.8691588785046729,0.01636510051982365,0.16,0.8681054839945426
114,156,lambda_perturbation,linear,0.8,0.9335735735735736,0.7699115044247787,0.027090118204765368,0.21,0.8788305016794843
114,156,lambda_perturbation,geometric,0.7,0.9646497080900749,0.9230769230769231,-0.009918798525506145,0.0,0.8055845144039742
114,156,lambda_perturbation,geometric,0.725,0.9824937447873225,0.941747572815534,-0.007874316630822609,0.0,0.8076289962986577
114,156,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8155033129294803
114,156,lambda_perturbation,geometric,0.775,0.9823227689741449,0.9607843137254902,0.004262543077015235,0.0,0.8197658560064955
114,156,lambda_perturbation,geometric,0.8,0.9657589658048372,0.8518518518518519,0.014087608061020829,0.0,0.8295909209905011
114,156,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7449900364386342
114,156,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7449900364386342
114,156,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7449900364386342
114,156,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7449900364386342
114,156,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7449900364386342
115,157,lambda_perturbation,linear,0.7,0.9234394394394394,0.7241379310344828,-0.03956213511935469,0.0,0.8184898459312652
115,157,lambda_perturbation,linear,0.725,0.9623503503503504,0.8867924528301887,-0.013988645491861518,0.08,0.8440633355587583
115,157,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.13,0.8580519810506199
115,157,lambda_perturbation,linear,0.775,0.9661181181181181,0.8518518518518519,0.017124759288608682,0.21,0.8751767403392285
115,157,lambda_perturbation,linear,0.8,0.9351871871871872,0.7391304347826086,0.030603267123667788,0.26,0.8886552481742876
115,157,lambda_perturbation,geometric,0.7,0.964249374478732,0.8867924528301887,-0.013736863313866476,0.0,0.7922562356699006
115,157,lambda_perturbation,geometric,0.725,0.9819683069224352,0.941747572815534,-0.006676083551196421,0.0,0.7993170154325706
115,157,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.805993098983767
115,157,lambda_perturbation,geometric,0.775,0.9824728940783984,0.8867924528301887,0.01008601477336768,0.0,0.8160791137571347
115,157,lambda_perturbation,geometric,0.8,0.9646455379482901,0.8348623853211009,0.015397006473068298,0.0,0.8213901054568353
115,157,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7297495122645973
115,157,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7297495122645973
115,157,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7297495122645973
115,157,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7297495122645973
115,157,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7297495122645973
116,158,lambda_perturbation,linear,0.7,0.9252492492492493,0.8181818181818182,-0.02633867093926956,0.0,0.8384648710291033
116,158,lambda_perturbation,linear,0.725,0.9641641641641642,0.8867924528301887,-0.014567267659728156,0.02,0.8502362743086447
116,158,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.08,0.8648035419683728
116,158,lambda_perturbation,linear,0.775,0.9662102102102103,0.9047619047619048,0.009626092509710027,0.11,0.8744296344780829
116,158,lambda_perturbation,linear,0.8,0.9345705705705706,0.7543859649122807,0.026070857592044416,0.19,0.8908743995604173
116,158,lambda_perturbation,geometric,0.7,0.9627397831526271,0.9230769230769231,-0.009961644574097428,0.0,0.8112142046087242
116,158,lambda_perturbation,geometric,0.725,0.9813344453711424,0.941747572815534,-0.005628151874380705,0.0,0.8155476973084409
116,158,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8211758491828216
116,158,lambda_perturbation,geometric,0.775,0.9821309424520431,0.941747572815534,0.0051178009179151385,0.0,0.8262936501007367
116,158,lambda_perturbation,geometric,0.8,0.9644286905754794,0.8518518518518519,0.01604802833797414,0.0,0.8372238775207957
116,158,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7447061611070569
116,158,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7447061611070569
116,158,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7447061611070569
116,158,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7447061611070569
116,158,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7447061611070569
117,159,lambda_perturbation,linear,0.7,0.9217457457457457,0.7241379310344828,-0.041236268732516956,0.0,0.8198693143471182
117,159,lambda_perturbation,linear,0.725,0.962018018018018,0.8518518518518519,-0.018275552633802983,0.05,0.8428300304458322
117,159,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.13,0.8611055830796351
117,159,lambda_perturbation,linear,0.775,0.9638438438438438,0.8348623853211009,0.01890715508428431,0.22,0.8800127381639195
117,159,lambda_perturbation,linear,0.8,0.9312872872872873,0.7543859649122807,0.02898740329527061,0.27,0.8900929863749057
117,159,lambda_perturbation,geometric,0.7,0.9637906588824018,0.8691588785046729,-0.013264519891493354,0.0,0.7968137615752607
117,159,lambda_perturbation,geometric,0.725,0.9823227689741449,0.941747572815534,-0.004312624715884672,0.0,0.8057656567508694
117,159,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8100782814667541
117,159,lambda_perturbation,geometric,0.775,0.9828815679733108,0.9607843137254902,0.0033686015612961473,0.0,0.8134468830280502
117,159,lambda_perturbation,geometric,0.8,0.9657589658048372,0.9047619047619048,0.012181587948557282,0.0,0.8222598694153114
117,159,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7298554634295286
117,159,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7298554634295286
117,159,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7298554634295286
117,159,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7298554634295286
117,159,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7298554634295286
118,160,lambda_perturbation,linear,0.7,0.9250970970970971,0.8181818181818182,-0.02804318655275151,0.0,0.8165828743644912
118,160,lambda_perturbation,linear,0.725,0.9642562562562562,0.8867924528301887,-0.01644936023384358,0.03,0.8281767006833991
118,160,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.09,0.8446260609172427
118,160,lambda_perturbation,linear,0.775,0.9664704704704704,0.8518518518518519,0.017839050904736475,0.15,0.8624651118219792
118,160,lambda_perturbation,linear,0.8,0.9354394394394395,0.6949152542372882,0.03790807773379856,0.25,0.8825341386510412
118,160,lambda_perturbation,geometric,0.7,0.9651251042535445,0.8867924528301887,-0.011338609099512564,0.0,0.8037531143984665
118,160,lambda_perturbation,geometric,0.725,0.9825271059216013,0.941747572815534,-0.004947883876860182,0.0,0.8101438396211189
118,160,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8150917234979791
118,160,lambda_perturbation,geometric,0.775,0.9827481234361968,0.941747572815534,0.0024682336509076475,0.0,0.8175599571488867
118,160,lambda_perturbation,geometric,0.8,0.9656380316930774,0.8867924528301887,0.0058827754798508325,0.0,0.8209744989778299
118,160,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7406029649904154
118,160,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7406029649904154
118,160,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7406029649904154
118,160,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7406029649904154
118,160,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7406029649904154
119,161,lambda_perturbation,linear,0.7,0.925981981981982,0.8181818181818182,-0.021229317471487374,0.0,0.8337675692534405
119,161,lambda_perturbation,linear,0.725,0.9636996996996998,0.8691588785046729,-0.01353311253740086,0.01,0.841463774187527
119,161,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.03,0.8549968867249279
119,161,lambda_perturbation,linear,0.775,0.9664904904904905,0.8867924528301887,0.01224966724561205,0.08,0.86724655397054
119,161,lambda_perturbation,linear,0.8,0.9357077077077077,0.7857142857142857,0.024548159015662208,0.14,0.8795450457405901
119,161,lambda_perturbation,geometric,0.7,0.9658131776480399,0.9047619047619048,-0.010015364973441354,0.0,0.8187215659624083
119,161,lambda_perturbation,geometric,0.725,0.9829316096747288,0.941747572815534,-0.0059996603713021734,0.0,0.8227372705645475
119,161,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8287369309358497
119,161,lambda_perturbation,geometric,0.775,0.9833361134278564,0.9230769230769231,0.006816911079174259,0.0,0.8355538420150239
119,161,lambda_perturbation,geometric,0.8,0.9673519599666388,0.8867924528301887,0.009241089101463595,0.0,0.8379780200373133
119,161,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7464383244570323
119,161,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7464383244570323
119,161,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7464383244570323
119,161,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7464383244570323
119,161,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7464383244570323
120,162,lambda_perturbation,linear,0.7,0.9250370370370371,0.7699115044247787,-0.03259101822045174,0.01,0.8082365993191053
120,162,lambda_perturbation,linear,0.725,0.963971971971972,0.8867924528301887,-0.014015883921336125,0.07,0.8268117336182209
120,162,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.13,0.840827617539557
120,162,lambda_perturbation,linear,0.775,0.9664224224224225,0.8867924528301887,0.013113960646282896,0.19,0.8539415781858399
120,162,lambda_perturbation,linear,0.8,0.9350950950950951,0.8018018018018018,0.022952369109358273,0.24,0.8637799866489153
120,162,lambda_perturbation,geometric,0.7,0.9676271893244368,0.8518518518518519,-0.014438934392224767,0.0,0.7887785857068066
120,162,lambda_perturbation,geometric,0.725,0.9840617180984153,0.9230769230769231,-0.008140993068360136,0.0,0.7950765270306712
120,162,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8032175200990314
120,162,lambda_perturbation,geometric,0.775,0.9843327773144286,0.9607843137254902,0.0023841784671233546,0.0,0.8056016985661547
120,162,lambda_perturbation,geometric,0.8,0.9688198498748957,0.9230769230769231,0.005354198712808622,0.0,0.80857171881184
120,162,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7365726534846498
120,162,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7365726534846498
120,162,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7365726534846498
120,162,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7365726534846498
120,162,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7365726534846498
121,163,lambda_perturbation,linear,0.7,0.9260580580580581,0.8348623853211009,-0.022432475420873788,0.0,0.84012234323746
121,163,lambda_perturbation,linear,0.725,0.9642482482482484,0.9047619047619048,-0.012416974500474964,0.03,0.8501378441578589
121,163,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.08,0.8625548186583338
121,163,lambda_perturbation,linear,0.775,0.9675155155155155,0.8691588785046729,0.014752407097057052,0.14,0.8773072257553909
121,163,lambda_perturbation,linear,0.8,0.9367807807807809,0.7391304347826086,0.028283639287926876,0.22,0.8908384579462607
121,163,lambda_perturbation,geometric,0.7,0.9658173477898246,0.8691588785046729,-0.014433711594042387,0.0,0.8149250226201932
121,163,lambda_perturbation,geometric,0.725,0.9829149291075896,0.941747572815534,-0.00488808667897922,0.0,0.8244706475352563
121,163,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8293587342142356
121,163,lambda_perturbation,geometric,0.775,0.9833486238532109,0.9607843137254902,0.004225895754578435,0.0,0.833584629968814
121,163,lambda_perturbation,geometric,0.8,0.9681776480400331,0.9047619047619048,0.00753130057853979,0.0,0.8368900347927754
121,163,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7484695666030029
121,163,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7484695666030029
121,163,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7484695666030029
121,163,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7484695666030029
121,163,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7484695666030029
122,164,lambda_perturbation,linear,0.7,0.9256216216216216,0.7699115044247787,-0.03242815325630333,0.0,0.8204346660754429
122,164,lambda_perturbation,linear,0.725,0.9638438438438438,0.8867924528301887,-0.013553021150821798,0.06,0.8393097981809244
122,164,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.12,0.8528628193317462
122,164,lambda_perturbation,linear,0.775,0.9668388388388389,0.8867924528301887,0.013837394664052871,0.18,0.8667002139957991
122,164,lambda_perturbation,linear,0.8,0.9362082082082082,0.7699115044247787,0.02760035913290293,0.24,0.8804631784646492
122,164,lambda_perturbation,geometric,0.7,0.9652251876563801,0.9047619047619048,-0.010306630373810854,0.0,0.8064750271155764
122,164,lambda_perturbation,geometric,0.725,0.9826188490408673,0.9801980198019802,-0.0024507185633673156,0.0,0.8143309389260199
122,164,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8167816574893872
122,164,lambda_perturbation,geometric,0.775,0.9832193494578815,0.9607843137254902,0.003338361749396057,0.0,0.8201200192387833
122,164,lambda_perturbation,geometric,0.8,0.9662802335279399,0.9047619047619048,0.007776840245387717,0.0,0.824558497734775
122,164,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7519836733520687
122,164,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7519836733520687
122,164,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7519836733520687
122,164,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7519836733520687
122,164,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7519836733520687
123,165,lambda_perturbation,linear,0.7,0.9276396396396397,0.7699115044247787,-0.03494857669682305,0.0,0.8117723567357769
123,165,lambda_perturbation,linear,0.725,0.9647287287287287,0.8867924528301887,-0.015568117933064007,0.04,0.8311528154995359
123,165,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.1,0.8467209334325999
123,165,lambda_perturbation,linear,0.775,0.9669109109109109,0.8518518518518519,0.018992945962622354,0.16,0.8657138793952223
123,165,lambda_perturbation,linear,0.8,0.9356036036036036,0.8018018018018018,0.023395499234963202,0.18,0.8701164326675631
123,165,lambda_perturbation,geometric,0.7,0.9643077564637196,0.8518518518518519,-0.01794888487865476,0.0,0.7888145669606551
