trial,seed,analysis,operator,lambda,kendall_tau,jaccard_top_k,delta_r_bar,policy_violation_rate,predictive_utility
648,690,lambda_perturbation,linear,0.775,0.9663023023023024,0.8518518518518519,0.01644219353334264,0.09,0.8744204339030962
648,690,lambda_perturbation,linear,0.8,0.9354314314314314,0.7857142857142857,0.02240231134549564,0.14,0.8803805517152492
648,690,lambda_perturbation,geometric,0.7,0.9652335279399499,0.9047619047619048,-0.008097853611539474,0.0,0.8283944037845552
648,690,lambda_perturbation,geometric,0.725,0.9827439532944119,0.9607843137254902,-0.003274556109882476,0.0,0.8332177012862122
648,690,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8364922573960947
648,690,lambda_perturbation,geometric,0.775,0.9831109257714761,0.9230769230769231,0.006233895598425576,0.0,0.8427261529945203
648,690,lambda_perturbation,geometric,0.8,0.9663969974979149,0.8691588785046729,0.012130038385986919,0.0,0.8486222957820816
648,690,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7551541303271315
648,690,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7551541303271315
648,690,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7551541303271315
648,690,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7551541303271315
648,690,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7551541303271315
649,691,lambda_perturbation,linear,0.7,0.925893893893894,0.8018018018018018,-0.02817165290254897,0.0,0.8218717640199377
649,691,lambda_perturbation,linear,0.725,0.9642762762762763,0.9047619047619048,-0.013552922958471214,0.03,0.8364904939640154
649,691,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.08,0.8500434169224866
649,691,lambda_perturbation,linear,0.775,0.966918918918919,0.8518518518518519,0.017373894389644318,0.14,0.867417311312131
649,691,lambda_perturbation,linear,0.8,0.9355275275275274,0.7543859649122807,0.028919012001155653,0.2,0.8789624289236423
649,691,lambda_perturbation,geometric,0.7,0.9630358632193493,0.9230769230769231,-0.010773321676962211,0.0,0.799392586166026
649,691,lambda_perturbation,geometric,0.725,0.9818265221017513,0.9607843137254902,-0.004629361230609863,0.0,0.8055365466123784
649,691,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8101659078429883
649,691,lambda_perturbation,geometric,0.775,0.9821059216013343,0.941747572815534,0.0053897524976987965,0.0,0.815555660340687
649,691,lambda_perturbation,geometric,0.8,0.9649082568807337,0.8867924528301887,0.011904549239164841,0.0,0.8220704570821531
649,691,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7515288272096309
649,691,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7515288272096309
649,691,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7515288272096309
649,691,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7515288272096309
649,691,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7515288272096309
650,692,lambda_perturbation,linear,0.7,0.921873873873874,0.8348623853211009,-0.024432232670915544,0.0,0.8301705093910161
650,692,lambda_perturbation,linear,0.725,0.9617017017017018,0.9047619047619048,-0.009683795170511655,0.03,0.84491894689142
650,692,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.05,0.8546027420619317
650,692,lambda_perturbation,linear,0.775,0.9647847847847849,0.8348623853211009,0.021959944017947763,0.14,0.8765626860798794
650,692,lambda_perturbation,linear,0.8,0.9323083083083084,0.7094017094017094,0.03585822382473991,0.21,0.8904609658866716
650,692,lambda_perturbation,geometric,0.7,0.964345287739783,0.8867924528301887,-0.011603464053608126,0.0,0.8050522480245296
650,692,lambda_perturbation,geometric,0.725,0.9822143452877397,0.9607843137254902,-0.004355828764818215,0.0,0.8122998833133195
650,692,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8166557120781377
650,692,lambda_perturbation,geometric,0.775,0.9825354462051709,0.9230769230769231,0.00964006482982216,0.0,0.8262957769079599
650,692,lambda_perturbation,geometric,0.8,0.9652585487906588,0.8518518518518519,0.01703536772687486,0.0,0.8336910798050126
650,692,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7325809866934752
650,692,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7325809866934752
650,692,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7325809866934752
650,692,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7325809866934752
650,692,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7325809866934752
651,693,lambda_perturbation,linear,0.7,0.9187347347347347,0.7391304347826086,-0.044550064694828584,0.0,0.8017741397420078
651,693,lambda_perturbation,linear,0.725,0.9609329329329329,0.8691588785046729,-0.018970544438700165,0.07,0.8273536599981363
651,693,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.13,0.8463242044368364
651,693,lambda_perturbation,linear,0.775,0.9632672672672673,0.8691588785046729,0.013767674717387712,0.19,0.8600918791542241
651,693,lambda_perturbation,linear,0.8,0.9291291291291291,0.7699115044247787,0.026949218516105544,0.25,0.873273422952942
651,693,lambda_perturbation,geometric,0.7,0.9622351959966637,0.9047619047619048,-0.009450280702034464,0.0,0.7894590695842395
651,693,lambda_perturbation,geometric,0.725,0.9812802335279399,0.9230769230769231,-0.006377395680059017,0.0,0.792531954606215
651,693,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.798909350286274
651,693,lambda_perturbation,geometric,0.775,0.9814470391993325,0.941747572815534,0.005711104462346683,0.0,0.8046204547486207
651,693,lambda_perturbation,geometric,0.8,0.963090075062552,0.8518518518518519,0.01464123401876638,0.0,0.8135505843050403
651,693,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7327965494625495
651,693,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7327965494625495
651,693,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7327965494625495
651,693,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7327965494625495
651,693,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7327965494625495
652,694,lambda_perturbation,linear,0.7,0.9193953953953955,0.7391304347826086,-0.04191870381086327,0.0,0.823562606810708
652,694,lambda_perturbation,linear,0.725,0.9607927927927928,0.8518518518518519,-0.016299945970928542,0.06,0.8491813646506428
652,694,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.14,0.8654813106215713
652,694,lambda_perturbation,linear,0.775,0.9637157157157158,0.9047619047619048,0.010796617519178375,0.19,0.8762779281407497
652,694,lambda_perturbation,linear,0.8,0.9305025025025027,0.8018018018018018,0.021823366003063782,0.25,0.8873046766246351
652,694,lambda_perturbation,geometric,0.7,0.963765638031693,0.8181818181818182,-0.021628683784604363,0.0,0.8003183363961032
652,694,lambda_perturbation,geometric,0.725,0.9821392827356129,0.9230769230769231,-0.010308644186342253,0.0,0.8116383759943653
652,694,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8219470201807075
652,694,lambda_perturbation,geometric,0.775,0.9818682235195996,0.9230769230769231,0.008484387514853808,0.0,0.8304314076955613
652,694,lambda_perturbation,geometric,0.8,0.964182652210175,0.9047619047619048,0.009762776956217523,0.0,0.831709797136925
652,694,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.721730702894012
652,694,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.721730702894012
652,694,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.721730702894012
652,694,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.721730702894012
652,694,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.721730702894012
653,695,lambda_perturbation,linear,0.7,0.9252372372372373,0.8018018018018018,-0.030192757995644248,0.0,0.8201854691586745
653,695,lambda_perturbation,linear,0.725,0.9634754754754755,0.8518518518518519,-0.021991895322381994,0.03,0.8283863318319368
653,695,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.11,0.8503782271543188
653,695,lambda_perturbation,linear,0.775,0.9662902902902903,0.9047619047619048,0.012420799273291983,0.16,0.8627990264276107
653,695,lambda_perturbation,linear,0.8,0.935027027027027,0.8181818181818182,0.020360991925313487,0.21,0.8707392190796323
653,695,lambda_perturbation,geometric,0.7,0.9676021684737279,0.9230769230769231,-0.005421414828138071,0.0,0.8010600342012886
653,695,lambda_perturbation,geometric,0.725,0.9836196830692243,0.941747572815534,-0.003295436871908919,0.0,0.8031860121575177
653,695,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8064814490294266
653,695,lambda_perturbation,geometric,0.775,0.983623853211009,0.9801980198019802,0.0011356633938895966,0.0,0.8076171124233162
653,695,lambda_perturbation,geometric,0.8,0.9673352793994995,0.9047619047619048,0.010469240526235102,0.0,0.8169506895556617
653,695,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7430259299930904
653,695,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7430259299930904
653,695,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7430259299930904
653,695,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7430259299930904
653,695,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7430259299930904
654,696,lambda_perturbation,linear,0.7,0.9264464464464465,0.7543859649122807,-0.03626458039596914,0.0,0.8161431634957543
654,696,lambda_perturbation,linear,0.725,0.9641721721721722,0.8348623853211009,-0.019989519348124873,0.05,0.8324182245435986
654,696,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.14,0.8524077438917235
654,696,lambda_perturbation,linear,0.775,0.9653893893893895,0.9047619047619048,0.01228996360893897,0.19,0.8646977075006624
654,696,lambda_perturbation,linear,0.8,0.9335135135135135,0.8181818181818182,0.023195262279066986,0.23,0.8756030061707905
654,696,lambda_perturbation,geometric,0.7,0.9642827356130107,0.8691588785046729,-0.011328392774618834,0.0,0.8002895185138328
654,696,lambda_perturbation,geometric,0.725,0.9821768140116762,0.9047619047619048,-0.0076900947365583505,0.0,0.8039278165518933
654,696,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8116179112884516
654,696,lambda_perturbation,geometric,0.775,0.9820558798999165,0.9230769230769231,0.006642986888959479,0.0,0.8182608981774111
654,696,lambda_perturbation,geometric,0.8,0.9649624687239365,0.8691588785046729,0.010937094751886312,0.0,0.8225550060403379
654,696,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7292258752308123
654,696,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7292258752308123
654,696,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7292258752308123
654,696,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7292258752308123
654,696,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7292258752308123
655,697,lambda_perturbation,linear,0.7,0.9290610610610611,0.8348623853211009,-0.023058359591506816,0.0,0.8194307302542134
655,697,lambda_perturbation,linear,0.725,0.9656976976976978,0.8691588785046729,-0.017878601702460473,0.0,0.8246104881432598
655,697,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.06,0.8424890898457202
655,697,lambda_perturbation,linear,0.775,0.966962962962963,0.8348623853211009,0.021079611313497892,0.14,0.8635687011592181
655,697,lambda_perturbation,linear,0.8,0.9363483483483485,0.7094017094017094,0.0365759672919006,0.22,0.8790650571376208
655,697,lambda_perturbation,geometric,0.7,0.9656713928273559,0.9047619047619048,-0.01023795276044237,0.0,0.8082343974352045
655,697,lambda_perturbation,geometric,0.725,0.9828398665554627,0.9230769230769231,-0.00870361421900323,0.0,0.8097687359766437
655,697,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8184723501956469
655,697,lambda_perturbation,geometric,0.775,0.9837406171809839,0.9607843137254902,0.0023442695332208663,0.0,0.8208166197288678
655,697,lambda_perturbation,geometric,0.8,0.9677147623019182,0.8867924528301887,0.008601156528048381,0.0,0.8270735067236953
655,697,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7674847131297675
655,697,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7674847131297675
655,697,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7674847131297675
655,697,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7674847131297675
655,697,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7674847131297675
656,698,lambda_perturbation,linear,0.7,0.9293493493493493,0.7543859649122807,-0.031475099855348576,0.0,0.816447429922814
656,698,lambda_perturbation,linear,0.725,0.9654974974974976,0.8181818181818182,-0.023156857146211296,0.02,0.8247656726319513
656,698,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.11,0.8479225297781626
656,698,lambda_perturbation,linear,0.775,0.9674354354354354,0.8348623853211009,0.020182149759901846,0.2,0.8681046795380645
656,698,lambda_perturbation,linear,0.8,0.9362242242242241,0.6949152542372882,0.03852419620147485,0.28,0.8864467259796375
656,698,lambda_perturbation,geometric,0.7,0.9671809841534611,0.9047619047619048,-0.00732530365402273,0.0,0.801272963151781
656,698,lambda_perturbation,geometric,0.725,0.9837572977481233,0.9607843137254902,-0.0038729828265069433,0.0,0.8047252839792968
656,698,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8085982668058037
656,698,lambda_perturbation,geometric,0.775,0.9839991659716428,0.9607843137254902,0.0027554547282243602,0.0,0.8113537215340281
656,698,lambda_perturbation,geometric,0.8,0.96825271059216,0.9047619047619048,0.008214383664519431,0.0,0.8168126504703231
656,698,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7364287920650773
656,698,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7364287920650773
656,698,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7364287920650773
656,698,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7364287920650773
656,698,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7364287920650773
657,699,lambda_perturbation,linear,0.7,0.9252932932932934,0.7857142857142857,-0.032378595575973335,0.0,0.8230510277941786
657,699,lambda_perturbation,linear,0.725,0.9636476476476478,0.8518518518518519,-0.02175254963262041,0.01,0.8336770737375315
657,699,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.07,0.8554296233701519
657,699,lambda_perturbation,linear,0.775,0.9668988988988989,0.9047619047619048,0.010900799751403456,0.12,0.8663304231215554
657,699,lambda_perturbation,linear,0.8,0.9347947947947949,0.7857142857142857,0.022784884856738796,0.18,0.8782145082268907
657,699,lambda_perturbation,geometric,0.7,0.9635821517931608,0.8348623853211009,-0.014709202128003307,0.0,0.8048334207932357
657,699,lambda_perturbation,geometric,0.725,0.9824020016680566,0.9047619047619048,-0.00789094395844514,0.0,0.8116516789627939
657,699,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.819542622921239
657,699,lambda_perturbation,geometric,0.775,0.9824728940783984,0.941747572815534,0.0033234007266690346,0.0,0.8228660236479081
657,699,lambda_perturbation,geometric,0.8,0.9656588824020016,0.8691588785046729,0.008899049887454935,0.0,0.828441672808694
657,699,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7474501792043504
657,699,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7474501792043504
657,699,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7474501792043504
657,699,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7474501792043504
657,699,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7474501792043504
658,700,lambda_perturbation,linear,0.7,0.9265225225225227,0.8348623853211009,-0.024678180832001018,0.0,0.8092086553094536
658,700,lambda_perturbation,linear,0.725,0.9645325325325326,0.9230769230769231,-0.010523292793665706,0.04,0.8233635433477889
658,700,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.07,0.8338868361414546
658,700,lambda_perturbation,linear,0.775,0.9664144144144144,0.8518518518518519,0.018869615150855612,0.15,0.8527564512923103
658,700,lambda_perturbation,linear,0.8,0.9344104104104104,0.680672268907563,0.03911692103604225,0.25,0.8730037571774969
658,700,lambda_perturbation,geometric,0.7,0.9643327773144285,0.8518518518518519,-0.01489185681805183,0.0,0.7940689099407854
658,700,lambda_perturbation,geometric,0.725,0.9820350291909923,0.941747572815534,-0.0061529757150963205,0.0,0.8028077910437409
658,700,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8089607667588372
658,700,lambda_perturbation,geometric,0.775,0.9828523769808172,0.9607843137254902,0.0024321835887031185,0.0,0.8113929503475403
658,700,lambda_perturbation,geometric,0.8,0.9653336113427855,0.9230769230769231,0.004254074872153235,0.0,0.8132148416309904
658,700,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7450075383480307
658,700,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7450075383480307
658,700,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7450075383480307
658,700,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7450075383480307
658,700,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7450075383480307
659,701,lambda_perturbation,linear,0.7,0.9238278278278278,0.8018018018018018,-0.027035667477392056,0.0,0.8153081108079319
659,701,lambda_perturbation,linear,0.725,0.9636476476476478,0.8518518518518519,-0.020042606261482687,0.02,0.8223011720238412
659,701,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.09,0.8423437782853239
659,701,lambda_perturbation,linear,0.775,0.9653933933933935,0.8518518518518519,0.020231778396982203,0.17,0.8625755566823061
659,701,lambda_perturbation,linear,0.8,0.9335055055055056,0.6949152542372882,0.040151024758079634,0.26,0.8824948030434036
659,701,lambda_perturbation,geometric,0.7,0.9639241034195161,0.8348623853211009,-0.01708285154478484,0.0,0.791592733855285
659,701,lambda_perturbation,geometric,0.725,0.9822894078398664,0.9047619047619048,-0.011017281960517433,0.0,0.7976583034395524
659,701,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8086755854000698
659,701,lambda_perturbation,geometric,0.775,0.9832151793160966,0.941747572815534,0.006270075473123193,0.0,0.814945660873193
659,701,lambda_perturbation,geometric,0.8,0.9664303586321934,0.8867924528301887,0.010414084054163109,0.0,0.8190896694542329
659,701,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7424614678899034
659,701,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7424614678899034
659,701,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7424614678899034
659,701,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7424614678899034
659,701,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7424614678899034
660,702,lambda_perturbation,linear,0.7,0.9267707707707707,0.8018018018018018,-0.025914884261000415,0.0,0.8332283879503176
660,702,lambda_perturbation,linear,0.725,0.9647687687687687,0.8691588785046729,-0.018079951552259055,0.01,0.841063320659059
660,702,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.06,0.859143272211318
660,702,lambda_perturbation,linear,0.775,0.966974974974975,0.8518518518518519,0.016238363525716393,0.11,0.8753816357370344
660,702,lambda_perturbation,linear,0.8,0.9361481481481482,0.8018018018018018,0.021604661511894663,0.14,0.8807479337232127
660,702,lambda_perturbation,geometric,0.7,0.9648999165971641,0.9230769230769231,-0.006023420781296029,0.0,0.8230641954036738
660,702,lambda_perturbation,geometric,0.725,0.9825020850708923,0.9607843137254902,-0.003623013399246755,0.0,0.8254646027857231
660,702,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8290876161849698
660,702,lambda_perturbation,geometric,0.775,0.9822977481234361,0.9230769230769231,0.006648228867754402,0.0,0.8357358450527242
660,702,lambda_perturbation,geometric,0.8,0.9651501251042535,0.8518518518518519,0.013782947872788998,0.0,0.8428705640577588
660,702,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7421502766725742
660,702,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7421502766725742
660,702,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7421502766725742
660,702,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7421502766725742
660,702,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7421502766725742
661,703,lambda_perturbation,linear,0.7,0.9285445445445445,0.8518518518518519,-0.022620870694054385,0.0,0.8231619702112546
661,703,lambda_perturbation,linear,0.725,0.9651611611611612,0.8867924528301887,-0.015484582023424176,0.01,0.8302982588818848
661,703,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.05,0.845782840905309
661,703,lambda_perturbation,linear,0.775,0.9670510510510512,0.8348623853211009,0.01732341630667611,0.12,0.8631062572119851
661,703,lambda_perturbation,linear,0.8,0.9361201201201202,0.7241379310344828,0.03018212556624633,0.19,0.8759649664715553
661,703,lambda_perturbation,geometric,0.7,0.9649666388657212,0.9047619047619048,-0.010866878970214322,0.0,0.7990902164116779
661,703,lambda_perturbation,geometric,0.725,0.9825521267723101,0.9607843137254902,-0.0044852341965722076,0.0,0.80547186118532
661,703,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8099570953818922
661,703,lambda_perturbation,geometric,0.775,0.9827898248540449,0.941747572815534,0.008082793202662919,0.0,0.8180398885845551
661,703,lambda_perturbation,geometric,0.8,0.9660050041701416,0.8518518518518519,0.014866316003758984,0.0,0.8248234113856512
661,703,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.745526992296079
661,703,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.745526992296079
661,703,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.745526992296079
661,703,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.745526992296079
661,703,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.745526992296079
662,704,lambda_perturbation,linear,0.7,0.9237477477477477,0.8348623853211009,-0.02086424454786362,0.0,0.8364024903194985
662,704,lambda_perturbation,linear,0.725,0.9635195195195195,0.941747572815534,-0.005827027121886652,0.05,0.8514397077454755
662,704,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.06,0.8572667348673622
662,704,lambda_perturbation,linear,0.775,0.9666546546546547,0.8518518518518519,0.01375992362356504,0.14,0.8710266584909272
662,704,lambda_perturbation,linear,0.8,0.9358598598598599,0.7857142857142857,0.022131389614139185,0.18,0.8793981244815013
662,704,lambda_perturbation,geometric,0.7,0.9660008340283568,0.8691588785046729,-0.015831637752785732,0.0,0.8140999683853274
662,704,lambda_perturbation,geometric,0.725,0.9833319432860715,0.941747572815534,-0.006025747932579262,0.0,0.8239058582055339
662,704,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8299316061381131
662,704,lambda_perturbation,geometric,0.775,0.9832026688907421,0.9801980198019802,0.0021910505206945707,0.0,0.8321226566588077
662,704,lambda_perturbation,geometric,0.8,0.9674645537948289,0.941747572815534,0.005210285675152471,0.0,0.8351418918132656
662,704,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7384578350093177
662,704,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7384578350093177
662,704,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7384578350093177
662,704,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7384578350093177
662,704,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7384578350093177
663,705,lambda_perturbation,linear,0.7,0.9247447447447448,0.8018018018018018,-0.026746355489623452,0.0,0.8141923964112796
663,705,lambda_perturbation,linear,0.725,0.9632752752752753,0.8518518518518519,-0.020330183301602633,0.01,0.8206085685993004
663,705,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.09,0.8409387519009031
663,705,lambda_perturbation,linear,0.775,0.96611011011011,0.8018018018018018,0.02348082323698686,0.19,0.8644195751378899
663,705,lambda_perturbation,linear,0.8,0.9344104104104104,0.7241379310344828,0.0314072682740848,0.24,0.8723460201749879
663,705,lambda_perturbation,geometric,0.7,0.9656213511259382,0.941747572815534,-0.004291470165717848,0.0,0.803099390545455
663,705,lambda_perturbation,geometric,0.725,0.9830859049207672,0.9801980198019802,-0.0012844221272444445,0.0,0.8061064385839284
663,705,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8073908607111728
663,705,lambda_perturbation,geometric,0.775,0.9831734778982485,0.941747572815534,0.004188717757750204,0.0,0.811579578468923
663,705,lambda_perturbation,geometric,0.8,0.9668306922435361,0.9230769230769231,0.007455511532218573,0.0,0.8148463722433914
663,705,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7393352946429789
663,705,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7393352946429789
663,705,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7393352946429789
663,705,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7393352946429789
663,705,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7393352946429789
664,706,lambda_perturbation,linear,0.7,0.9275515515515516,0.8348623853211009,-0.019645710697629104,0.0,0.8377551378744315
664,706,lambda_perturbation,linear,0.725,0.9645485485485485,0.8867924528301887,-0.011802426123734722,0.01,0.8455984224483258
664,706,lambda_perturbation,linear,0.75,1.0,1.0,0.0,0.04,0.8574008485720606
664,706,lambda_perturbation,linear,0.775,0.9661461461461461,0.8348623853211009,0.020581927726353477,0.13,0.877982776298414
664,706,lambda_perturbation,linear,0.8,0.9352352352352353,0.7391304347826086,0.03193875921691758,0.19,0.8893396077889781
664,706,lambda_perturbation,geometric,0.7,0.9647914929107587,0.8867924528301887,-0.010772407571121523,0.0,0.815025741477164
664,706,lambda_perturbation,geometric,0.725,0.9826980817347788,0.941747572815534,-0.005591054367981463,0.0,0.8202070946803041
664,706,lambda_perturbation,geometric,0.75,0.9999999999999999,1.0,0.0,0.0,0.8257981490482855
664,706,lambda_perturbation,geometric,0.775,0.9826772310258548,0.941747572815534,0.006691157536896197,0.0,0.8324893065851817
664,706,lambda_perturbation,geometric,0.8,0.9658715596330273,0.8867924528301887,0.01441066773105415,0.0,0.8402088167793397
664,706,lambda_perturbation,min,0.7,0.9999999999999999,1.0,0.0,0.0,0.7482937943820002
664,706,lambda_perturbation,min,0.725,0.9999999999999999,1.0,0.0,0.0,0.7482937943820002
664,706,lambda_perturbation,min,0.75,0.9999999999999999,1.0,0.0,0.0,0.7482937943820002
664,706,lambda_perturbation,min,0.775,0.9999999999999999,1.0,0.0,0.0,0.7482937943820002
664,706,lambda_perturbation,min,0.8,0.9999999999999999,1.0,0.0,0.0,0.7482937943820002
665,707,lambda_perturbation,linear,0.7,0.9290770770770771,0.8181818181818182,-0.021629260109592652,0.0,0.8218596993357439
