scenario,lambda,operator,policy_violation_rate_mean,policy_violation_rate_std,policy_violation_rate_ci_low,policy_violation_rate_ci_high,veto_preservation_rate_mean,veto_preservation_rate_std,veto_preservation_rate_ci_low,veto_preservation_rate_ci_high,predictive_utility_mean,predictive_utility_std,predictive_utility_ci_low,predictive_utility_ci_high,n_veto_topk_mean,n_veto_topk_std,n_veto_topk_ci_low,n_veto_topk_ci_high,n_weak_nv_topk_mean,n_weak_nv_topk_std,n_weak_nv_topk_ci_low,n_weak_nv_topk_ci_high,n_normal_topk_mean,n_normal_topk_std,n_normal_topk_ci_low,n_normal_topk_ci_high,frac_veto_topk_mean,frac_veto_topk_std,frac_veto_topk_ci_low,frac_veto_topk_ci_high,frac_weak_nv_topk_mean,frac_weak_nv_topk_std,frac_weak_nv_topk_ci_low,frac_weak_nv_topk_ci_high,frac_normal_topk_mean,frac_normal_topk_std,frac_normal_topk_ci_low,frac_normal_topk_ci_high,e_weak_context_mean,e_weak_context_std,e_weak_context_ci_low,e_weak_context_ci_high,observed_veto_rate_mean,observed_veto_rate_std,observed_veto_rate_ci_low,observed_veto_rate_ci_high,false_negative_veto_rate_mean,false_negative_veto_rate_std,false_negative_veto_rate_ci_low,false_negative_veto_rate_ci_high,kendall_tau_mean,kendall_tau_std,kendall_tau_ci_low,kendall_tau_ci_high,jaccard_top_k_mean,jaccard_top_k_std,jaccard_top_k_ci_low,jaccard_top_k_ci_high,sweep,sigma_q
baseline,1.0,linear,0.6438899999999999,0.04457976284431373,0.55,0.73,0.35611000000000004,0.04457976284431373,0.27,0.44999999999999996,0.9200090562230662,0.005122269299436151,0.9096728296948694,0.9302224427064931,64.389,4.457976284431373,55.0,73.0,5.517,2.2823058340020776,2.0,10.0,30.094,4.288304274833299,22.0,39.0,0.6438899999999999,0.04457976284431373,0.55,0.73,0.055170000000000004,0.02282305834002078,0.02,0.1,0.30094,0.042883042748332996,0.22,0.39,0.6990599999999999,0.042883042748332996,0.61,0.78,0.6438899999999999,0.04457976284431373,0.55,0.73,0.0,0.0,0.0,0.0,-0.244323802581392,0.017381096070532225,-0.27644623833252124,-0.20903429446952265,0.02250960886514131,0.010321633802287846,0.005025125628140704,0.04712041884816754,lambda,
baseline,1.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4993410575699376,0.022614879251469162,0.4552133500391438,0.5415050752889479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.0,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4993410575699376,0.022614879251469162,0.4552133500391438,0.5415050752889479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.1,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5797733637581468,0.019912644677051564,0.5416351385241394,0.6176649380866766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944684395329441,0.0027082753714488023,0.9389726855713093,0.949546080066722,0.7382732422495001,0.04040465702283933,0.6528925619834711,0.8181818181818182,lambda,
high_r_overlap,0.1,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5450708184914822,0.022194042523254014,0.5013600901770314,0.5872497823848517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9342562390857945,0.001355496334939127,0.931642352184312,0.9368543367998565,0.8407266270434723,0.034037259664863415,0.7699115044247787,0.9047619047619048,lambda,
high_r_overlap,0.1,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.2,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6442943897512325,0.017562300588000134,0.6104631008310669,0.678637858833916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8815861342785654,0.0055295393487805366,0.8702041284403668,0.8917944120100083,0.5599546130269915,0.0424522314322076,0.48148148148148145,0.639344262295082,lambda,
high_r_overlap,0.2,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5991460142457615,0.021146605149044973,0.556966108318964,0.6369180011329232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8759114077204478,0.0029071374204180625,0.8702426808137332,0.881653474258585,0.6821978642381153,0.04074783887267942,0.6,0.7543859649122807,lambda,
high_r_overlap,0.2,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.3,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6910392302081381,0.015999501202047493,0.659726392784237,0.7202356602471286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8128342201834861,0.008194041198539897,0.7963831317764802,0.8277265429524602,0.4405815555647439,0.03947596733156233,0.36054421768707484,0.5151515151515151,lambda,
high_r_overlap,0.3,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6600623014683813,0.019255658051618992,0.6246770801219331,0.6970290936195729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801628257934879,0.004844504255983761,0.7923775511849525,0.8113499107066879,0.5289304265778247,0.040211124338593696,0.4492753623188406,0.6129032258064516,lambda,
high_r_overlap,0.3,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.4,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7275207082997729,0.013833028665257551,0.701187632478961,0.7556095047363692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7404266472060048,0.010509522650529776,0.7193699958298582,0.75882964970809,0.353147983592776,0.038181865336012706,0.28205128205128205,0.42857142857142855,lambda,
high_r_overlap,0.4,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7147775529756542,0.01573887638704976,0.6857841187639349,0.7455231933572146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7081400583383299,0.007391912055072865,0.693752030542357,0.7230478380709225,0.4021701481544787,0.03844293135867096,0.3333333333333333,0.48148148148148145,lambda,
high_r_overlap,0.4,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.5,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7576187547853785,0.01253323727042121,0.7338721417814541,0.7814609099690546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6662923269391158,0.012377318331799838,0.6417152835696412,0.6883917848206837,0.28562455096610556,0.03463461189358531,0.21951219512195122,0.35158117300974423,lambda,
high_r_overlap,0.5,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7584454237932592,0.013322335252258852,0.7341740348055262,0.785468662328159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5938583897072189,0.010740041870886372,0.5724052399228859,0.6153598795762262,0.3051367940447815,0.0349227662125508,0.2422360248447205,0.3793103448275862,lambda,
high_r_overlap,0.5,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.6,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.783361527586362,0.011356216144536439,0.7611134625045411,0.8053920846155302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59220771059216,0.013801582398645634,0.5645820475396162,0.6181792118432026,0.23031340889758428,0.0312670124838038,0.1695906432748538,0.2903225806451613,lambda,
high_r_overlap,0.6,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7940241288845541,0.011388661013089907,0.7718281641461973,0.8157645093252257,0.0,0.0,0.0,0.0,0.013,0.11333068359382573,0.0,0.0,99.987,0.11333068359382573,100.0,100.0,0.0,0.0,0.0,0.0,0.00013000000000000002,0.0011333068359382576,0.0,0.0,0.9998700000000001,0.0011333068359382584,1.0,1.0,0.00013000000000000002,0.0011333068359382576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4623085313763108,0.014732125233372449,0.43265172597956775,0.4906840384931845,0.2301214183079695,0.031051506046609747,0.1695906432748538,0.2903225806451613,lambda,
high_r_overlap,0.6,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.7,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8067056146037958,0.010353946119637362,0.7859185144721424,0.8274118425811605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199655671392825,0.014794234496225307,0.4917559424520433,0.5483051501251042,0.18267337639339332,0.02802443121635827,0.12994350282485875,0.2422360248447205,lambda,
high_r_overlap,0.7,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8228420133919194,0.010104523475513185,0.8031658936583043,0.84179985943751,0.0,0.0,0.0,0.0,1.495,1.2528146489184042,0.0,4.0,98.505,1.2528146489184044,96.0,100.0,0.0,0.0,0.0,0.0,0.01495,0.012528146489184043,0.0,0.04,0.9850500000000001,0.012528146489184053,0.96,1.0,0.01495,0.012528146489184043,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3260711517880866,0.01827148521061811,0.2893677105012982,0.3605567597969731,0.171233714787161,0.02753137405276745,0.11731843575418995,0.22699386503067484,lambda,
high_r_overlap,0.7,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.8,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.828043955361105,0.009572102250997621,0.8099993886882034,0.8462831417092261,0.0,0.0,0.0,0.0,0.444,0.6981055445642524,0.0,2.0,99.556,0.6981055445642523,98.0,100.0,0.0,0.0,0.0,0.0,0.0044399999999999995,0.006981055445642524,0.0,0.02,0.9955600000000002,0.006981055445642531,0.98,1.0,0.0044399999999999995,0.006981055445642524,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4514028065054211,0.015445067076002846,0.42179680984153456,0.4805863219349457,0.14045622304788777,0.024673324000790347,0.0989010989010989,0.19047619047619047,lambda,
high_r_overlap,0.8,linear,0.01332,0.011537361514259261,0.0,0.04,0.9866800000000001,0.011537361514259268,0.96,1.0,0.8452784518100794,0.008852719890288335,0.827603526982433,0.8622736086936714,1.332,1.153736151425926,0.0,4.0,5.77,2.384698468734944,2.0,11.0,92.898,2.6526651942212065,87.0,98.0,0.01332,0.011537361514259261,0.0,0.04,0.05770000000000001,0.023846984687349443,0.02,0.11,0.9289799999999999,0.026526651942212046,0.87,0.98,0.07102000000000001,0.026526651942212067,0.02,0.13,0.01332,0.011537361514259261,0.0,0.04,0.0,0.0,0.0,0.0,0.19963788506539262,0.020423938296754623,0.158526056885124,0.23929894680588573,0.12326380835701344,0.023338520529659575,0.08108108108108109,0.16976264189886464,lambda,
high_r_overlap,0.8,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,0.9,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8466790864767397,0.008894141260208597,0.8295108344497604,0.8634981672956441,0.0,0.0,0.0,0.0,5.386,2.370785655563283,1.0,10.0,94.614,2.370785655563283,90.0,99.0,0.0,0.0,0.0,0.0,0.053860000000000005,0.023707856555632824,0.01,0.1,0.9461399999999999,0.02370785655563281,0.9,0.99,0.053860000000000005,0.023707856555632824,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884359132610508,0.01586869601834565,0.3588388240200166,0.4183737489574645,0.10094697991002688,0.021566974699430683,0.06382978723404255,0.14942528735632185,lambda,
high_r_overlap,0.9,linear,0.060700000000000004,0.024055949132983482,0.02,0.11,0.9392999999999999,0.024055949132983465,0.89,0.98,0.8592461280905646,0.008073088969458126,0.8429157194954365,0.8744353141036525,6.07,2.4055949132983483,2.0,11.0,10.127,3.0528988177126326,4.0,17.0,83.803,3.675282125048185,76.0,90.0,0.060700000000000004,0.024055949132983482,0.02,0.11,0.10127000000000001,0.030528988177126327,0.04,0.17,0.8380299999999999,0.03675282125048184,0.76,0.9,0.16196999999999998,0.03675282125048184,0.1,0.24,0.060700000000000004,0.024055949132983482,0.02,0.11,0.0,0.0,0.0,0.0,0.09043743356125979,0.021409896736609507,0.04866126224435466,0.1323057493337357,0.0861370729212902,0.020033958740430083,0.04712041884816754,0.12994350282485875,lambda,
high_r_overlap,0.9,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_r_overlap,1.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8554630098888729,0.008687758409208095,0.8384942801219557,0.8727291452759357,0.0,0.0,0.0,0.0,15.568,3.6535906619002527,9.0,23.0,84.432,3.653590661900252,77.0,91.0,0.0,0.0,0.0,0.0,0.15568,0.03653590661900252,0.09,0.23,0.84432,0.03653590661900252,0.77,0.91,0.15568,0.03653590661900252,0.09,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33325213511259383,0.01612888652818723,0.3022091326105087,0.36374311926605496,0.06678193779736441,0.018382637712279215,0.03626943005181347,0.10497237569060773,lambda,
high_r_overlap,1.0,linear,0.12398,0.03291569599815631,0.06,0.19,0.87602,0.03291569599815631,0.81,0.94,0.863351270830832,0.00787926976406652,0.8474428202830873,0.8781915581354498,12.398,3.2915695998156305,6.0,19.0,13.596,3.4363632800669652,7.0,21.0,74.006,4.320026229854007,66.0,82.0,0.12398,0.03291569599815631,0.06,0.19,0.13596,0.034363632800669654,0.07,0.21,0.7400599999999999,0.04320026229854008,0.66,0.82,0.25994,0.04320026229854007,0.18,0.34,0.12398,0.03291569599815631,0.06,0.19,0.0,0.0,0.0,0.0,-0.00043377768627812785,0.021568669354078803,-0.042415768252967945,0.04269291670969025,0.05804053479261016,0.017149005404778005,0.030927835051546393,0.09289617486338798,lambda,
high_r_overlap,1.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.011533386557922742,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5001505343744705,0.02274104573172944,0.45782864774565185,0.5469347440696177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.0,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5001505343744705,0.02274104573172944,0.45782864774565185,0.5469347440696177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.1,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5864550009801729,0.02030617096264407,0.5463342452383071,0.6255726679291348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9321664664846832,0.0030767527016567864,0.9256399757355172,0.9380258821150541,0.7218919629167508,0.04283535230353304,0.639344262295082,0.8018018018018018,lambda,
high_veto_frac,0.1,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5489319947858364,0.022251753878847036,0.5059712701962035,0.5931119811878269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937465187804949,0.0015567286093841105,0.9342982897304711,0.9405401054623176,0.8314477209845127,0.036632149256068995,0.7543859649122807,0.9047619047619048,lambda,
high_veto_frac,0.1,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488015,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda,
high_veto_frac,0.2,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6526873025713791,0.017292700322535035,0.6189498071442386,0.6868123748730245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8547832130219393,0.006342067077651719,0.8412968355070267,0.8669674451521586,0.5400407339836265,0.0423028238081596,0.45985401459854014,0.6260162601626016,lambda,
high_veto_frac,0.2,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6069436738243154,0.020807535455112925,0.5667378851267162,0.6483625455261984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8622204623228481,0.0032384921959689467,0.8558788274367971,0.8685513853412665,0.6641959092840507,0.0410297610095208,0.5873015873015873,0.7543859649122807,lambda,
