lambda,operator,policy_violation_rate_mean,policy_violation_rate_std,policy_violation_rate_ci_low,policy_violation_rate_ci_high,veto_preservation_rate_mean,veto_preservation_rate_std,veto_preservation_rate_ci_low,veto_preservation_rate_ci_high,predictive_utility_mean,predictive_utility_std,predictive_utility_ci_low,predictive_utility_ci_high,n_veto_topk_mean,n_veto_topk_std,n_veto_topk_ci_low,n_veto_topk_ci_high,n_weak_nv_topk_mean,n_weak_nv_topk_std,n_weak_nv_topk_ci_low,n_weak_nv_topk_ci_high,n_normal_topk_mean,n_normal_topk_std,n_normal_topk_ci_low,n_normal_topk_ci_high,frac_veto_topk_mean,frac_veto_topk_std,frac_veto_topk_ci_low,frac_veto_topk_ci_high,frac_weak_nv_topk_mean,frac_weak_nv_topk_std,frac_weak_nv_topk_ci_low,frac_weak_nv_topk_ci_high,frac_normal_topk_mean,frac_normal_topk_std,frac_normal_topk_ci_low,frac_normal_topk_ci_high,e_weak_context_mean,e_weak_context_std,e_weak_context_ci_low,e_weak_context_ci_high,observed_veto_rate_mean,observed_veto_rate_std,observed_veto_rate_ci_low,observed_veto_rate_ci_high,false_negative_veto_rate_mean,false_negative_veto_rate_std,false_negative_veto_rate_ci_low,false_negative_veto_rate_ci_high,kendall_tau_mean,kendall_tau_std,kendall_tau_ci_low,kendall_tau_ci_high,jaccard_top_k_mean,jaccard_top_k_std,jaccard_top_k_ci_low,jaccard_top_k_ci_high,analysis_source,sigma_q,scenario,sweep
0.3,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6600623014683813,0.0192556580516189,0.6246770801219331,0.6970290936195729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7690801107127843,0.0059365341805862,0.7576667756337256,0.7809281428795622,0.5289304265778247,0.0402111243385937,0.4492753623188406,0.6129032258064516,lambda_sensitivity,,,
0.3,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda_sensitivity,,,
0.4,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7275207082997729,0.0138330286652575,0.701187632478961,0.7556095047363692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7404266472060048,0.0105095226505297,0.7193699958298582,0.75882964970809,0.3531479835927759,0.0381818653360127,0.282051282051282,0.4285714285714285,lambda_sensitivity,,,
0.4,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7147775529756542,0.0157388763870497,0.6857841187639349,0.7455231933572146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6385312517227505,0.0089559525155844,0.6213189289407609,0.6564369993305251,0.4021701481544787,0.0384429313586709,0.3333333333333333,0.4814814814814814,lambda_sensitivity,,,
0.4,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda_sensitivity,,,
0.5,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7576187547853785,0.0125332372704212,0.7338721417814541,0.7814609099690546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6662923269391158,0.0123773183317998,0.6417152835696412,0.6883917848206837,0.2856245509661055,0.0346346118935853,0.2195121951219512,0.3515811730097442,lambda_sensitivity,,,
0.5,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7584454237932592,0.0133223352522588,0.7341740348055262,0.785468662328159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4655374161175129,0.0133351139050324,0.4401109320293097,0.4910778487772481,0.3051367940447815,0.0349227662125508,0.2422360248447205,0.3793103448275862,lambda_sensitivity,,,
0.5,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda_sensitivity,,,
0.6,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.783361527586362,0.0113562161445364,0.7611134625045411,0.8053920846155302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59220771059216,0.0138015823986456,0.5645820475396162,0.6181792118432026,0.2303134088975842,0.0312670124838038,0.1695906432748538,0.2903225806451613,lambda_sensitivity,,,
0.6,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7940241288845541,0.0113886610130899,0.7718281641461973,0.8157645093252257,0.0,0.0,0.0,0.0,0.013,0.1133306835938257,0.0,0.0,99.987,0.1133306835938257,100.0,100.0,0.0,0.0,0.0,0.0,0.00013,0.0011333068359382,0.0,0.0,0.99987,0.0011333068359382,1.0,1.0,0.00013,0.0011333068359382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664945227164753,0.0174389917381309,0.231993791575435,0.2999566612132597,0.2301214183079694,0.0310515060466097,0.1695906432748538,0.2903225806451613,lambda_sensitivity,,,
0.6,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda_sensitivity,,,
0.7,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8067056146037958,0.0103539461196373,0.7859185144721424,0.8274118425811605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199655671392825,0.0147942344962253,0.4917559424520432,0.5483051501251042,0.1826733763933933,0.0280244312163582,0.1299435028248587,0.2422360248447205,lambda_sensitivity,,,
0.7,linear,0.00099,0.0043518776222268,0.0,0.02,0.99901,0.0043518776222268,0.98,1.0,0.8230936526911077,0.0098732777788479,0.8043329498613846,0.84179985943751,0.099,0.4351877622226851,0.0,2.0,1.49,1.2463761284032415,0.0,4.0,98.411,1.3520010750391092,95.0,100.0,0.00099,0.0043518776222268,0.0,0.02,0.0148999999999999,0.0124637612840324,0.0,0.04,0.9841100000000002,0.0135200107503911,0.95,1.0,0.01589,0.013520010750391,0.0,0.05,0.00099,0.0043518776222268,0.0,0.02,0.0,0.0,0.0,0.0,0.0863189318991365,0.0190680575382201,0.04855634832432,0.1243648790844191,0.1711245785918827,0.0275385080030565,0.1173184357541899,0.2269938650306748,lambda_sensitivity,,,
0.7,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda_sensitivity,,,
0.8,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.828043955361105,0.0095721022509976,0.8099993886882034,0.8462831417092261,0.0,0.0,0.0,0.0,0.444,0.6981055445642524,0.0,2.0,99.556,0.6981055445642523,98.0,100.0,0.0,0.0,0.0,0.0,0.0044399999999999,0.0069810554456425,0.0,0.02,0.9955600000000002,0.0069810554456425,0.98,1.0,0.0044399999999999,0.0069810554456425,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4514028065054211,0.0154450670760028,0.4217968098415345,0.4805863219349457,0.1404562230478877,0.0246733240007903,0.0989010989010989,0.1904761904761904,lambda_sensitivity,,,
0.8,linear,0.21383,0.0441336479217261,0.13,0.3,0.78617,0.0441336479217261,0.7,0.87,0.8804373330396674,0.0071101675802529,0.8666505614889914,0.8933250085399845,21.383,4.413364792172611,13.0,30.0,3.741,1.92135645069066,1.0,8.0,74.876,4.641353915202564,65.975,83.0,0.21383,0.0441336479217261,0.13,0.3,0.03741,0.0192135645069066,0.01,0.08,0.74876,0.0464135391520256,0.6597500000000001,0.83,0.25124,0.0464135391520256,0.17,0.3402499999999998,0.21383,0.0441336479217261,0.13,0.3,0.0,0.0,0.0,0.0,-0.0563486964216795,0.0189788056346875,-0.0922820593198424,-0.0188160612766984,0.1031946912442483,0.0222584143637892,0.0638297872340425,0.1495913892764598,lambda_sensitivity,,,
0.8,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda_sensitivity,,,
0.9,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8466790864767397,0.0088941412602085,0.8295108344497604,0.8634981672956441,0.0,0.0,0.0,0.0,5.386,2.370785655563283,1.0,10.0,94.614,2.370785655563283,90.0,99.0,0.0,0.0,0.0,0.0,0.05386,0.0237078565556328,0.01,0.1,0.94614,0.0237078565556328,0.9,0.99,0.05386,0.0237078565556328,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884359132610508,0.0158686960183456,0.3588388240200166,0.4183737489574644,0.1009469799100268,0.0215669746994306,0.0638297872340425,0.1494252873563218,lambda_sensitivity,,,
0.9,linear,0.46188,0.0472874370388341,0.37,0.55,0.53812,0.0472874370388341,0.4499999999999999,0.63,0.9127894076398806,0.0054523175967989,0.9015882637575884,0.9234924341529028,46.188,4.728743703883413,37.0,55.0,4.841,2.196940041408856,1.0,10.0,48.971,4.814076685547742,40.0,58.0,0.46188,0.0472874370388341,0.37,0.55,0.04841,0.0219694004140885,0.01,0.1,0.48971,0.0481407668554774,0.4,0.58,0.51029,0.0481407668554774,0.42,0.6,0.46188,0.0472874370388341,0.37,0.55,0.0,0.0,0.0,0.0,-0.1641875429947088,0.0182683346836365,-0.1986461818946477,-0.1273499712531927,0.0529947619271759,0.0163617862221959,0.0256410256410256,0.0869565217391304,lambda_sensitivity,,,
0.9,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda_sensitivity,,,
1.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8554630098888729,0.008687758409208,0.8384942801219557,0.8727291452759357,0.0,0.0,0.0,0.0,15.568,3.6535906619002527,9.0,23.0,84.432,3.653590661900252,77.0,91.0,0.0,0.0,0.0,0.0,0.15568,0.0365359066190025,0.09,0.23,0.84432,0.0365359066190025,0.77,0.91,0.15568,0.0365359066190025,0.09,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3332521351125938,0.0161288865281872,0.3022091326105087,0.3637431192660549,0.0667819377973643,0.0183826377122792,0.0362694300518134,0.1049723756906077,lambda_sensitivity,,,
1.0,linear,0.6438899999999999,0.0445797628443137,0.55,0.73,0.35611,0.0445797628443137,0.27,0.4499999999999999,0.9200090562230662,0.0051222692994361,0.9096728296948692,0.930222442706493,64.389,4.457976284431373,55.0,73.0,5.517,2.2823058340020776,2.0,10.0,30.094,4.288304274833299,22.0,39.0,0.6438899999999999,0.0445797628443137,0.55,0.73,0.05517,0.0228230583400207,0.02,0.1,0.30094,0.0428830427483329,0.22,0.39,0.6990599999999999,0.0428830427483329,0.61,0.78,0.6438899999999999,0.0445797628443137,0.55,0.73,0.0,0.0,0.0,0.0,-0.2443238025813919,0.0173810960705322,-0.2764462383325212,-0.2090342944695225,0.0225096088651412,0.0103216338022878,0.0050251256281407,0.0471204188481675,lambda_sensitivity,,,
1.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,lambda_sensitivity,,,
,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8175793524340013,0.0100344937138553,0.798411641664163,0.8366176664561961,0.0,0.0,0.0,0.0,0.011,0.1135424673498506,0.0,0.0,99.989,0.1135424673498506,100.0,100.0,0.0,0.0,0.0,0.0,0.00011,0.0011354246734985,0.0,0.0,0.99989,0.0011354246734985,1.0,1.0,0.00011,0.0011354246734985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,context_noise,0.0,,
,linear,0.07748,0.0359519421191977,0.02,0.15,0.92252,0.0359519421191976,0.85,0.98,0.8502395437426117,0.0079681032393844,0.8353422132994193,0.866130931328862,7.748,3.5951942119197704,2.0,15.0,2.851,1.6660055745928866,0.0,6.0,89.401,3.943063117266416,81.0,96.02499999999998,0.07748,0.0359519421191977,0.02,0.15,0.02851,0.0166600557459288,0.0,0.06,0.89401,0.0394306311726641,0.81,0.9602499999999996,0.10599,0.0394306311726641,0.03975,0.19,0.07748,0.0359519421191977,0.02,0.15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,context_noise,0.0,,
,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,context_noise,0.0,,
,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8168910225289404,0.0100631281868876,0.7972689763220253,0.8372262744289893,0.0,0.0,0.0,0.0,0.181,0.4363822056746005,0.0,1.0,99.819,0.4363822056746005,99.0,100.0,0.0,0.0,0.0,0.0,0.00181,0.004363822056746,0.0,0.01,0.99819,0.004363822056746,0.99,1.0,0.00181,0.004363822056746,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8515734894051815,0.0101679097013173,0.8317494019333654,0.8703201477035405,0.8819923553633005,0.030305739033279,0.8181818181818182,0.941747572815534,context_noise,0.05,,
,linear,0.09575,0.0366821902710713,0.03,0.1702499999999998,0.90425,0.0366821902710713,0.82975,0.97,0.8526903395166726,0.007913839537813,0.8383736105297734,0.8681676252259338,9.575,3.668219027107137,3.0,17.024999999999977,2.761,1.6675310071059128,0.0,6.024999999999977,87.664,3.9948796055780034,79.0,95.0,0.09575,0.0366821902710713,0.03,0.1702499999999998,0.02761,0.0166753100710591,0.0,0.0602499999999997,0.8766400000000001,0.03994879605578,0.79,0.95,0.12336,0.03994879605578,0.05,0.21,0.03285,0.020933602549865,0.0,0.08,0.063,0.0273852140752989,0.02,0.12,0.957817933933934,0.0014676723069246,0.9548260260260262,0.9605770770770772,0.8752276360235993,0.0315513068359299,0.8181818181818182,0.941747572815534,context_noise,0.05,,
,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443739854110113,0.0116848221704637,0.7217792246796864,0.7667735470459934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9118009877003423,0.0037366105823913,0.9042462434446954,0.9185740957993136,0.8390137388905098,0.0343551336661311,0.7699115044247787,0.9047619047619048,context_noise,0.05,,
,geometric,0.00128,0.003602023677681,0.0,0.01,0.99872,0.003602023677681,0.99,1.0,0.8155144582061989,0.0101351007692362,0.7956094691206606,0.8351274085821989,0.128,0.3602023677681002,0.0,1.0,0.701,0.8719858710778284,0.0,3.0,99.171,0.9521899315082396,97.0,100.0,0.00128,0.003602023677681,0.0,0.01,0.00701,0.0087198587107782,0.0,0.03,0.9917100000000002,0.0095218993150824,0.97,1.0,0.0082899999999999,0.0095218993150823,0.0,0.03,0.0,0.0,0.0,0.0,0.00128,0.003602023677681,0.0,0.01,0.7719280682521037,0.0134131013630523,0.7449212433784046,0.7986663126262378,0.7833428984972766,0.0383930323731514,0.7094017094017094,0.8518518518518519,context_noise,0.1,,
,linear,0.11568,0.0389725089833392,0.04,0.2,0.8843199999999999,0.0389725089833392,0.8,0.96,0.8534075563992176,0.0080632761005067,0.8379310262761286,0.8689845853903456,11.568,3.8972508983339225,4.0,20.0,2.781,1.6588522510431092,0.0,6.0,85.651,4.2286026155315275,77.0,93.0,0.11568,0.0389725089833392,0.04,0.2,0.02781,0.016588522510431,0.0,0.06,0.85651,0.0422860261553152,0.77,0.93,0.14349,0.0422860261553152,0.07,0.23,0.02599,0.018930881603303,0.0,0.07,0.0899,0.0313044720442618,0.03,0.16,0.9172450410410412,0.0027403917979498,0.9116328328328328,0.9223824824824824,0.7675903488588395,0.0388380348438798,0.6949152542372882,0.8348623853211009,context_noise,0.1,,
