lambda,operator,policy_violation_rate_mean,policy_violation_rate_std,policy_violation_rate_ci_low,policy_violation_rate_ci_high,veto_preservation_rate_mean,veto_preservation_rate_std,veto_preservation_rate_ci_low,veto_preservation_rate_ci_high,predictive_utility_mean,predictive_utility_std,predictive_utility_ci_low,predictive_utility_ci_high,n_veto_topk_mean,n_veto_topk_std,n_veto_topk_ci_low,n_veto_topk_ci_high,n_weak_nv_topk_mean,n_weak_nv_topk_std,n_weak_nv_topk_ci_low,n_weak_nv_topk_ci_high,n_normal_topk_mean,n_normal_topk_std,n_normal_topk_ci_low,n_normal_topk_ci_high,frac_veto_topk_mean,frac_veto_topk_std,frac_veto_topk_ci_low,frac_veto_topk_ci_high,frac_weak_nv_topk_mean,frac_weak_nv_topk_std,frac_weak_nv_topk_ci_low,frac_weak_nv_topk_ci_high,frac_normal_topk_mean,frac_normal_topk_std,frac_normal_topk_ci_low,frac_normal_topk_ci_high,e_weak_context_mean,e_weak_context_std,e_weak_context_ci_low,e_weak_context_ci_high,observed_veto_rate_mean,observed_veto_rate_std,observed_veto_rate_ci_low,observed_veto_rate_ci_high,false_negative_veto_rate_mean,false_negative_veto_rate_std,false_negative_veto_rate_ci_low,false_negative_veto_rate_ci_high,kendall_tau_mean,kendall_tau_std,kendall_tau_ci_low,kendall_tau_ci_high,jaccard_top_k_mean,jaccard_top_k_std,jaccard_top_k_ci_low,jaccard_top_k_ci_high,analysis_source,sigma_q,scenario,sweep
0.8,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.828043955361105,0.0095721022509976,0.8099993886882034,0.8462831417092261,0.0,0.0,0.0,0.0,0.444,0.6981055445642524,0.0,2.0,99.556,0.6981055445642523,98.0,100.0,0.0,0.0,0.0,0.0,0.0044399999999999,0.0069810554456425,0.0,0.02,0.9955600000000002,0.0069810554456425,0.98,1.0,0.0044399999999999,0.0069810554456425,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4514028065054211,0.0154450670760028,0.4217968098415345,0.4805863219349457,0.1404562230478877,0.0246733240007903,0.0989010989010989,0.1904761904761904,population_robustness,,high_r_overlap,lambda
0.8,linear,0.01332,0.0115373615142592,0.0,0.04,0.98668,0.0115373615142592,0.96,1.0,0.8452784518100794,0.0088527198902883,0.827603526982433,0.8622736086936714,1.332,1.153736151425926,0.0,4.0,5.77,2.384698468734944,2.0,11.0,92.898,2.6526651942212065,87.0,98.0,0.01332,0.0115373615142592,0.0,0.04,0.0577,0.0238469846873494,0.02,0.11,0.92898,0.026526651942212,0.87,0.98,0.07102,0.026526651942212,0.02,0.13,0.01332,0.0115373615142592,0.0,0.04,0.0,0.0,0.0,0.0,0.1996378850653926,0.0204239382967546,0.158526056885124,0.2392989468058857,0.1232638083570134,0.0233385205296595,0.081081081081081,0.1697626418988646,population_robustness,,high_r_overlap,lambda
0.8,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_r_overlap,lambda
0.9,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8466790864767397,0.0088941412602085,0.8295108344497604,0.8634981672956441,0.0,0.0,0.0,0.0,5.386,2.370785655563283,1.0,10.0,94.614,2.370785655563283,90.0,99.0,0.0,0.0,0.0,0.0,0.05386,0.0237078565556328,0.01,0.1,0.94614,0.0237078565556328,0.9,0.99,0.05386,0.0237078565556328,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3884359132610508,0.0158686960183456,0.3588388240200166,0.4183737489574645,0.1009469799100268,0.0215669746994306,0.0638297872340425,0.1494252873563218,population_robustness,,high_r_overlap,lambda
0.9,linear,0.0607,0.0240559491329834,0.02,0.11,0.9393,0.0240559491329834,0.89,0.98,0.8592461280905646,0.0080730889694581,0.8429157194954365,0.8744353141036525,6.07,2.4055949132983483,2.0,11.0,10.127,3.0528988177126326,4.0,17.0,83.803,3.675282125048185,76.0,90.0,0.0607,0.0240559491329834,0.02,0.11,0.10127,0.0305289881771263,0.04,0.17,0.8380299999999999,0.0367528212504818,0.76,0.9,0.1619699999999999,0.0367528212504818,0.1,0.24,0.0607,0.0240559491329834,0.02,0.11,0.0,0.0,0.0,0.0,0.0904374335612597,0.0214098967366095,0.0486612622443546,0.1323057493337357,0.0861370729212902,0.02003395874043,0.0471204188481675,0.1299435028248587,population_robustness,,high_r_overlap,lambda
0.9,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_r_overlap,lambda
1.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8554630098888729,0.008687758409208,0.8384942801219557,0.8727291452759357,0.0,0.0,0.0,0.0,15.568,3.6535906619002527,9.0,23.0,84.432,3.653590661900252,77.0,91.0,0.0,0.0,0.0,0.0,0.15568,0.0365359066190025,0.09,0.23,0.84432,0.0365359066190025,0.77,0.91,0.15568,0.0365359066190025,0.09,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3332521351125938,0.0161288865281872,0.3022091326105087,0.3637431192660549,0.0667819377973644,0.0183826377122792,0.0362694300518134,0.1049723756906077,population_robustness,,high_r_overlap,lambda
1.0,linear,0.12398,0.0329156959981563,0.06,0.19,0.87602,0.0329156959981563,0.81,0.94,0.863351270830832,0.0078792697640665,0.8474428202830873,0.8781915581354498,12.398,3.2915695998156305,6.0,19.0,13.596,3.4363632800669652,7.0,21.0,74.006,4.320026229854007,66.0,82.0,0.12398,0.0329156959981563,0.06,0.19,0.13596,0.0343636328006696,0.07,0.21,0.7400599999999999,0.04320026229854,0.66,0.82,0.25994,0.04320026229854,0.18,0.34,0.12398,0.0329156959981563,0.06,0.19,0.0,0.0,0.0,0.0,-0.0004337776862781,0.0215686693540788,-0.0424157682529679,0.0426929167096902,0.0580405347926101,0.017149005404778,0.0309278350515463,0.0928961748633879,population_robustness,,high_r_overlap,lambda
1.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7443433747467484,0.0115333865579227,0.7214921839953684,0.7660139027139257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_r_overlap,lambda
0.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5001505343744705,0.0227410457317294,0.4578286477456518,0.5469347440696177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.0,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5001505343744705,0.0227410457317294,0.4578286477456518,0.5469347440696177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.1,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5864550009801729,0.020306170962644,0.5463342452383071,0.6255726679291348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9321664664846832,0.0030767527016567,0.9256399757355172,0.938025882115054,0.7218919629167508,0.042835352303533,0.639344262295082,0.8018018018018018,population_robustness,,high_veto_frac,lambda
0.1,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5489319947858364,0.022251753878847,0.5059712701962035,0.5931119811878269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937465187804949,0.0015567286093841,0.9342982897304712,0.9405401054623176,0.8314477209845127,0.0366321492560689,0.7543859649122807,0.9047619047619048,population_robustness,,high_veto_frac,lambda
0.1,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.2,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6526873025713791,0.017292700322535,0.6189498071442386,0.6868123748730245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8547832130219393,0.0063420670776517,0.8412968355070267,0.8669674451521586,0.5400407339836265,0.0423028238081596,0.4598540145985401,0.6260162601626016,population_robustness,,high_veto_frac,lambda
0.2,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6069436738243154,0.0208075354551129,0.5667378851267162,0.6483625455261984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8622204623228481,0.0032384921959689,0.8558788274367971,0.8685513853412665,0.6641959092840507,0.0410297610095208,0.5873015873015873,0.7543859649122807,population_robustness,,high_veto_frac,lambda
0.2,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.3,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7001376378122095,0.0156779065617359,0.6698147559663835,0.730865921312875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7705506460418562,0.009382344047925,0.751075219896876,0.7888311596400769,0.4205639161761659,0.0403812279111533,0.3513513513513513,0.5037593984962406,population_robustness,,high_veto_frac,lambda
0.3,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6701274385488873,0.0183615795562837,0.6345048358291414,0.7061317860812895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7643782191035406,0.0053468373509037,0.7541136705324957,0.7749294811534301,0.5073224380198748,0.0411854034549445,0.4285714285714285,0.5876190476190474,population_robustness,,high_veto_frac,lambda
0.3,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.4,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7363444061712093,0.0139844214333134,0.7095116515341944,0.7639633718269224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6818772662015974,0.0120209710457105,0.6570845212819735,0.7044845819431808,0.3360482560983834,0.0378215627965572,0.2658227848101265,0.4184397163120567,population_robustness,,high_veto_frac,lambda
0.4,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7239754430740128,0.0155121490172769,0.694339248412098,0.7539092435407755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6389485104588852,0.0082673619933282,0.6224381784995379,0.6548364474976508,0.3833428320643516,0.0384247567122863,0.3071895424836601,0.4598540145985401,population_robustness,,high_veto_frac,lambda
0.4,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.5,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.765903553677887,0.0123368055441891,0.7415257984134352,0.7889100567698383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909791608533009,0.0141057445163099,0.5627359215448389,0.6178803963198868,0.2704735014392467,0.0341142721444753,0.2048192771084337,0.3425086159985487,population_robustness,,high_veto_frac,lambda
0.5,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7667113025835623,0.0130182632876768,0.7402361666733407,0.7908187132168636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4843918293480919,0.012148706838275,0.460648737325074,0.5075955494606686,0.2894176055408686,0.0342327631926057,0.2269938650306748,0.3605442176870748,population_robustness,,high_veto_frac,lambda
0.5,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.6,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7915387883957342,0.0112709357231514,0.7704018937736484,0.8133135291702038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000940734000606,0.0156353434252091,0.4696570619755333,0.5296653523405116,0.2169161642058789,0.0307473057837844,0.1627906976744186,0.282051282051282,population_robustness,,high_veto_frac,lambda
0.6,linear,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8013031373948745,0.0111848545824563,0.7799079810868655,0.8228536388141467,0.0,0.0,0.0,0.0,0.002,0.0446989708829856,0.0,0.0,99.998,0.0446989708829856,100.0,100.0,0.0,0.0,0.0,0.0,2e-05,0.0004469897088298,0.0,0.0,0.99998,0.0004469897088298,1.0,1.0,2e-05,0.0004469897088298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3154025443673708,0.0159130994047643,0.2841461717260625,0.3482099407155714,0.217741586325246,0.0308624417241107,0.1627906976744186,0.282051282051282,population_robustness,,high_veto_frac,lambda
0.6,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.7,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8145904148253521,0.010076767163866,0.7949356402067874,0.8332599828024486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411432016985138,0.0166608535200882,0.3787445152158528,0.4427482559902942,0.1716177334477526,0.0275762906619437,0.1235955056179775,0.2269938650306748,population_robustness,,high_veto_frac,lambda
0.7,linear,1e-05,0.0003162277660168,0.0,0.0,0.99999,0.0003162277660168,1.0,1.0,0.8301473642228555,0.0096730976201116,0.8112375115563926,0.847958333200247,0.001,0.0316227766016837,0.0,0.0,1.128,1.090323257022799,0.0,4.0,98.871,1.0915816737883384,96.0,100.0,1e-05,0.0003162277660168,0.0,0.0,0.01128,0.0109032325702279,0.0,0.04,0.98871,0.0109158167378833,0.96,1.0,0.01129,0.0109158167378833,0.0,0.04,1e-05,0.0003162277660168,0.0,0.0,0.0,0.0,0.0,0.0,0.1622664733954374,0.018157543552343,0.1268497192086552,0.2001135419052336,0.1609209355096375,0.0267849338324281,0.1111111111111111,0.2195121951219512,population_robustness,,high_veto_frac,lambda
0.7,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.8,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8356749021479638,0.0092964731970067,0.8175879844246683,0.8533154997813943,0.0,0.0,0.0,0.0,0.247,0.5237034134558083,0.0,2.0,99.753,0.5237034134558083,98.0,100.0,0.0,0.0,0.0,0.0,0.0024699999999999,0.005237034134558,0.0,0.02,0.99753,0.005237034134558,0.98,1.0,0.0024699999999999,0.005237034134558,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3272217733292892,0.0172737502502334,0.29458093216055,0.3613547669598625,0.1311178618185721,0.0248729339332482,0.0869565217391304,0.1834319526627219,population_robustness,,high_veto_frac,lambda
0.8,linear,0.10696,0.0323760190049148,0.05,0.17,0.89304,0.0323760190049148,0.83,0.95,0.8690198309528857,0.0074389823148949,0.8544646630914184,0.8834109852363362,10.696,3.2376019004914833,5.0,17.0,4.441,2.1168372634664196,1.0,9.0,84.863,3.878307913545838,77.0,92.0,0.10696,0.0323760190049148,0.05,0.17,0.04441,0.0211683726346641,0.01,0.09,0.8486299999999999,0.0387830791354583,0.77,0.92,0.15137,0.0387830791354583,0.08,0.23,0.10696,0.0323760190049148,0.05,0.17,0.0,0.0,0.0,0.0,0.0377847771082366,0.0190041483889774,0.0026984892691076,0.0769135837569431,0.1068024059697663,0.0225174044169839,0.0695187165775401,0.1560693641618497,population_robustness,,high_veto_frac,lambda
0.8,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.9,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.854798839193827,0.0084337655195813,0.8379748662701765,0.869985034876939,0.0,0.0,0.0,0.0,4.929,2.2380723777322236,1.0,10.0,95.071,2.2380723777322236,90.0,99.0,0.0,0.0,0.0,0.0,0.04929,0.0223807237773222,0.01,0.1,0.95071,0.0223807237773222,0.9,0.99,0.04929,0.0223807237773222,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2499033181680315,0.0176326527299763,0.2155132949145688,0.2849904964108786,0.0930497625563091,0.0207880434767053,0.0582010582010582,0.1363636363636363,population_robustness,,high_veto_frac,lambda
0.9,linear,0.28098,0.0413805745725207,0.2,0.36,0.71902,0.0413805745725207,0.64,0.8,0.8954144180233786,0.0065954354767805,0.8822907269902553,0.9079323429677748,28.098,4.138057457252076,20.0,36.0,7.049,2.6148492186809618,2.0,13.0,64.853,4.621985910163915,56.0,73.0,0.28098,0.0413805745725207,0.2,0.36,0.07049,0.0261484921868096,0.02,0.13,0.6485299999999999,0.0462198591016391,0.56,0.73,0.3514699999999999,0.0462198591016391,0.27,0.44,0.28098,0.0413805745725207,0.2,0.36,0.0,0.0,0.0,0.0,-0.0596210923087894,0.0190100871286208,-0.0955133817913914,-0.0204606932961525,0.0624473723027913,0.0176107007496529,0.0309278350515463,0.0989010989010989,population_robustness,,high_veto_frac,lambda
0.9,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
1.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8642590236493003,0.0082068107067209,0.8478151793021281,0.8794714069132401,0.0,0.0,0.0,0.0,15.693,3.6856933316996594,9.0,23.0,84.307,3.685693331699659,77.0,91.0,0.0,0.0,0.0,0.0,0.15693,0.0368569333169966,0.09,0.23,0.84307,0.0368569333169965,0.77,0.91,0.15693,0.0368569333169966,0.09,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182104567788899,0.0178457273612946,0.1475925588919219,0.2176951774340309,0.0592577994025721,0.0170464055339606,0.0256410256410256,0.0989010989010989,population_robustness,,high_veto_frac,lambda
1.0,linear,0.4176,0.0427231233088741,0.33975,0.5,0.5824,0.0427231233088741,0.5,0.6602499999999997,0.9016941136584316,0.0063557554302063,0.8889700388330267,0.9134100970935544,41.76,4.272312330887415,33.975,50.0,9.198,2.878729421651691,4.0,15.0,49.042,4.608630542305976,40.0,58.0,0.4176,0.0427231233088741,0.33975,0.5,0.09198,0.0287872942165169,0.04,0.15,0.49042,0.0460863054230597,0.4,0.58,0.50958,0.0460863054230597,0.42,0.6,0.4176,0.0427231233088741,0.33975,0.5,0.0,0.0,0.0,0.0,-0.1349578746638539,0.0186175487855363,-0.1694875397373423,-0.095958133545743,0.033643576868971,0.0124060517092779,0.0101010101010101,0.0582010582010582,population_robustness,,high_veto_frac,lambda
1.0,min,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7532071746938267,0.011267296318488,0.7311697015618484,0.7761887496265735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,high_veto_frac,lambda
0.0,geometric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4993410575699376,0.0226148792514691,0.4552133500391438,0.5415050752889479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,population_robustness,,low_r_separation,lambda
