trial,seed,veto_fraction,lambda,operator,policy_violation_rate,veto_preservation_rate,predictive_utility
4,46,0.2,1.0,min,0.0,1.0,0.7518574137587462
5,47,0.2,0.0,linear,0.0,1.0,0.5335135876285517
5,47,0.2,0.0,geometric,0.0,1.0,0.5335135876285517
5,47,0.2,0.0,min,0.0,1.0,0.771048759981889
5,47,0.2,0.05,linear,0.0,1.0,0.5494602269698418
5,47,0.2,0.05,geometric,0.0,1.0,0.5723240621177315
5,47,0.2,0.05,min,0.0,1.0,0.771048759981889
5,47,0.2,0.1,linear,0.0,1.0,0.5895174869789375
5,47,0.2,0.1,geometric,0.0,1.0,0.61156748460816
5,47,0.2,0.1,min,0.0,1.0,0.771048759981889
5,47,0.2,0.15000000000000002,linear,0.0,1.0,0.6115236813469989
5,47,0.2,0.15000000000000002,geometric,0.0,1.0,0.6417027117824946
5,47,0.2,0.15000000000000002,min,0.0,1.0,0.771048759981889
5,47,0.2,0.2,linear,0.0,1.0,0.6321802518213204
5,47,0.2,0.2,geometric,0.0,1.0,0.6595847046910036
5,47,0.2,0.2,min,0.0,1.0,0.771048759981889
5,47,0.2,0.25,linear,0.0,1.0,0.6559836530785755
5,47,0.2,0.25,geometric,0.0,1.0,0.6823596605197031
5,47,0.2,0.25,min,0.0,1.0,0.771048759981889
5,47,0.2,0.30000000000000004,linear,0.0,1.0,0.685753419548874
5,47,0.2,0.30000000000000004,geometric,0.0,1.0,0.7116118730536592
5,47,0.2,0.30000000000000004,min,0.0,1.0,0.771048759981889
5,47,0.2,0.35000000000000003,linear,0.0,1.0,0.7180517748473256
5,47,0.2,0.35000000000000003,geometric,0.0,1.0,0.7344898254638355
5,47,0.2,0.35000000000000003,min,0.0,1.0,0.771048759981889
5,47,0.2,0.4,linear,0.0,1.0,0.7362516811698143
5,47,0.2,0.4,geometric,0.0,1.0,0.756149434895909
5,47,0.2,0.4,min,0.0,1.0,0.771048759981889
5,47,0.2,0.45,linear,0.0,1.0,0.7645596384220675
5,47,0.2,0.45,geometric,0.0,1.0,0.7662132788027246
