trial,seed,sigma_r,config_id,operator,lambda,policy_violation_rate,kendall_tau,jaccard_top_k
304,346,0.1,geometric@0.10,geometric,0.1,0.0,0.7901584653878231,0.8181818181818182
304,346,0.1,geometric@0.50,geometric,0.5,0.0,0.4798461757584391,0.680672268907563
304,346,0.1,geometric@0.90,geometric,0.9,0.0,0.29345752440803496,0.4925373134328358
304,346,0.1,min,min,,0.0,0.5401335196398075,0.7543859649122807
304,346,0.2,linear@0.10,linear,0.1,0.0,0.7580673602539235,0.8691588785046729
304,346,0.2,linear@0.50,linear,0.5,0.0,0.16317380877906368,0.43884892086330934
304,346,0.2,linear@0.90,linear,0.9,0.36,-0.14852301221264402,0.35135135135135137
304,346,0.2,geometric@0.10,geometric,0.1,0.0,0.5529724094796613,0.7857142857142857
304,346,0.2,geometric@0.50,geometric,0.5,0.0,0.17390823659480378,0.48148148148148145
304,346,0.2,geometric@0.90,geometric,0.9,0.0,0.019878134052542202,0.4084507042253521
304,346,0.2,min,min,,0.0,0.1653944020356234,0.5151515151515151
305,347,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
305,347,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
305,347,0.0,linear@0.90,linear,0.9,0.44,1.0,1.0
305,347,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
305,347,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
305,347,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
305,347,0.0,min,min,,0.0,1.0,1.0
305,347,0.05,linear@0.10,linear,0.1,0.0,0.9273927392739273,0.9607843137254902
305,347,0.05,linear@0.50,linear,0.5,0.0,0.6769860769860769,0.8018018018018018
305,347,0.05,linear@0.90,linear,0.9,0.46,0.25798413509944645,0.6129032258064516
305,347,0.05,geometric@0.10,geometric,0.1,0.0,0.8820512820512819,0.9047619047619048
305,347,0.05,geometric@0.50,geometric,0.5,0.0,0.6907452907452907,0.8018018018018018
305,347,0.05,geometric@0.90,geometric,0.9,0.0,0.5142639206712434,0.7391304347826086
305,347,0.05,min,min,,0.0,0.7061266874350987,0.8518518518518519
305,347,0.1,linear@0.10,linear,0.1,0.0,0.8513816280806573,0.9230769230769231
305,347,0.1,linear@0.50,linear,0.5,0.0,0.38980716253443526,0.6528925619834711
305,347,0.1,linear@0.90,linear,0.9,0.43,0.02321949718714045,0.43884892086330934
305,347,0.1,geometric@0.10,geometric,0.1,0.0,0.7608168916580131,0.8518518518518519
305,347,0.1,geometric@0.50,geometric,0.5,0.0,0.4434358488009755,0.639344262295082
305,347,0.1,geometric@0.90,geometric,0.9,0.0,0.18204950266018965,0.5151515151515151
305,347,0.1,min,min,,0.0,0.4292336665218021,0.6949152542372882
305,347,0.2,linear@0.10,linear,0.1,0.0,0.7580673602539235,0.8691588785046729
305,347,0.2,linear@0.50,linear,0.5,0.0,0.20957668285912562,0.5151515151515151
305,347,0.2,linear@0.90,linear,0.9,0.51,-0.26572557433119326,0.28205128205128205
305,347,0.2,geometric@0.10,geometric,0.1,0.0,0.5927927927927927,0.8018018018018018
305,347,0.2,geometric@0.50,geometric,0.5,0.0,0.2555754323196183,0.5384615384615384
305,347,0.2,geometric@0.90,geometric,0.9,0.0,-0.09731934731934731,0.3888888888888889
305,347,0.2,min,min,,0.0,0.2815898012748406,0.5748031496062992
306,348,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
306,348,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
306,348,0.0,linear@0.90,linear,0.9,0.47,1.0,1.0
306,348,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
306,348,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
306,348,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
306,348,0.0,min,min,,0.0,1.0,1.0
306,348,0.05,linear@0.10,linear,0.1,0.0,0.9223762376237625,0.9801980198019802
306,348,0.05,linear@0.50,linear,0.5,0.0,0.7228002116028919,0.8691588785046729
306,348,0.05,linear@0.90,linear,0.9,0.51,0.25979826692349556,0.5625
306,348,0.05,geometric@0.10,geometric,0.1,0.0,0.8784701999611726,0.9607843137254902
306,348,0.05,geometric@0.50,geometric,0.5,0.0,0.745788156797331,0.8181818181818182
306,348,0.05,geometric@0.90,geometric,0.9,0.0,0.5013196708585624,0.7543859649122807
306,348,0.05,min,min,,0.0,0.7045045045045044,0.8018018018018018
306,348,0.1,linear@0.10,linear,0.1,0.0,0.8530363601751382,0.941747572815534
306,348,0.1,linear@0.50,linear,0.5,0.0,0.5179271708683473,0.6666666666666666
306,348,0.1,linear@0.90,linear,0.9,0.46,-0.016377922940844714,0.3793103448275862
306,348,0.1,geometric@0.10,geometric,0.1,0.0,0.7355486327448943,0.8518518518518519
306,348,0.1,geometric@0.50,geometric,0.5,0.0,0.534254379717989,0.680672268907563
306,348,0.1,geometric@0.90,geometric,0.9,0.0,0.2150322959483265,0.5267175572519084
306,348,0.1,min,min,,0.0,0.48730548730548723,0.8018018018018018
306,348,0.2,linear@0.10,linear,0.1,0.0,0.7843544479058497,0.8518518518518519
306,348,0.2,linear@0.50,linear,0.5,0.0,0.12995704724802715,0.4084507042253521
306,348,0.2,linear@0.90,linear,0.9,0.48,-0.22724234819359623,0.2987012987012987
306,348,0.2,geometric@0.10,geometric,0.1,0.0,0.62001287001287,0.7857142857142857
306,348,0.2,geometric@0.50,geometric,0.5,0.0,0.15798783858485352,0.48148148148148145
306,348,0.2,geometric@0.90,geometric,0.9,0.0,-0.1105145413870246,0.3333333333333333
306,348,0.2,min,min,,0.0,0.18136249715197086,0.5037593984962406
307,349,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
307,349,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
307,349,0.0,linear@0.90,linear,0.9,0.44,1.0,1.0
307,349,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
307,349,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
307,349,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
307,349,0.0,min,min,,0.0,1.0,1.0
307,349,0.05,linear@0.10,linear,0.1,0.0,0.9273927392739273,0.9607843137254902
307,349,0.05,linear@0.50,linear,0.5,0.0,0.6843629343629343,0.7857142857142857
307,349,0.05,linear@0.90,linear,0.9,0.41,0.2677396782829784,0.5267175572519084
307,349,0.05,geometric@0.10,geometric,0.1,0.0,0.874851485148515,0.9801980198019802
307,349,0.05,geometric@0.50,geometric,0.5,0.0,0.6827541827541826,0.7857142857142857
307,349,0.05,geometric@0.90,geometric,0.9,0.0,0.5039787798408487,0.7094017094017094
307,349,0.05,min,min,,0.0,0.6863966770508826,0.8518518518518519
307,349,0.1,linear@0.10,linear,0.1,0.0,0.8511326860841425,0.941747572815534
307,349,0.1,linear@0.50,linear,0.5,0.0,0.42257146728085626,0.639344262295082
307,349,0.1,linear@0.90,linear,0.9,0.44,0.008184783615127523,0.3888888888888889
307,349,0.1,geometric@0.10,geometric,0.1,0.0,0.7398023360287512,0.8867924528301887
307,349,0.1,geometric@0.50,geometric,0.5,0.0,0.4532212885154061,0.6666666666666666
307,349,0.1,geometric@0.90,geometric,0.9,0.0,0.2105263157894737,0.5037593984962406
307,349,0.1,min,min,,0.0,0.38200899550224887,0.7241379310344828
307,349,0.2,linear@0.10,linear,0.1,0.0,0.7606469002695418,0.8867924528301887
307,349,0.2,linear@0.50,linear,0.5,0.0,0.24834474245314778,0.4925373134328358
307,349,0.2,linear@0.90,linear,0.9,0.33,-0.18627926900646907,0.25
307,349,0.2,geometric@0.10,geometric,0.1,0.0,0.6137071651090342,0.8518518518518519
307,349,0.2,geometric@0.50,geometric,0.5,0.0,0.26201550387596895,0.5384615384615384
307,349,0.2,geometric@0.90,geometric,0.9,0.0,-0.015627872770729915,0.35135135135135137
307,349,0.2,min,min,,0.0,0.2935002981514609,0.5384615384615384
308,350,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
308,350,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
308,350,0.0,linear@0.90,linear,0.9,0.39,1.0,1.0
308,350,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
308,350,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
308,350,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
308,350,0.0,min,min,,0.0,1.0,1.0
308,350,0.05,linear@0.10,linear,0.1,0.0,0.9499126383226557,0.9607843137254902
308,350,0.05,linear@0.50,linear,0.5,0.0,0.7454545454545454,0.8018018018018018
308,350,0.05,linear@0.90,linear,0.9,0.42,0.32223933207644123,0.6949152542372882
308,350,0.05,geometric@0.10,geometric,0.1,0.0,0.8942574257425744,0.9801980198019802
308,350,0.05,geometric@0.50,geometric,0.5,0.0,0.7573904179408768,0.8348623853211009
308,350,0.05,geometric@0.90,geometric,0.9,0.0,0.6211768358950475,0.7543859649122807
308,350,0.05,min,min,,0.0,0.7567765567765568,0.9047619047619048
308,350,0.1,linear@0.10,linear,0.1,0.0,0.8749757328674043,0.9607843137254902
308,350,0.1,linear@0.50,linear,0.5,0.0,0.48879551820728284,0.6666666666666666
308,350,0.1,linear@0.90,linear,0.9,0.44,0.13186761700078228,0.4084507042253521
308,350,0.1,geometric@0.10,geometric,0.1,0.0,0.7937106918238995,0.8867924528301887
308,350,0.1,geometric@0.50,geometric,0.5,0.0,0.5160624815797229,0.7094017094017094
308,350,0.1,geometric@0.90,geometric,0.9,0.0,0.27409073865766775,0.5748031496062992
308,350,0.1,min,min,,0.0,0.4406130268199233,0.7094017094017094
308,350,0.2,linear@0.10,linear,0.1,0.0,0.7660089996538594,0.8518518518518519
308,350,0.2,linear@0.50,linear,0.5,0.0,0.2615923009623797,0.5748031496062992
308,350,0.2,linear@0.90,linear,0.9,0.33,-0.09978726359934267,0.28205128205128205
308,350,0.2,geometric@0.10,geometric,0.1,0.0,0.5814116160531654,0.7543859649122807
308,350,0.2,geometric@0.50,geometric,0.5,0.0,0.28258967629046366,0.5748031496062992
308,350,0.2,geometric@0.90,geometric,0.9,0.0,0.08591691995947315,0.41843971631205673
308,350,0.2,min,min,,0.0,0.24980645161290319,0.6
309,351,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
309,351,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
309,351,0.0,linear@0.90,linear,0.9,0.4,1.0,1.0
309,351,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
309,351,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
309,351,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
309,351,0.0,min,min,,0.0,1.0,1.0
309,351,0.05,linear@0.10,linear,0.1,0.0,0.9281692875169869,0.9607843137254902
309,351,0.05,linear@0.50,linear,0.5,0.0,0.7041769041769042,0.8018018018018018
309,351,0.05,linear@0.90,linear,0.9,0.37,0.35605858188774103,0.639344262295082
309,351,0.05,geometric@0.10,geometric,0.1,0.0,0.9044355606320199,0.941747572815534
309,351,0.05,geometric@0.50,geometric,0.5,0.0,0.688740617180984,0.8181818181818182
309,351,0.05,geometric@0.90,geometric,0.9,0.0,0.6180015255530131,0.7391304347826086
309,351,0.05,min,min,,0.0,0.6613844870725604,0.8181818181818182
309,351,0.1,linear@0.10,linear,0.1,0.0,0.886080586080586,0.9047619047619048
309,351,0.1,linear@0.50,linear,0.5,0.0,0.47686413203654576,0.7094017094017094
309,351,0.1,linear@0.90,linear,0.9,0.36,0.13283177632696003,0.5037593984962406
309,351,0.1,geometric@0.10,geometric,0.1,0.0,0.8226288274831964,0.9230769230769231
309,351,0.1,geometric@0.50,geometric,0.5,0.0,0.5277361319340329,0.7241379310344828
309,351,0.1,geometric@0.90,geometric,0.9,0.0,0.37162986045251317,0.639344262295082
309,351,0.1,min,min,,0.0,0.500839054157132,0.7391304347826086
309,351,0.2,linear@0.10,linear,0.1,0.0,0.8053253394463058,0.8691588785046729
309,351,0.2,linear@0.50,linear,0.5,0.0,0.21909761279840018,0.5748031496062992
309,351,0.2,linear@0.90,linear,0.9,0.39,-0.11313017801958407,0.2903225806451613
309,351,0.2,geometric@0.10,geometric,0.1,0.0,0.6919349255797853,0.8518518518518519
309,351,0.2,geometric@0.50,geometric,0.5,0.0,0.2658417697787776,0.5748031496062992
309,351,0.2,geometric@0.90,geometric,0.9,0.0,0.06168582375478927,0.3793103448275862
309,351,0.2,min,min,,0.0,0.31707317073170727,0.6129032258064516
310,352,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
310,352,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
310,352,0.0,linear@0.90,linear,0.9,0.57,1.0,1.0
310,352,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
310,352,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
310,352,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
310,352,0.0,min,min,,0.0,1.0,1.0
310,352,0.05,linear@0.10,linear,0.1,0.0,0.9364172853607463,0.941747572815534
310,352,0.05,linear@0.50,linear,0.5,0.0,0.672103295956507,0.8348623853211009
310,352,0.05,linear@0.90,linear,0.9,0.54,0.16292531049579348,0.6
310,352,0.05,geometric@0.10,geometric,0.1,0.0,0.8816849816849817,0.9047619047619048
310,352,0.05,geometric@0.50,geometric,0.5,0.0,0.6922810661128417,0.8518518518518519
310,352,0.05,geometric@0.90,geometric,0.9,0.0,0.34332833583208394,0.7241379310344828
310,352,0.05,min,min,,0.0,0.743786488740617,0.8181818181818182
310,352,0.1,linear@0.10,linear,0.1,0.0,0.8720731010850943,0.941747572815534
310,352,0.1,linear@0.50,linear,0.5,0.0,0.4352941176470588,0.6666666666666666
310,352,0.1,linear@0.90,linear,0.9,0.51,-0.026729150099343586,0.3793103448275862
310,352,0.1,geometric@0.10,geometric,0.1,0.0,0.7484570475396162,0.8181818181818182
310,352,0.1,geometric@0.50,geometric,0.5,0.0,0.4493661871528273,0.680672268907563
310,352,0.1,geometric@0.90,geometric,0.9,0.0,0.13118027011156783,0.5267175572519084
310,352,0.1,min,min,,0.0,0.4929358795218134,0.7543859649122807
310,352,0.2,linear@0.10,linear,0.1,0.0,0.7365678346810424,0.8867924528301887
310,352,0.2,linear@0.50,linear,0.5,0.0,0.1404255319148936,0.41843971631205673
310,352,0.2,linear@0.90,linear,0.9,0.4,-0.24162783108224362,0.30718954248366015
310,352,0.2,geometric@0.10,geometric,0.1,0.0,0.5909126845789809,0.7699115044247787
310,352,0.2,geometric@0.50,geometric,0.5,0.0,0.16934126360677812,0.4925373134328358
310,352,0.2,geometric@0.90,geometric,0.9,0.0,-0.06526806526806526,0.3888888888888889
310,352,0.2,min,min,,0.0,0.20023487962419262,0.5267175572519084
311,353,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
311,353,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
311,353,0.0,linear@0.90,linear,0.9,0.44,1.0,1.0
311,353,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
311,353,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
311,353,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
311,353,0.0,min,min,,0.0,1.0,1.0
311,353,0.05,linear@0.10,linear,0.1,0.0,0.9270044651523975,0.9607843137254902
311,353,0.05,linear@0.50,linear,0.5,0.0,0.7155727155727155,0.7857142857142857
311,353,0.05,linear@0.90,linear,0.9,0.47,0.2700400357374681,0.6
311,353,0.05,geometric@0.10,geometric,0.1,0.0,0.9002987303958179,0.9230769230769231
311,353,0.05,geometric@0.50,geometric,0.5,0.0,0.7408681408681409,0.8018018018018018
311,353,0.05,geometric@0.90,geometric,0.9,0.0,0.47643020594965685,0.7391304347826086
311,353,0.05,min,min,,0.0,0.7353041114509005,0.8348623853211009
311,353,0.1,linear@0.10,linear,0.1,0.0,0.874906646751307,0.9230769230769231
311,353,0.1,linear@0.50,linear,0.5,0.0,0.4923946110386789,0.6949152542372882
311,353,0.1,linear@0.90,linear,0.9,0.47,-0.0813202102656197,0.42857142857142855
311,353,0.1,geometric@0.10,geometric,0.1,0.0,0.766397124887691,0.8867924528301887
311,353,0.1,geometric@0.50,geometric,0.5,0.0,0.49931350114416484,0.7391304347826086
311,353,0.1,geometric@0.90,geometric,0.9,0.0,0.1990604815032296,0.5267175572519084
311,353,0.1,min,min,,0.0,0.43920671243325715,0.7391304347826086
311,353,0.2,linear@0.10,linear,0.1,0.0,0.7768140116763969,0.8181818181818182
311,353,0.2,linear@0.50,linear,0.5,0.0,0.16899588960657666,0.5267175572519084
311,353,0.2,linear@0.90,linear,0.9,0.38,-0.19362710009735024,0.2422360248447205
311,353,0.2,geometric@0.10,geometric,0.1,0.0,0.6417944777863748,0.7391304347826086
311,353,0.2,geometric@0.50,geometric,0.5,0.0,0.16851612903225804,0.6
311,353,0.2,geometric@0.90,geometric,0.9,0.0,-0.03916161059018202,0.35135135135135137
311,353,0.2,min,min,,0.0,0.16779964221824686,0.5384615384615384
312,354,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
312,354,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
312,354,0.0,linear@0.90,linear,0.9,0.45,1.0,1.0
312,354,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
312,354,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
312,354,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
312,354,0.0,min,min,,0.0,1.0,1.0
312,354,0.05,linear@0.10,linear,0.1,0.0,0.9348943460879497,0.941747572815534
312,354,0.05,linear@0.50,linear,0.5,0.0,0.7296642436829353,0.8518518518518519
312,354,0.05,linear@0.90,linear,0.9,0.41,0.2652357980990007,0.5503875968992248
312,354,0.05,geometric@0.10,geometric,0.1,0.0,0.8808812546676625,0.9230769230769231
312,354,0.05,geometric@0.50,geometric,0.5,0.0,0.7445482866043613,0.8518518518518519
312,354,0.05,geometric@0.90,geometric,0.9,0.0,0.5019406924390623,0.7543859649122807
312,354,0.05,min,min,,0.0,0.7185681537647682,0.8691588785046729
312,354,0.1,linear@0.10,linear,0.1,0.0,0.8868558625840179,0.9230769230769231
312,354,0.1,linear@0.50,linear,0.5,0.0,0.47073066514741496,0.680672268907563
312,354,0.1,linear@0.90,linear,0.9,0.45,-0.037817201297843786,0.41843971631205673
312,354,0.1,geometric@0.10,geometric,0.1,0.0,0.7924710424710423,0.7857142857142857
312,354,0.1,geometric@0.50,geometric,0.5,0.0,0.5000712149266486,0.680672268907563
312,354,0.1,geometric@0.90,geometric,0.9,0.0,0.15799213509137172,0.5151515151515151
312,354,0.1,min,min,,0.0,0.5336127930445583,0.7543859649122807
312,354,0.2,linear@0.10,linear,0.1,0.0,0.7420998980632009,0.8348623853211009
312,354,0.2,linear@0.50,linear,0.5,0.0,0.12960066729225314,0.43884892086330934
312,354,0.2,linear@0.90,linear,0.9,0.28,-0.27095787915700714,0.25
312,354,0.2,geometric@0.10,geometric,0.1,0.0,0.56191904047976,0.7241379310344828
312,354,0.2,geometric@0.50,geometric,0.5,0.0,0.1461459403905447,0.42857142857142855
312,354,0.2,geometric@0.90,geometric,0.9,0.0,-0.10020224305938592,0.35135135135135137
312,354,0.2,min,min,,0.0,0.23199999999999996,0.6
313,355,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
313,355,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
313,355,0.0,linear@0.90,linear,0.9,0.48,1.0,1.0
313,355,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
313,355,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
313,355,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
313,355,0.0,min,min,,0.0,1.0,1.0
313,355,0.05,linear@0.10,linear,0.1,0.0,0.9316637546107551,0.9607843137254902
313,355,0.05,linear@0.50,linear,0.5,0.0,0.7506961506961507,0.8018018018018018
313,355,0.05,linear@0.90,linear,0.9,0.5,0.31825065641458095,0.5503875968992248
313,355,0.05,geometric@0.10,geometric,0.1,0.0,0.8847524752475249,0.9801980198019802
313,355,0.05,geometric@0.50,geometric,0.5,0.0,0.7252252252252251,0.7857142857142857
313,355,0.05,geometric@0.90,geometric,0.9,0.0,0.5157421289355323,0.7241379310344828
313,355,0.05,min,min,,0.0,0.6607822776047074,0.8518518518518519
313,355,0.1,linear@0.10,linear,0.1,0.0,0.8885653271209473,0.9607843137254902
313,355,0.1,linear@0.50,linear,0.5,0.0,0.5058823529411764,0.6666666666666666
313,355,0.1,linear@0.90,linear,0.9,0.57,0.06025108944005355,0.4084507042253521
313,355,0.1,geometric@0.10,geometric,0.1,0.0,0.7796863330843914,0.9230769230769231
313,355,0.1,geometric@0.50,geometric,0.5,0.0,0.5268933748814524,0.639344262295082
313,355,0.1,geometric@0.90,geometric,0.9,0.0,0.2868217054263566,0.5503875968992248
313,355,0.1,min,min,,0.0,0.4962623951182304,0.7391304347826086
313,355,0.2,linear@0.10,linear,0.1,0.0,0.7674752920035941,0.8867924528301887
313,355,0.2,linear@0.50,linear,0.5,0.0,0.17122593718338397,0.41843971631205673
313,355,0.2,linear@0.90,linear,0.9,0.36,-0.24677445111954185,0.2578616352201258
313,355,0.2,geometric@0.10,geometric,0.1,0.0,0.5826945889389417,0.7699115044247787
313,355,0.2,geometric@0.50,geometric,0.5,0.0,0.1587947033677406,0.43884892086330934
313,355,0.2,geometric@0.90,geometric,0.9,0.0,0.011790313803736623,0.3422818791946309
313,355,0.2,min,min,,0.0,0.14869262709011333,0.4925373134328358
314,356,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
314,356,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
314,356,0.0,linear@0.90,linear,0.9,0.46,1.0,1.0
314,356,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
314,356,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
314,356,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
314,356,0.0,min,min,,0.0,1.0,1.0
314,356,0.05,linear@0.10,linear,0.1,0.0,0.9253174010455564,0.9230769230769231
314,356,0.05,linear@0.50,linear,0.5,0.0,0.62301918265221,0.8181818181818182
314,356,0.05,linear@0.90,linear,0.9,0.41,0.2680488469381406,0.5503875968992248
314,356,0.05,geometric@0.10,geometric,0.1,0.0,0.8940011648223646,0.9607843137254902
314,356,0.05,geometric@0.50,geometric,0.5,0.0,0.633087633087633,0.8018018018018018
314,356,0.05,geometric@0.90,geometric,0.9,0.0,0.47376738305941846,0.7699115044247787
314,356,0.05,min,min,,0.0,0.7113841113841113,0.8018018018018018
314,356,0.1,linear@0.10,linear,0.1,0.0,0.8737864077669903,0.9230769230769231
314,356,0.1,linear@0.50,linear,0.5,0.0,0.4884297520661156,0.6528925619834711
314,356,0.1,linear@0.90,linear,0.9,0.45,-0.0567740987958819,0.35135135135135137
314,356,0.1,geometric@0.10,geometric,0.1,0.0,0.7771787960467207,0.8867924528301887
314,356,0.1,geometric@0.50,geometric,0.5,0.0,0.5170798898071625,0.6528925619834711
314,356,0.1,geometric@0.90,geometric,0.9,0.0,0.1707147814018043,0.5151515151515151
314,356,0.1,min,min,,0.0,0.5187551187551187,0.8018018018018018
314,356,0.2,linear@0.10,linear,0.1,0.0,0.7824016928231353,0.8691588785046729
314,356,0.2,linear@0.50,linear,0.5,0.0,0.17656731757451183,0.42857142857142855
314,356,0.2,linear@0.90,linear,0.9,0.33,-0.2903893941706396,0.1834319526627219
314,356,0.2,geometric@0.10,geometric,0.1,0.0,0.6621642602080423,0.7543859649122807
314,356,0.2,geometric@0.50,geometric,0.5,0.0,0.20041109969167523,0.42857142857142855
314,356,0.2,geometric@0.90,geometric,0.9,0.0,-0.07267340536772396,0.3157894736842105
314,356,0.2,min,min,,0.0,0.1818181818181818,0.5151515151515151
315,357,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
315,357,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
315,357,0.0,linear@0.90,linear,0.9,0.5,1.0,1.0
315,357,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
315,357,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
315,357,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
315,357,0.0,min,min,,0.0,1.0,1.0
315,357,0.05,linear@0.10,linear,0.1,0.0,0.9280411193603656,0.941747572815534
315,357,0.05,linear@0.50,linear,0.5,0.0,0.6463963963963963,0.7857142857142857
315,357,0.05,linear@0.90,linear,0.9,0.49,0.298377126729725,0.6260162601626016
315,357,0.05,geometric@0.10,geometric,0.1,0.0,0.8586080586080584,0.9047619047619048
315,357,0.05,geometric@0.50,geometric,0.5,0.0,0.6613844870725604,0.8181818181818182
315,357,0.05,geometric@0.90,geometric,0.9,0.0,0.5206712433257057,0.7391304347826086
315,357,0.05,min,min,,0.0,0.6867142371729529,0.8348623853211009
315,357,0.1,linear@0.10,linear,0.1,0.0,0.8625840179238239,0.9230769230769231
315,357,0.1,linear@0.50,linear,0.5,0.0,0.479160419790105,0.7241379310344828
315,357,0.1,linear@0.90,linear,0.9,0.49,0.010428099687038239,0.4492753623188406
315,357,0.1,geometric@0.10,geometric,0.1,0.0,0.7767393561786085,0.8518518518518519
315,357,0.1,geometric@0.50,geometric,0.5,0.0,0.5085457271364318,0.7241379310344828
315,357,0.1,geometric@0.90,geometric,0.9,0.0,0.3289728682170543,0.5503875968992248
315,357,0.1,min,min,,0.0,0.46474861130893047,0.680672268907563
315,357,0.2,linear@0.10,linear,0.1,0.0,0.7769230769230768,0.9047619047619048
315,357,0.2,linear@0.50,linear,0.5,0.0,0.20995024875621893,0.48148148148148145
315,357,0.2,linear@0.90,linear,0.9,0.34,-0.18630247538881728,0.27388535031847133
315,357,0.2,geometric@0.10,geometric,0.1,0.0,0.6137800252844501,0.7699115044247787
315,357,0.2,geometric@0.50,geometric,0.5,0.0,0.2260195944406471,0.5037593984962406
315,357,0.2,geometric@0.90,geometric,0.9,0.0,0.031800766283524906,0.3793103448275862
315,357,0.2,min,min,,0.0,0.19618366129994036,0.5384615384615384
316,358,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
316,358,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
316,358,0.0,linear@0.90,linear,0.9,0.48,1.0,1.0
316,358,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
316,358,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
316,358,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
316,358,0.0,min,min,,0.0,1.0,1.0
316,358,0.05,linear@0.10,linear,0.1,0.0,0.928888888888889,1.0
316,358,0.05,linear@0.50,linear,0.5,0.0,0.6998069498069497,0.7857142857142857
316,358,0.05,linear@0.90,linear,0.9,0.45,0.2928264470376873,0.6260162601626016
316,358,0.05,geometric@0.10,geometric,0.1,0.0,0.8898431665421958,0.9230769230769231
316,358,0.05,geometric@0.50,geometric,0.5,0.0,0.7227689741451209,0.8181818181818182
316,358,0.05,geometric@0.90,geometric,0.9,0.0,0.44785082174462704,0.7699115044247787
316,358,0.05,min,min,,0.0,0.7146520146520146,0.9047619047619048
316,358,0.1,linear@0.10,linear,0.1,0.0,0.8586080586080584,0.9047619047619048
316,358,0.1,linear@0.50,linear,0.5,0.0,0.4866566716641679,0.7241379310344828
316,358,0.1,linear@0.90,linear,0.9,0.43,-0.005861765416174214,0.3888888888888889
316,358,0.1,geometric@0.10,geometric,0.1,0.0,0.79798356982823,0.9230769230769231
316,358,0.1,geometric@0.50,geometric,0.5,0.0,0.5166519304450339,0.7094017094017094
316,358,0.1,geometric@0.90,geometric,0.9,0.0,0.21505905511811027,0.5625
316,358,0.1,min,min,,0.0,0.48095952023988003,0.7241379310344828
