trial,seed,sigma_r,config_id,operator,lambda,policy_violation_rate,kendall_tau,jaccard_top_k
372,414,0.05,min,min,,0.0,0.6857043959847698,0.8518518518518519
372,414,0.1,linear@0.10,linear,0.1,0.0,0.8694079573577004,0.941747572815534
372,414,0.1,linear@0.50,linear,0.5,0.0,0.415426997245179,0.6528925619834711
372,414,0.1,linear@0.90,linear,0.9,0.43,-0.014199221734875178,0.41843971631205673
372,414,0.1,geometric@0.10,geometric,0.1,0.0,0.7929818374184449,0.8691588785046729
372,414,0.1,geometric@0.50,geometric,0.5,0.0,0.42914114798461767,0.680672268907563
372,414,0.1,geometric@0.90,geometric,0.9,0.0,0.17410905968226703,0.45985401459854014
372,414,0.1,min,min,,0.0,0.4305847076461769,0.7241379310344828
372,414,0.2,linear@0.10,linear,0.1,0.0,0.7642407906558851,0.8867924528301887
372,414,0.2,linear@0.50,linear,0.5,0.0,0.12907801418439716,0.41843971631205673
372,414,0.2,linear@0.90,linear,0.9,0.42,-0.2265498880977098,0.21212121212121213
372,414,0.2,geometric@0.10,geometric,0.1,0.0,0.594197467746678,0.7241379310344828
372,414,0.2,geometric@0.50,geometric,0.5,0.0,0.14690856010843498,0.43884892086330934
372,414,0.2,geometric@0.90,geometric,0.9,0.0,-0.07885209713024283,0.32450331125827814
372,414,0.2,min,min,,0.0,0.13565891472868216,0.5503875968992248
373,415,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
373,415,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
373,415,0.0,linear@0.90,linear,0.9,0.42,1.0,1.0
373,415,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
373,415,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
373,415,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
373,415,0.0,min,min,,0.0,1.0,1.0
373,415,0.05,linear@0.10,linear,0.1,0.0,0.9386138613861389,0.9801980198019802
373,415,0.05,linear@0.50,linear,0.5,0.0,0.6792388718994224,0.8348623853211009
373,415,0.05,linear@0.90,linear,0.9,0.46,0.2617708833322252,0.639344262295082
373,415,0.05,geometric@0.10,geometric,0.1,0.0,0.898724538359033,0.941747572815534
373,415,0.05,geometric@0.50,geometric,0.5,0.0,0.7047230716955488,0.8348623853211009
373,415,0.05,geometric@0.90,geometric,0.9,0.0,0.49687261632341734,0.7391304347826086
373,415,0.05,min,min,,0.0,0.6707996406109615,0.8867924528301887
373,415,0.1,linear@0.10,linear,0.1,0.0,0.8625547306301162,0.941747572815534
373,415,0.1,linear@0.50,linear,0.5,0.0,0.47540983606557374,0.639344262295082
373,415,0.1,linear@0.90,linear,0.9,0.46,0.057808140793052236,0.3793103448275862
373,415,0.1,geometric@0.10,geometric,0.1,0.0,0.8002240477968634,0.9230769230769231
373,415,0.1,geometric@0.50,geometric,0.5,0.0,0.4926648625551916,0.680672268907563
373,415,0.1,geometric@0.90,geometric,0.9,0.0,0.17684108527131784,0.5503875968992248
373,415,0.1,min,min,,0.0,0.5102974828375286,0.7391304347826086
373,415,0.2,linear@0.10,linear,0.1,0.0,0.7349643221202855,0.8348623853211009
373,415,0.2,linear@0.50,linear,0.5,0.0,0.12349364289662798,0.48148148148148145
373,415,0.2,linear@0.90,linear,0.9,0.33,-0.2424049625064274,0.2422360248447205
373,415,0.2,geometric@0.10,geometric,0.1,0.0,0.5333440609325217,0.7857142857142857
373,415,0.2,geometric@0.50,geometric,0.5,0.0,0.1429519071310116,0.48148148148148145
373,415,0.2,geometric@0.90,geometric,0.9,0.0,-0.0499359795134443,0.3986013986013986
373,415,0.2,min,min,,0.0,0.20084989376327955,0.5748031496062992
374,416,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
374,416,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
374,416,0.0,linear@0.90,linear,0.9,0.41,1.0,1.0
374,416,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
374,416,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
374,416,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
374,416,0.0,min,min,,0.0,1.0,1.0
374,416,0.05,linear@0.10,linear,0.1,0.0,0.9251485148514853,0.9801980198019802
374,416,0.05,linear@0.50,linear,0.5,0.0,0.7217125382262998,0.8348623853211009
374,416,0.05,linear@0.90,linear,0.9,0.4,0.33893557422969184,0.6666666666666666
374,416,0.05,geometric@0.10,geometric,0.1,0.0,0.8895049504950496,0.9801980198019802
374,416,0.05,geometric@0.50,geometric,0.5,0.0,0.7060822290180089,0.8348623853211009
374,416,0.05,geometric@0.90,geometric,0.9,0.0,0.576463282099053,0.7543859649122807
374,416,0.05,min,min,,0.0,0.6550458715596329,0.8181818181818182
374,416,0.1,linear@0.10,linear,0.1,0.0,0.8673267326732674,0.9801980198019802
374,416,0.1,linear@0.50,linear,0.5,0.0,0.511484593837535,0.6666666666666666
374,416,0.1,linear@0.90,linear,0.9,0.38,0.09955251218504527,0.42857142857142855
374,416,0.1,geometric@0.10,geometric,0.1,0.0,0.8030548068283918,0.8867924528301887
374,416,0.1,geometric@0.50,geometric,0.5,0.0,0.5198879551820728,0.6666666666666666
374,416,0.1,geometric@0.90,geometric,0.9,0.0,0.20141262246525407,0.5037593984962406
374,416,0.1,min,min,,0.0,0.4651600753295669,0.6949152542372882
374,416,0.2,linear@0.10,linear,0.1,0.0,0.751680358476475,0.9230769230769231
374,416,0.2,linear@0.50,linear,0.5,0.0,0.14560530679933664,0.48148148148148145
374,416,0.2,linear@0.90,linear,0.9,0.38,-0.2450579543696725,0.2422360248447205
374,416,0.2,geometric@0.10,geometric,0.1,0.0,0.6248725790010194,0.8348623853211009
374,416,0.2,geometric@0.50,geometric,0.5,0.0,0.16381863750284806,0.5037593984962406
374,416,0.2,geometric@0.90,geometric,0.9,0.0,-0.046254307999274435,0.3422818791946309
374,416,0.2,min,min,,0.0,0.16586921850079747,0.5037593984962406
375,417,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
375,417,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
375,417,0.0,linear@0.90,linear,0.9,0.45,1.0,1.0
375,417,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
375,417,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
375,417,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
375,417,0.0,min,min,,0.0,1.0,1.0
375,417,0.05,linear@0.10,linear,0.1,0.0,0.9421209858103062,0.9230769230769231
375,417,0.05,linear@0.50,linear,0.5,0.0,0.6602106693849814,0.8348623853211009
375,417,0.05,linear@0.90,linear,0.9,0.48,0.26282365012745873,0.5873015873015873
375,417,0.05,geometric@0.10,geometric,0.1,0.0,0.8958177744585513,0.9230769230769231
375,417,0.05,geometric@0.50,geometric,0.5,0.0,0.6921508664627931,0.8348623853211009
375,417,0.05,geometric@0.90,geometric,0.9,0.0,0.44705882352941173,0.6666666666666666
375,417,0.05,min,min,,0.0,0.6778797145769624,0.8348623853211009
375,417,0.1,linear@0.10,linear,0.1,0.0,0.8695050190377293,0.8518518518518519
375,417,0.1,linear@0.50,linear,0.5,0.0,0.45751334858886356,0.7391304347826086
375,417,0.1,linear@0.90,linear,0.9,0.4,-0.007563880818270756,0.4084507042253521
375,417,0.1,geometric@0.10,geometric,0.1,0.0,0.7481234361968305,0.8181818181818182
375,417,0.1,geometric@0.50,geometric,0.5,0.0,0.47297297297297286,0.7857142857142857
375,417,0.1,geometric@0.90,geometric,0.9,0.0,0.15799213509137172,0.5151515151515151
375,417,0.1,min,min,,0.0,0.5010494752623688,0.7241379310344828
375,417,0.2,linear@0.10,linear,0.1,0.0,0.7847005884389061,0.8518518518518519
375,417,0.2,linear@0.50,linear,0.5,0.0,0.21850393700787404,0.5625
375,417,0.2,linear@0.90,linear,0.9,0.4,-0.20666646749717557,0.3157894736842105
375,417,0.2,geometric@0.10,geometric,0.1,0.0,0.6020291420369545,0.7391304347826086
375,417,0.2,geometric@0.50,geometric,0.5,0.0,0.20884889388826394,0.5748031496062992
375,417,0.2,geometric@0.90,geometric,0.9,0.0,0.02357655390923493,0.36054421768707484
375,417,0.2,min,min,,0.0,0.22218246869409658,0.5384615384615384
376,418,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
376,418,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
376,418,0.0,linear@0.90,linear,0.9,0.5,1.0,1.0
376,418,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
376,418,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
376,418,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
376,418,0.0,min,min,,0.0,1.0,1.0
376,418,0.05,linear@0.10,linear,0.1,0.0,0.9297983569828231,0.9230769230769231
376,418,0.05,linear@0.50,linear,0.5,0.0,0.6463337547408343,0.7699115044247787
376,418,0.05,linear@0.90,linear,0.9,0.42,0.21434789149613756,0.6260162601626016
376,418,0.05,geometric@0.10,geometric,0.1,0.0,0.8637042569081405,0.9230769230769231
376,418,0.05,geometric@0.50,geometric,0.5,0.0,0.6729559748427674,0.8867924528301887
376,418,0.05,geometric@0.90,geometric,0.9,0.0,0.5136536994660565,0.7391304347826086
376,418,0.05,min,min,,0.0,0.6420384411920297,0.8691588785046729
376,418,0.1,linear@0.10,linear,0.1,0.0,0.879120879120879,0.9047619047619048
376,418,0.1,linear@0.50,linear,0.5,0.0,0.4462327303802878,0.680672268907563
376,418,0.1,linear@0.90,linear,0.9,0.51,-0.016753365982918062,0.48148148148148145
376,418,0.1,geometric@0.10,geometric,0.1,0.0,0.7547956630525436,0.8181818181818182
376,418,0.1,geometric@0.50,geometric,0.5,0.0,0.5001499250374812,0.7241379310344828
376,418,0.1,geometric@0.90,geometric,0.9,0.0,0.2121904761904762,0.5873015873015873
376,418,0.1,min,min,,0.0,0.47779922779922773,0.7857142857142857
376,418,0.2,linear@0.10,linear,0.1,0.0,0.7611281005776419,0.8348623853211009
376,418,0.2,linear@0.50,linear,0.5,0.0,0.1194244604316547,0.42857142857142855
376,418,0.2,linear@0.90,linear,0.9,0.47,-0.3182367415830975,0.22699386503067484
376,418,0.2,geometric@0.10,geometric,0.1,0.0,0.5997360206189435,0.7543859649122807
376,418,0.2,geometric@0.50,geometric,0.5,0.0,0.12288183144428233,0.4925373134328358
376,418,0.2,geometric@0.90,geometric,0.9,0.0,-0.1137824993010903,0.36054421768707484
376,418,0.2,min,min,,0.0,0.1771019677996422,0.5384615384615384
377,419,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
377,419,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
377,419,0.0,linear@0.90,linear,0.9,0.44,1.0,1.0
377,419,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
377,419,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
377,419,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
377,419,0.0,min,min,,0.0,1.0,1.0
377,419,0.05,linear@0.10,linear,0.1,0.0,0.9440885264997088,0.9607843137254902
377,419,0.05,linear@0.50,linear,0.5,0.0,0.746177370030581,0.8348623853211009
377,419,0.05,linear@0.90,linear,0.9,0.43,0.3597724921052777,0.5748031496062992
377,419,0.05,geometric@0.10,geometric,0.1,0.0,0.9044845661036691,0.9607843137254902
377,419,0.05,geometric@0.50,geometric,0.5,0.0,0.7587400484596746,0.8518518518518519
377,419,0.05,geometric@0.90,geometric,0.9,0.0,0.5469287469287469,0.8018018018018018
377,419,0.05,min,min,,0.0,0.7487870619946093,0.8867924528301887
377,419,0.1,linear@0.10,linear,0.1,0.0,0.8625509609784507,0.9607843137254902
377,419,0.1,linear@0.50,linear,0.5,0.0,0.5069088650830617,0.7543859649122807
377,419,0.1,linear@0.90,linear,0.9,0.47,0.028867191701137156,0.3888888888888889
377,419,0.1,geometric@0.10,geometric,0.1,0.0,0.7476635514018691,0.8518518518518519
377,419,0.1,geometric@0.50,geometric,0.5,0.0,0.5366795366795366,0.7857142857142857
377,419,0.1,geometric@0.90,geometric,0.9,0.0,0.28008998875140606,0.5748031496062992
377,419,0.1,min,min,,0.0,0.5839866555462885,0.8181818181818182
377,419,0.2,linear@0.10,linear,0.1,0.0,0.7897574123989219,0.8867924528301887
377,419,0.2,linear@0.50,linear,0.5,0.0,0.2807578740157481,0.5625
377,419,0.2,linear@0.90,linear,0.9,0.5,-0.19923461070885573,0.26582278481012656
377,419,0.2,geometric@0.10,geometric,0.1,0.0,0.6469366562824506,0.8518518518518519
377,419,0.2,geometric@0.50,geometric,0.5,0.0,0.30256410256410254,0.5384615384615384
377,419,0.2,geometric@0.90,geometric,0.9,0.0,-0.005498089646817632,0.36054421768707484
377,419,0.2,min,min,,0.0,0.3081395348837209,0.5503875968992248
378,420,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
378,420,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
378,420,0.0,linear@0.90,linear,0.9,0.46,1.0,1.0
378,420,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
378,420,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
378,420,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
378,420,0.0,min,min,,0.0,1.0,1.0
378,420,0.05,linear@0.10,linear,0.1,0.0,0.9153562415065034,0.9607843137254902
378,420,0.05,linear@0.50,linear,0.5,0.0,0.6671934260429835,0.7699115044247787
378,420,0.05,linear@0.90,linear,0.9,0.48,0.23248684061401761,0.6260162601626016
378,420,0.05,geometric@0.10,geometric,0.1,0.0,0.8581030619865572,0.9230769230769231
378,420,0.05,geometric@0.50,geometric,0.5,0.0,0.6697788697788698,0.8018018018018018
378,420,0.05,geometric@0.90,geometric,0.9,0.0,0.5230554261760597,0.7543859649122807
378,420,0.05,min,min,,0.0,0.6637168141592921,0.7543859649122807
378,420,0.1,linear@0.10,linear,0.1,0.0,0.877403388539882,0.941747572815534
378,420,0.1,linear@0.50,linear,0.5,0.0,0.4666666666666667,0.6528925619834711
378,420,0.1,linear@0.90,linear,0.9,0.49,0.036506347312361756,0.42857142857142855
378,420,0.1,geometric@0.10,geometric,0.1,0.0,0.7964899178491411,0.9230769230769231
378,420,0.1,geometric@0.50,geometric,0.5,0.0,0.4866566716641679,0.7241379310344828
378,420,0.1,geometric@0.90,geometric,0.9,0.0,0.22788671023965137,0.47058823529411764
378,420,0.1,min,min,,0.0,0.46209000762776514,0.7391304347826086
378,420,0.2,linear@0.10,linear,0.1,0.0,0.6970809007506255,0.8181818181818182
378,420,0.2,linear@0.50,linear,0.5,0.0,0.1700208188757807,0.5151515151515151
378,420,0.2,linear@0.90,linear,0.9,0.44,-0.241151570870486,0.22699386503067484
378,420,0.2,geometric@0.10,geometric,0.1,0.0,0.4956509404137374,0.7094017094017094
378,420,0.2,geometric@0.50,geometric,0.5,0.0,0.17187138561184362,0.5151515151515151
378,420,0.2,geometric@0.90,geometric,0.9,0.0,-0.11246923011628893,0.2987012987012987
378,420,0.2,min,min,,0.0,0.1390238260467268,0.5151515151515151
379,421,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
379,421,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
379,421,0.0,linear@0.90,linear,0.9,0.54,1.0,1.0
379,421,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
379,421,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
379,421,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
379,421,0.0,min,min,,0.0,1.0,1.0
379,421,0.05,linear@0.10,linear,0.1,0.0,0.9280411193603656,0.941747572815534
379,421,0.05,linear@0.50,linear,0.5,0.0,0.7513666020102275,0.8691588785046729
379,421,0.05,linear@0.90,linear,0.9,0.52,0.33342487246939134,0.639344262295082
379,421,0.05,geometric@0.10,geometric,0.1,0.0,0.8831144108128689,0.941747572815534
379,421,0.05,geometric@0.50,geometric,0.5,0.0,0.750584007187781,0.8867924528301887
379,421,0.05,geometric@0.90,geometric,0.9,0.0,0.478706736932061,0.680672268907563
379,421,0.05,min,min,,0.0,0.710604929051531,0.9230769230769231
379,421,0.1,linear@0.10,linear,0.1,0.0,0.8409260642270352,0.9230769230769231
379,421,0.1,linear@0.50,linear,0.5,0.0,0.5022488755622189,0.7241379310344828
379,421,0.1,linear@0.90,linear,0.9,0.53,0.019620864719949727,0.4492753623188406
379,421,0.1,geometric@0.10,geometric,0.1,0.0,0.7270322694410157,0.8691588785046729
379,421,0.1,geometric@0.50,geometric,0.5,0.0,0.5159136780003106,0.7543859649122807
379,421,0.1,geometric@0.90,geometric,0.9,0.0,0.19713774597495526,0.5384615384615384
379,421,0.1,min,min,,0.0,0.5247747747747747,0.7857142857142857
379,421,0.2,linear@0.10,linear,0.1,0.0,0.707089241034195,0.8181818181818182
379,421,0.2,linear@0.50,linear,0.5,0.0,0.11372051200677034,0.4492753623188406
379,421,0.2,linear@0.90,linear,0.9,0.37,-0.3040658853023878,0.20481927710843373
379,421,0.2,geometric@0.10,geometric,0.1,0.0,0.5829914080839826,0.7857142857142857
379,421,0.2,geometric@0.50,geometric,0.5,0.0,0.10717091235551565,0.4925373134328358
379,421,0.2,geometric@0.90,geometric,0.9,0.0,-0.12332301341589269,0.30718954248366015
379,421,0.2,min,min,,0.0,0.15083661417322838,0.5625
380,422,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
380,422,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
380,422,0.0,linear@0.90,linear,0.9,0.41,1.0,1.0
380,422,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
380,422,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
380,422,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
380,422,0.0,min,min,,0.0,1.0,1.0
380,422,0.05,linear@0.10,linear,0.1,0.0,0.9268989149057681,0.941747572815534
380,422,0.05,linear@0.50,linear,0.5,0.0,0.677968877968878,0.8018018018018018
380,422,0.05,linear@0.90,linear,0.9,0.47,0.2386941230244699,0.5873015873015873
380,422,0.05,geometric@0.10,geometric,0.1,0.0,0.8924570575056013,0.9230769230769231
380,422,0.05,geometric@0.50,geometric,0.5,0.0,0.6846846846846846,0.7857142857142857
380,422,0.05,geometric@0.90,geometric,0.9,0.0,0.4138825324180016,0.7391304347826086
380,422,0.05,min,min,,0.0,0.7020047570506287,0.8348623853211009
380,422,0.1,linear@0.10,linear,0.1,0.0,0.858747382448125,0.941747572815534
380,422,0.1,linear@0.50,linear,0.5,0.0,0.5022408963585434,0.6666666666666666
380,422,0.1,linear@0.90,linear,0.9,0.41,0.04748918241478988,0.42857142857142855
380,422,0.1,geometric@0.10,geometric,0.1,0.0,0.7897435897435896,0.9047619047619048
380,422,0.1,geometric@0.50,geometric,0.5,0.0,0.5152832101984645,0.6949152542372882
380,422,0.1,geometric@0.90,geometric,0.9,0.0,0.1961600740226694,0.5151515151515151
380,422,0.1,min,min,,0.0,0.5006986492780624,0.7543859649122807
380,422,0.2,linear@0.10,linear,0.1,0.0,0.7420998980632009,0.8348623853211009
380,422,0.2,linear@0.50,linear,0.5,0.0,0.15822241305281234,0.45985401459854014
380,422,0.2,linear@0.90,linear,0.9,0.44,-0.27649217415762833,0.21951219512195122
380,422,0.2,geometric@0.10,geometric,0.1,0.0,0.6244067271430217,0.7857142857142857
380,422,0.2,geometric@0.50,geometric,0.5,0.0,0.19358096734373242,0.4925373134328358
380,422,0.2,geometric@0.90,geometric,0.9,0.0,-0.08714837286265857,0.35135135135135137
380,422,0.2,min,min,,0.0,0.17126937984496124,0.5503875968992248
381,423,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
381,423,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
381,423,0.0,linear@0.90,linear,0.9,0.38,1.0,1.0
381,423,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
381,423,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
381,423,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
381,423,0.0,min,min,,0.0,1.0,1.0
381,423,0.05,linear@0.10,linear,0.1,0.0,0.916999809632591,0.941747572815534
381,423,0.05,linear@0.50,linear,0.5,0.0,0.6589398023360289,0.8867924528301887
381,423,0.05,linear@0.90,linear,0.9,0.39,0.22223647512583075,0.5748031496062992
381,423,0.05,geometric@0.10,geometric,0.1,0.0,0.8648806057076295,0.9607843137254902
381,423,0.05,geometric@0.50,geometric,0.5,0.0,0.684839432412248,0.9230769230769231
381,423,0.05,geometric@0.90,geometric,0.9,0.0,0.5045003813882533,0.7391304347826086
381,423,0.05,min,min,,0.0,0.7429024863339799,0.8691588785046729
381,423,0.1,linear@0.10,linear,0.1,0.0,0.8362637362637362,0.9047619047619048
381,423,0.1,linear@0.50,linear,0.5,0.0,0.4433841333143428,0.680672268907563
381,423,0.1,linear@0.90,linear,0.9,0.36,-0.05273973653701874,0.36054421768707484
381,423,0.1,geometric@0.10,geometric,0.1,0.0,0.7044203502919099,0.8181818181818182
381,423,0.1,geometric@0.50,geometric,0.5,0.0,0.4587706146926537,0.7241379310344828
381,423,0.1,geometric@0.90,geometric,0.9,0.0,0.18485189351331083,0.5748031496062992
381,423,0.1,min,min,,0.0,0.46806596701649167,0.7241379310344828
381,423,0.2,linear@0.10,linear,0.1,0.0,0.715041438899665,0.8691588785046729
381,423,0.2,linear@0.50,linear,0.5,0.0,0.26211240310077516,0.5503875968992248
381,423,0.2,linear@0.90,linear,0.9,0.28,-0.18066613621882577,0.2987012987012987
381,423,0.2,geometric@0.10,geometric,0.1,0.0,0.5304442949312264,0.7543859649122807
381,423,0.2,geometric@0.50,geometric,0.5,0.0,0.2871111111111111,0.5873015873015873
381,423,0.2,geometric@0.90,geometric,0.9,0.0,-0.029003306565895132,0.3698630136986301
381,423,0.2,min,min,,0.0,0.32044817927170866,0.6666666666666666
382,424,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
382,424,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
382,424,0.0,linear@0.90,linear,0.9,0.52,1.0,1.0
382,424,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
382,424,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
382,424,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
382,424,0.0,min,min,,0.0,1.0,1.0
382,424,0.05,linear@0.10,linear,0.1,0.0,0.930110658124636,0.9607843137254902
382,424,0.05,linear@0.50,linear,0.5,0.0,0.6321048321048321,0.8018018018018018
382,424,0.05,linear@0.90,linear,0.9,0.49,0.22520488258338517,0.6
382,424,0.05,geometric@0.10,geometric,0.1,0.0,0.8800000000000002,0.9801980198019802
382,424,0.05,geometric@0.50,geometric,0.5,0.0,0.668390325271059,0.8181818181818182
382,424,0.05,geometric@0.90,geometric,0.9,0.0,0.4422446944879647,0.680672268907563
382,424,0.05,min,min,,0.0,0.6659870880054367,0.8348623853211009
382,424,0.1,linear@0.10,linear,0.1,0.0,0.8846373500856655,0.941747572815534
382,424,0.1,linear@0.50,linear,0.5,0.0,0.5083321464178893,0.680672268907563
382,424,0.1,linear@0.90,linear,0.9,0.43,0.04563735092023321,0.3986013986013986
382,424,0.1,geometric@0.10,geometric,0.1,0.0,0.7771116205254806,0.8691588785046729
382,424,0.1,geometric@0.50,geometric,0.5,0.0,0.48553911768625874,0.6260162601626016
382,424,0.1,geometric@0.90,geometric,0.9,0.0,0.23339296362552173,0.5384615384615384
382,424,0.1,min,min,,0.0,0.519049688541214,0.6949152542372882
382,424,0.2,linear@0.10,linear,0.1,0.0,0.801093281608182,0.8691588785046729
382,424,0.2,linear@0.50,linear,0.5,0.0,0.16312389900176164,0.5267175572519084
382,424,0.2,linear@0.90,linear,0.9,0.34,-0.21235109716680226,0.21212121212121213
382,424,0.2,geometric@0.10,geometric,0.1,0.0,0.7000834028356963,0.8181818181818182
382,424,0.2,geometric@0.50,geometric,0.5,0.0,0.20482539682539685,0.5873015873015873
382,424,0.2,geometric@0.90,geometric,0.9,0.0,-0.06618863761720904,0.35135135135135137
382,424,0.2,min,min,,0.0,0.22580645161290322,0.6
383,425,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
383,425,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
383,425,0.0,linear@0.90,linear,0.9,0.48,1.0,1.0
383,425,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
383,425,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
383,425,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
383,425,0.0,min,min,,0.0,1.0,1.0
383,425,0.05,linear@0.10,linear,0.1,0.0,0.9324403028538147,0.9607843137254902
383,425,0.05,linear@0.50,linear,0.5,0.0,0.7215397215397215,0.8018018018018018
383,425,0.05,linear@0.90,linear,0.9,0.47,0.3497934358465804,0.6129032258064516
383,425,0.05,geometric@0.10,geometric,0.1,0.0,0.8881770529994175,0.9607843137254902
383,425,0.05,geometric@0.50,geometric,0.5,0.0,0.7265489788854275,0.8518518518518519
383,425,0.05,geometric@0.90,geometric,0.9,0.0,0.600599700149925,0.7241379310344828
383,425,0.05,min,min,,0.0,0.6974358974358973,0.9047619047619048
383,425,0.1,linear@0.10,linear,0.1,0.0,0.8522748905387398,0.941747572815534
383,425,0.1,linear@0.50,linear,0.5,0.0,0.39570838331334124,0.6260162601626016
383,425,0.1,linear@0.90,linear,0.9,0.42,0.1326524844967537,0.5037593984962406
383,425,0.1,geometric@0.10,geometric,0.1,0.0,0.7068707991038089,0.9230769230769231
383,425,0.1,geometric@0.50,geometric,0.5,0.0,0.39870967741935476,0.6
383,425,0.1,geometric@0.90,geometric,0.9,0.0,0.2560524746571258,0.5384615384615384
383,425,0.1,min,min,,0.0,0.4776506483600306,0.7391304347826086
383,425,0.2,linear@0.10,linear,0.1,0.0,0.7772893772893772,0.9047619047619048
383,425,0.2,linear@0.50,linear,0.5,0.0,0.15032264889453084,0.4492753623188406
383,425,0.2,linear@0.90,linear,0.9,0.42,-0.240465802737902,0.25
383,425,0.2,geometric@0.10,geometric,0.1,0.0,0.6099267978869352,0.7857142857142857
383,425,0.2,geometric@0.50,geometric,0.5,0.0,0.14693200663349917,0.48148148148148145
383,425,0.2,geometric@0.90,geometric,0.9,0.0,-0.10601816484169423,0.2987012987012987
383,425,0.2,min,min,,0.0,0.08512606985889427,0.5151515151515151
384,426,0.0,linear@0.10,linear,0.1,0.0,1.0,1.0
384,426,0.0,linear@0.50,linear,0.5,0.0,1.0,1.0
384,426,0.0,linear@0.90,linear,0.9,0.51,1.0,1.0
384,426,0.0,geometric@0.10,geometric,0.1,0.0,1.0,1.0
384,426,0.0,geometric@0.50,geometric,0.5,0.0,1.0,1.0
384,426,0.0,geometric@0.90,geometric,0.9,0.0,1.0,1.0
384,426,0.0,min,min,,0.0,1.0,1.0
384,426,0.05,linear@0.10,linear,0.1,0.0,0.9266161910308678,0.9607843137254902
384,426,0.05,linear@0.50,linear,0.5,0.0,0.7158186223606784,0.8518518518518519
384,426,0.05,linear@0.90,linear,0.9,0.46,0.31736610874258653,0.6
384,426,0.05,geometric@0.10,geometric,0.1,0.0,0.8705501618122978,0.941747572815534
384,426,0.05,geometric@0.50,geometric,0.5,0.0,0.7137417791623398,0.8518518518518519
384,426,0.05,geometric@0.90,geometric,0.9,0.0,0.5442278860569715,0.7241379310344828
384,426,0.05,min,min,,0.0,0.7034195162635528,0.8181818181818182
384,426,0.1,linear@0.10,linear,0.1,0.0,0.8420463032113518,0.9230769230769231
384,426,0.1,linear@0.50,linear,0.5,0.0,0.48541114058355433,0.7094017094017094
384,426,0.1,linear@0.90,linear,0.9,0.52,0.09455108089287506,0.42857142857142855
