trial,seed,sigma_r,top_k,config_id,operator,lambda,policy_violation_rate
158,200,0.1,70,linear@0.50,linear,0.5,0.0
158,200,0.1,80,linear@0.50,linear,0.5,0.0
158,200,0.1,90,linear@0.50,linear,0.5,0.0
158,200,0.1,100,linear@0.50,linear,0.5,0.0
158,200,0.1,10,linear@0.90,linear,0.9,0.0
158,200,0.1,20,linear@0.90,linear,0.9,0.0
158,200,0.1,30,linear@0.90,linear,0.9,0.06666666666666667
158,200,0.1,40,linear@0.90,linear,0.9,0.3
158,200,0.1,50,linear@0.90,linear,0.9,0.44
158,200,0.1,60,linear@0.90,linear,0.9,0.4166666666666667
158,200,0.1,70,linear@0.90,linear,0.9,0.42857142857142855
158,200,0.1,80,linear@0.90,linear,0.9,0.4625
158,200,0.1,90,linear@0.90,linear,0.9,0.4777777777777778
158,200,0.1,100,linear@0.90,linear,0.9,0.51
158,200,0.1,10,geometric@0.10,geometric,0.1,0.0
158,200,0.1,20,geometric@0.10,geometric,0.1,0.0
158,200,0.1,30,geometric@0.10,geometric,0.1,0.0
158,200,0.1,40,geometric@0.10,geometric,0.1,0.0
158,200,0.1,50,geometric@0.10,geometric,0.1,0.0
158,200,0.1,60,geometric@0.10,geometric,0.1,0.0
158,200,0.1,70,geometric@0.10,geometric,0.1,0.0
158,200,0.1,80,geometric@0.10,geometric,0.1,0.0
158,200,0.1,90,geometric@0.10,geometric,0.1,0.0
158,200,0.1,100,geometric@0.10,geometric,0.1,0.0
158,200,0.1,10,geometric@0.50,geometric,0.5,0.0
158,200,0.1,20,geometric@0.50,geometric,0.5,0.0
158,200,0.1,30,geometric@0.50,geometric,0.5,0.0
158,200,0.1,40,geometric@0.50,geometric,0.5,0.0
158,200,0.1,50,geometric@0.50,geometric,0.5,0.0
158,200,0.1,60,geometric@0.50,geometric,0.5,0.0
158,200,0.1,70,geometric@0.50,geometric,0.5,0.0
158,200,0.1,80,geometric@0.50,geometric,0.5,0.0
158,200,0.1,90,geometric@0.50,geometric,0.5,0.0
158,200,0.1,100,geometric@0.50,geometric,0.5,0.0
158,200,0.1,10,geometric@0.90,geometric,0.9,0.0
158,200,0.1,20,geometric@0.90,geometric,0.9,0.0
158,200,0.1,30,geometric@0.90,geometric,0.9,0.0
158,200,0.1,40,geometric@0.90,geometric,0.9,0.0
158,200,0.1,50,geometric@0.90,geometric,0.9,0.0
158,200,0.1,60,geometric@0.90,geometric,0.9,0.0
158,200,0.1,70,geometric@0.90,geometric,0.9,0.0
158,200,0.1,80,geometric@0.90,geometric,0.9,0.0
158,200,0.1,90,geometric@0.90,geometric,0.9,0.0
158,200,0.1,100,geometric@0.90,geometric,0.9,0.0
158,200,0.1,10,min,min,,0.0
158,200,0.1,20,min,min,,0.0
158,200,0.1,30,min,min,,0.0
158,200,0.1,40,min,min,,0.0
158,200,0.1,50,min,min,,0.0
158,200,0.1,60,min,min,,0.0
158,200,0.1,70,min,min,,0.0
158,200,0.1,80,min,min,,0.0
158,200,0.1,90,min,min,,0.0
158,200,0.1,100,min,min,,0.0
158,200,0.2,10,linear@0.10,linear,0.1,0.0
158,200,0.2,20,linear@0.10,linear,0.1,0.0
158,200,0.2,30,linear@0.10,linear,0.1,0.0
158,200,0.2,40,linear@0.10,linear,0.1,0.0
158,200,0.2,50,linear@0.10,linear,0.1,0.0
158,200,0.2,60,linear@0.10,linear,0.1,0.0
158,200,0.2,70,linear@0.10,linear,0.1,0.0
158,200,0.2,80,linear@0.10,linear,0.1,0.0
158,200,0.2,90,linear@0.10,linear,0.1,0.0
158,200,0.2,100,linear@0.10,linear,0.1,0.0
158,200,0.2,10,linear@0.50,linear,0.5,0.0
158,200,0.2,20,linear@0.50,linear,0.5,0.0
158,200,0.2,30,linear@0.50,linear,0.5,0.0
158,200,0.2,40,linear@0.50,linear,0.5,0.0
158,200,0.2,50,linear@0.50,linear,0.5,0.0
158,200,0.2,60,linear@0.50,linear,0.5,0.0
158,200,0.2,70,linear@0.50,linear,0.5,0.0
158,200,0.2,80,linear@0.50,linear,0.5,0.0
158,200,0.2,90,linear@0.50,linear,0.5,0.0
158,200,0.2,100,linear@0.50,linear,0.5,0.0
158,200,0.2,10,linear@0.90,linear,0.9,0.0
158,200,0.2,20,linear@0.90,linear,0.9,0.0
158,200,0.2,30,linear@0.90,linear,0.9,0.0
158,200,0.2,40,linear@0.90,linear,0.9,0.0
158,200,0.2,50,linear@0.90,linear,0.9,0.0
158,200,0.2,60,linear@0.90,linear,0.9,0.11666666666666667
158,200,0.2,70,linear@0.90,linear,0.9,0.24285714285714285
158,200,0.2,80,linear@0.90,linear,0.9,0.3375
158,200,0.2,90,linear@0.90,linear,0.9,0.4
158,200,0.2,100,linear@0.90,linear,0.9,0.4
158,200,0.2,10,geometric@0.10,geometric,0.1,0.0
158,200,0.2,20,geometric@0.10,geometric,0.1,0.0
158,200,0.2,30,geometric@0.10,geometric,0.1,0.0
158,200,0.2,40,geometric@0.10,geometric,0.1,0.0
158,200,0.2,50,geometric@0.10,geometric,0.1,0.0
158,200,0.2,60,geometric@0.10,geometric,0.1,0.0
158,200,0.2,70,geometric@0.10,geometric,0.1,0.0
158,200,0.2,80,geometric@0.10,geometric,0.1,0.0
158,200,0.2,90,geometric@0.10,geometric,0.1,0.0
158,200,0.2,100,geometric@0.10,geometric,0.1,0.0
158,200,0.2,10,geometric@0.50,geometric,0.5,0.0
158,200,0.2,20,geometric@0.50,geometric,0.5,0.0
158,200,0.2,30,geometric@0.50,geometric,0.5,0.0
158,200,0.2,40,geometric@0.50,geometric,0.5,0.0
158,200,0.2,50,geometric@0.50,geometric,0.5,0.0
158,200,0.2,60,geometric@0.50,geometric,0.5,0.0
158,200,0.2,70,geometric@0.50,geometric,0.5,0.0
158,200,0.2,80,geometric@0.50,geometric,0.5,0.0
158,200,0.2,90,geometric@0.50,geometric,0.5,0.0
158,200,0.2,100,geometric@0.50,geometric,0.5,0.0
158,200,0.2,10,geometric@0.90,geometric,0.9,0.0
158,200,0.2,20,geometric@0.90,geometric,0.9,0.0
158,200,0.2,30,geometric@0.90,geometric,0.9,0.0
158,200,0.2,40,geometric@0.90,geometric,0.9,0.0
158,200,0.2,50,geometric@0.90,geometric,0.9,0.0
158,200,0.2,60,geometric@0.90,geometric,0.9,0.0
158,200,0.2,70,geometric@0.90,geometric,0.9,0.0
158,200,0.2,80,geometric@0.90,geometric,0.9,0.0
158,200,0.2,90,geometric@0.90,geometric,0.9,0.0
158,200,0.2,100,geometric@0.90,geometric,0.9,0.0
158,200,0.2,10,min,min,,0.0
158,200,0.2,20,min,min,,0.0
158,200,0.2,30,min,min,,0.0
158,200,0.2,40,min,min,,0.0
158,200,0.2,50,min,min,,0.0
158,200,0.2,60,min,min,,0.0
158,200,0.2,70,min,min,,0.0
158,200,0.2,80,min,min,,0.0
158,200,0.2,90,min,min,,0.0
158,200,0.2,100,min,min,,0.0
159,201,0.0,10,linear@0.10,linear,0.1,0.0
159,201,0.0,20,linear@0.10,linear,0.1,0.0
159,201,0.0,30,linear@0.10,linear,0.1,0.0
159,201,0.0,40,linear@0.10,linear,0.1,0.0
159,201,0.0,50,linear@0.10,linear,0.1,0.0
159,201,0.0,60,linear@0.10,linear,0.1,0.0
159,201,0.0,70,linear@0.10,linear,0.1,0.0
159,201,0.0,80,linear@0.10,linear,0.1,0.0
159,201,0.0,90,linear@0.10,linear,0.1,0.0
159,201,0.0,100,linear@0.10,linear,0.1,0.0
159,201,0.0,10,linear@0.50,linear,0.5,0.0
159,201,0.0,20,linear@0.50,linear,0.5,0.0
159,201,0.0,30,linear@0.50,linear,0.5,0.0
159,201,0.0,40,linear@0.50,linear,0.5,0.0
159,201,0.0,50,linear@0.50,linear,0.5,0.0
159,201,0.0,60,linear@0.50,linear,0.5,0.0
159,201,0.0,70,linear@0.50,linear,0.5,0.0
159,201,0.0,80,linear@0.50,linear,0.5,0.0
159,201,0.0,90,linear@0.50,linear,0.5,0.0
159,201,0.0,100,linear@0.50,linear,0.5,0.0
159,201,0.0,10,linear@0.90,linear,0.9,0.0
159,201,0.0,20,linear@0.90,linear,0.9,0.2
159,201,0.0,30,linear@0.90,linear,0.9,0.3
159,201,0.0,40,linear@0.90,linear,0.9,0.4
159,201,0.0,50,linear@0.90,linear,0.9,0.42
159,201,0.0,60,linear@0.90,linear,0.9,0.43333333333333335
159,201,0.0,70,linear@0.90,linear,0.9,0.44285714285714284
159,201,0.0,80,linear@0.90,linear,0.9,0.475
159,201,0.0,90,linear@0.90,linear,0.9,0.5222222222222223
159,201,0.0,100,linear@0.90,linear,0.9,0.53
159,201,0.0,10,geometric@0.10,geometric,0.1,0.0
159,201,0.0,20,geometric@0.10,geometric,0.1,0.0
159,201,0.0,30,geometric@0.10,geometric,0.1,0.0
159,201,0.0,40,geometric@0.10,geometric,0.1,0.0
159,201,0.0,50,geometric@0.10,geometric,0.1,0.0
159,201,0.0,60,geometric@0.10,geometric,0.1,0.0
159,201,0.0,70,geometric@0.10,geometric,0.1,0.0
159,201,0.0,80,geometric@0.10,geometric,0.1,0.0
159,201,0.0,90,geometric@0.10,geometric,0.1,0.0
159,201,0.0,100,geometric@0.10,geometric,0.1,0.0
159,201,0.0,10,geometric@0.50,geometric,0.5,0.0
159,201,0.0,20,geometric@0.50,geometric,0.5,0.0
159,201,0.0,30,geometric@0.50,geometric,0.5,0.0
159,201,0.0,40,geometric@0.50,geometric,0.5,0.0
159,201,0.0,50,geometric@0.50,geometric,0.5,0.0
159,201,0.0,60,geometric@0.50,geometric,0.5,0.0
159,201,0.0,70,geometric@0.50,geometric,0.5,0.0
159,201,0.0,80,geometric@0.50,geometric,0.5,0.0
159,201,0.0,90,geometric@0.50,geometric,0.5,0.0
159,201,0.0,100,geometric@0.50,geometric,0.5,0.0
159,201,0.0,10,geometric@0.90,geometric,0.9,0.0
159,201,0.0,20,geometric@0.90,geometric,0.9,0.0
159,201,0.0,30,geometric@0.90,geometric,0.9,0.0
159,201,0.0,40,geometric@0.90,geometric,0.9,0.0
159,201,0.0,50,geometric@0.90,geometric,0.9,0.0
159,201,0.0,60,geometric@0.90,geometric,0.9,0.0
159,201,0.0,70,geometric@0.90,geometric,0.9,0.0
159,201,0.0,80,geometric@0.90,geometric,0.9,0.0
159,201,0.0,90,geometric@0.90,geometric,0.9,0.0
159,201,0.0,100,geometric@0.90,geometric,0.9,0.0
159,201,0.0,10,min,min,,0.0
159,201,0.0,20,min,min,,0.0
159,201,0.0,30,min,min,,0.0
159,201,0.0,40,min,min,,0.0
159,201,0.0,50,min,min,,0.0
159,201,0.0,60,min,min,,0.0
159,201,0.0,70,min,min,,0.0
159,201,0.0,80,min,min,,0.0
159,201,0.0,90,min,min,,0.0
159,201,0.0,100,min,min,,0.0
159,201,0.05,10,linear@0.10,linear,0.1,0.0
159,201,0.05,20,linear@0.10,linear,0.1,0.0
159,201,0.05,30,linear@0.10,linear,0.1,0.0
159,201,0.05,40,linear@0.10,linear,0.1,0.0
159,201,0.05,50,linear@0.10,linear,0.1,0.0
159,201,0.05,60,linear@0.10,linear,0.1,0.0
159,201,0.05,70,linear@0.10,linear,0.1,0.0
159,201,0.05,80,linear@0.10,linear,0.1,0.0
159,201,0.05,90,linear@0.10,linear,0.1,0.0
159,201,0.05,100,linear@0.10,linear,0.1,0.0
159,201,0.05,10,linear@0.50,linear,0.5,0.0
159,201,0.05,20,linear@0.50,linear,0.5,0.0
159,201,0.05,30,linear@0.50,linear,0.5,0.0
159,201,0.05,40,linear@0.50,linear,0.5,0.0
159,201,0.05,50,linear@0.50,linear,0.5,0.0
159,201,0.05,60,linear@0.50,linear,0.5,0.0
159,201,0.05,70,linear@0.50,linear,0.5,0.0
159,201,0.05,80,linear@0.50,linear,0.5,0.0
159,201,0.05,90,linear@0.50,linear,0.5,0.0
159,201,0.05,100,linear@0.50,linear,0.5,0.0
159,201,0.05,10,linear@0.90,linear,0.9,0.0
159,201,0.05,20,linear@0.90,linear,0.9,0.3
159,201,0.05,30,linear@0.90,linear,0.9,0.4
159,201,0.05,40,linear@0.90,linear,0.9,0.425
159,201,0.05,50,linear@0.90,linear,0.9,0.42
159,201,0.05,60,linear@0.90,linear,0.9,0.4666666666666667
159,201,0.05,70,linear@0.90,linear,0.9,0.4714285714285714
159,201,0.05,80,linear@0.90,linear,0.9,0.475
159,201,0.05,90,linear@0.90,linear,0.9,0.5222222222222223
159,201,0.05,100,linear@0.90,linear,0.9,0.52
159,201,0.05,10,geometric@0.10,geometric,0.1,0.0
159,201,0.05,20,geometric@0.10,geometric,0.1,0.0
159,201,0.05,30,geometric@0.10,geometric,0.1,0.0
159,201,0.05,40,geometric@0.10,geometric,0.1,0.0
159,201,0.05,50,geometric@0.10,geometric,0.1,0.0
159,201,0.05,60,geometric@0.10,geometric,0.1,0.0
159,201,0.05,70,geometric@0.10,geometric,0.1,0.0
159,201,0.05,80,geometric@0.10,geometric,0.1,0.0
159,201,0.05,90,geometric@0.10,geometric,0.1,0.0
159,201,0.05,100,geometric@0.10,geometric,0.1,0.0
159,201,0.05,10,geometric@0.50,geometric,0.5,0.0
159,201,0.05,20,geometric@0.50,geometric,0.5,0.0
159,201,0.05,30,geometric@0.50,geometric,0.5,0.0
159,201,0.05,40,geometric@0.50,geometric,0.5,0.0
159,201,0.05,50,geometric@0.50,geometric,0.5,0.0
159,201,0.05,60,geometric@0.50,geometric,0.5,0.0
159,201,0.05,70,geometric@0.50,geometric,0.5,0.0
159,201,0.05,80,geometric@0.50,geometric,0.5,0.0
159,201,0.05,90,geometric@0.50,geometric,0.5,0.0
159,201,0.05,100,geometric@0.50,geometric,0.5,0.0
159,201,0.05,10,geometric@0.90,geometric,0.9,0.0
159,201,0.05,20,geometric@0.90,geometric,0.9,0.0
159,201,0.05,30,geometric@0.90,geometric,0.9,0.0
159,201,0.05,40,geometric@0.90,geometric,0.9,0.0
159,201,0.05,50,geometric@0.90,geometric,0.9,0.0
159,201,0.05,60,geometric@0.90,geometric,0.9,0.0
159,201,0.05,70,geometric@0.90,geometric,0.9,0.0
159,201,0.05,80,geometric@0.90,geometric,0.9,0.0
159,201,0.05,90,geometric@0.90,geometric,0.9,0.0
159,201,0.05,100,geometric@0.90,geometric,0.9,0.0
159,201,0.05,10,min,min,,0.0
159,201,0.05,20,min,min,,0.0
159,201,0.05,30,min,min,,0.0
159,201,0.05,40,min,min,,0.0
159,201,0.05,50,min,min,,0.0
159,201,0.05,60,min,min,,0.0
159,201,0.05,70,min,min,,0.0
159,201,0.05,80,min,min,,0.0
159,201,0.05,90,min,min,,0.0
159,201,0.05,100,min,min,,0.0
159,201,0.1,10,linear@0.10,linear,0.1,0.0
159,201,0.1,20,linear@0.10,linear,0.1,0.0
159,201,0.1,30,linear@0.10,linear,0.1,0.0
159,201,0.1,40,linear@0.10,linear,0.1,0.0
159,201,0.1,50,linear@0.10,linear,0.1,0.0
159,201,0.1,60,linear@0.10,linear,0.1,0.0
159,201,0.1,70,linear@0.10,linear,0.1,0.0
159,201,0.1,80,linear@0.10,linear,0.1,0.0
159,201,0.1,90,linear@0.10,linear,0.1,0.0
159,201,0.1,100,linear@0.10,linear,0.1,0.0
159,201,0.1,10,linear@0.50,linear,0.5,0.0
159,201,0.1,20,linear@0.50,linear,0.5,0.0
159,201,0.1,30,linear@0.50,linear,0.5,0.0
159,201,0.1,40,linear@0.50,linear,0.5,0.0
159,201,0.1,50,linear@0.50,linear,0.5,0.0
159,201,0.1,60,linear@0.50,linear,0.5,0.0
159,201,0.1,70,linear@0.50,linear,0.5,0.0
159,201,0.1,80,linear@0.50,linear,0.5,0.0
159,201,0.1,90,linear@0.50,linear,0.5,0.0
159,201,0.1,100,linear@0.50,linear,0.5,0.0
159,201,0.1,10,linear@0.90,linear,0.9,0.0
159,201,0.1,20,linear@0.90,linear,0.9,0.0
159,201,0.1,30,linear@0.90,linear,0.9,0.3333333333333333
159,201,0.1,40,linear@0.90,linear,0.9,0.45
159,201,0.1,50,linear@0.90,linear,0.9,0.52
159,201,0.1,60,linear@0.90,linear,0.9,0.5333333333333333
159,201,0.1,70,linear@0.90,linear,0.9,0.5428571428571428
159,201,0.1,80,linear@0.90,linear,0.9,0.525
159,201,0.1,90,linear@0.90,linear,0.9,0.5
159,201,0.1,100,linear@0.90,linear,0.9,0.51
159,201,0.1,10,geometric@0.10,geometric,0.1,0.0
159,201,0.1,20,geometric@0.10,geometric,0.1,0.0
159,201,0.1,30,geometric@0.10,geometric,0.1,0.0
159,201,0.1,40,geometric@0.10,geometric,0.1,0.0
159,201,0.1,50,geometric@0.10,geometric,0.1,0.0
159,201,0.1,60,geometric@0.10,geometric,0.1,0.0
159,201,0.1,70,geometric@0.10,geometric,0.1,0.0
159,201,0.1,80,geometric@0.10,geometric,0.1,0.0
159,201,0.1,90,geometric@0.10,geometric,0.1,0.0
159,201,0.1,100,geometric@0.10,geometric,0.1,0.0
159,201,0.1,10,geometric@0.50,geometric,0.5,0.0
159,201,0.1,20,geometric@0.50,geometric,0.5,0.0
159,201,0.1,30,geometric@0.50,geometric,0.5,0.0
159,201,0.1,40,geometric@0.50,geometric,0.5,0.0
159,201,0.1,50,geometric@0.50,geometric,0.5,0.0
159,201,0.1,60,geometric@0.50,geometric,0.5,0.0
159,201,0.1,70,geometric@0.50,geometric,0.5,0.0
159,201,0.1,80,geometric@0.50,geometric,0.5,0.0
159,201,0.1,90,geometric@0.50,geometric,0.5,0.0
159,201,0.1,100,geometric@0.50,geometric,0.5,0.0
159,201,0.1,10,geometric@0.90,geometric,0.9,0.0
159,201,0.1,20,geometric@0.90,geometric,0.9,0.0
159,201,0.1,30,geometric@0.90,geometric,0.9,0.0
159,201,0.1,40,geometric@0.90,geometric,0.9,0.0
159,201,0.1,50,geometric@0.90,geometric,0.9,0.0
159,201,0.1,60,geometric@0.90,geometric,0.9,0.0
159,201,0.1,70,geometric@0.90,geometric,0.9,0.0
159,201,0.1,80,geometric@0.90,geometric,0.9,0.0
159,201,0.1,90,geometric@0.90,geometric,0.9,0.0
159,201,0.1,100,geometric@0.90,geometric,0.9,0.0
159,201,0.1,10,min,min,,0.0
159,201,0.1,20,min,min,,0.0
159,201,0.1,30,min,min,,0.0
159,201,0.1,40,min,min,,0.0
159,201,0.1,50,min,min,,0.0
159,201,0.1,60,min,min,,0.0
159,201,0.1,70,min,min,,0.0
159,201,0.1,80,min,min,,0.0
159,201,0.1,90,min,min,,0.0
159,201,0.1,100,min,min,,0.0
159,201,0.2,10,linear@0.10,linear,0.1,0.0
159,201,0.2,20,linear@0.10,linear,0.1,0.0
159,201,0.2,30,linear@0.10,linear,0.1,0.0
159,201,0.2,40,linear@0.10,linear,0.1,0.0
159,201,0.2,50,linear@0.10,linear,0.1,0.0
159,201,0.2,60,linear@0.10,linear,0.1,0.0
159,201,0.2,70,linear@0.10,linear,0.1,0.0
159,201,0.2,80,linear@0.10,linear,0.1,0.0
159,201,0.2,90,linear@0.10,linear,0.1,0.0
159,201,0.2,100,linear@0.10,linear,0.1,0.0
159,201,0.2,10,linear@0.50,linear,0.5,0.0
159,201,0.2,20,linear@0.50,linear,0.5,0.0
159,201,0.2,30,linear@0.50,linear,0.5,0.0
159,201,0.2,40,linear@0.50,linear,0.5,0.0
159,201,0.2,50,linear@0.50,linear,0.5,0.0
159,201,0.2,60,linear@0.50,linear,0.5,0.0
159,201,0.2,70,linear@0.50,linear,0.5,0.0
159,201,0.2,80,linear@0.50,linear,0.5,0.0
159,201,0.2,90,linear@0.50,linear,0.5,0.0
159,201,0.2,100,linear@0.50,linear,0.5,0.0
159,201,0.2,10,linear@0.90,linear,0.9,0.0
159,201,0.2,20,linear@0.90,linear,0.9,0.0
159,201,0.2,30,linear@0.90,linear,0.9,0.0
159,201,0.2,40,linear@0.90,linear,0.9,0.0
159,201,0.2,50,linear@0.90,linear,0.9,0.0
159,201,0.2,60,linear@0.90,linear,0.9,0.11666666666666667
159,201,0.2,70,linear@0.90,linear,0.9,0.24285714285714285
159,201,0.2,80,linear@0.90,linear,0.9,0.3375
159,201,0.2,90,linear@0.90,linear,0.9,0.4111111111111111
159,201,0.2,100,linear@0.90,linear,0.9,0.46
159,201,0.2,10,geometric@0.10,geometric,0.1,0.0
159,201,0.2,20,geometric@0.10,geometric,0.1,0.0
159,201,0.2,30,geometric@0.10,geometric,0.1,0.0
159,201,0.2,40,geometric@0.10,geometric,0.1,0.0
159,201,0.2,50,geometric@0.10,geometric,0.1,0.0
159,201,0.2,60,geometric@0.10,geometric,0.1,0.0
159,201,0.2,70,geometric@0.10,geometric,0.1,0.0
159,201,0.2,80,geometric@0.10,geometric,0.1,0.0
159,201,0.2,90,geometric@0.10,geometric,0.1,0.0
159,201,0.2,100,geometric@0.10,geometric,0.1,0.0
159,201,0.2,10,geometric@0.50,geometric,0.5,0.0
159,201,0.2,20,geometric@0.50,geometric,0.5,0.0
159,201,0.2,30,geometric@0.50,geometric,0.5,0.0
159,201,0.2,40,geometric@0.50,geometric,0.5,0.0
159,201,0.2,50,geometric@0.50,geometric,0.5,0.0
159,201,0.2,60,geometric@0.50,geometric,0.5,0.0
159,201,0.2,70,geometric@0.50,geometric,0.5,0.0
159,201,0.2,80,geometric@0.50,geometric,0.5,0.0
159,201,0.2,90,geometric@0.50,geometric,0.5,0.0
159,201,0.2,100,geometric@0.50,geometric,0.5,0.0
159,201,0.2,10,geometric@0.90,geometric,0.9,0.0
159,201,0.2,20,geometric@0.90,geometric,0.9,0.0
159,201,0.2,30,geometric@0.90,geometric,0.9,0.0
159,201,0.2,40,geometric@0.90,geometric,0.9,0.0
159,201,0.2,50,geometric@0.90,geometric,0.9,0.0
159,201,0.2,60,geometric@0.90,geometric,0.9,0.0
159,201,0.2,70,geometric@0.90,geometric,0.9,0.0
159,201,0.2,80,geometric@0.90,geometric,0.9,0.0
159,201,0.2,90,geometric@0.90,geometric,0.9,0.0
159,201,0.2,100,geometric@0.90,geometric,0.9,0.0
159,201,0.2,10,min,min,,0.0
159,201,0.2,20,min,min,,0.0
159,201,0.2,30,min,min,,0.0
159,201,0.2,40,min,min,,0.0
159,201,0.2,50,min,min,,0.0
159,201,0.2,60,min,min,,0.0
159,201,0.2,70,min,min,,0.0
159,201,0.2,80,min,min,,0.0
159,201,0.2,90,min,min,,0.0
159,201,0.2,100,min,min,,0.0
160,202,0.0,10,linear@0.10,linear,0.1,0.0
160,202,0.0,20,linear@0.10,linear,0.1,0.0
160,202,0.0,30,linear@0.10,linear,0.1,0.0
160,202,0.0,40,linear@0.10,linear,0.1,0.0
160,202,0.0,50,linear@0.10,linear,0.1,0.0
160,202,0.0,60,linear@0.10,linear,0.1,0.0
160,202,0.0,70,linear@0.10,linear,0.1,0.0
160,202,0.0,80,linear@0.10,linear,0.1,0.0
160,202,0.0,90,linear@0.10,linear,0.1,0.0
160,202,0.0,100,linear@0.10,linear,0.1,0.0
160,202,0.0,10,linear@0.50,linear,0.5,0.0
160,202,0.0,20,linear@0.50,linear,0.5,0.0
160,202,0.0,30,linear@0.50,linear,0.5,0.0
160,202,0.0,40,linear@0.50,linear,0.5,0.0
160,202,0.0,50,linear@0.50,linear,0.5,0.0
160,202,0.0,60,linear@0.50,linear,0.5,0.0
160,202,0.0,70,linear@0.50,linear,0.5,0.0
160,202,0.0,80,linear@0.50,linear,0.5,0.0
160,202,0.0,90,linear@0.50,linear,0.5,0.0
160,202,0.0,100,linear@0.50,linear,0.5,0.0
160,202,0.0,10,linear@0.90,linear,0.9,0.0
160,202,0.0,20,linear@0.90,linear,0.9,0.15
160,202,0.0,30,linear@0.90,linear,0.9,0.23333333333333334
160,202,0.0,40,linear@0.90,linear,0.9,0.4
160,202,0.0,50,linear@0.90,linear,0.9,0.42
160,202,0.0,60,linear@0.90,linear,0.9,0.4666666666666667
160,202,0.0,70,linear@0.90,linear,0.9,0.45714285714285713
160,202,0.0,80,linear@0.90,linear,0.9,0.4625
160,202,0.0,90,linear@0.90,linear,0.9,0.4444444444444444
160,202,0.0,100,linear@0.90,linear,0.9,0.47
160,202,0.0,10,geometric@0.10,geometric,0.1,0.0
160,202,0.0,20,geometric@0.10,geometric,0.1,0.0
160,202,0.0,30,geometric@0.10,geometric,0.1,0.0
160,202,0.0,40,geometric@0.10,geometric,0.1,0.0
160,202,0.0,50,geometric@0.10,geometric,0.1,0.0
160,202,0.0,60,geometric@0.10,geometric,0.1,0.0
160,202,0.0,70,geometric@0.10,geometric,0.1,0.0
160,202,0.0,80,geometric@0.10,geometric,0.1,0.0
160,202,0.0,90,geometric@0.10,geometric,0.1,0.0
160,202,0.0,100,geometric@0.10,geometric,0.1,0.0
160,202,0.0,10,geometric@0.50,geometric,0.5,0.0
160,202,0.0,20,geometric@0.50,geometric,0.5,0.0
160,202,0.0,30,geometric@0.50,geometric,0.5,0.0
160,202,0.0,40,geometric@0.50,geometric,0.5,0.0
160,202,0.0,50,geometric@0.50,geometric,0.5,0.0
160,202,0.0,60,geometric@0.50,geometric,0.5,0.0
160,202,0.0,70,geometric@0.50,geometric,0.5,0.0
160,202,0.0,80,geometric@0.50,geometric,0.5,0.0
160,202,0.0,90,geometric@0.50,geometric,0.5,0.0
160,202,0.0,100,geometric@0.50,geometric,0.5,0.0
160,202,0.0,10,geometric@0.90,geometric,0.9,0.0
160,202,0.0,20,geometric@0.90,geometric,0.9,0.0
160,202,0.0,30,geometric@0.90,geometric,0.9,0.0
160,202,0.0,40,geometric@0.90,geometric,0.9,0.0
160,202,0.0,50,geometric@0.90,geometric,0.9,0.0
160,202,0.0,60,geometric@0.90,geometric,0.9,0.0
160,202,0.0,70,geometric@0.90,geometric,0.9,0.0
160,202,0.0,80,geometric@0.90,geometric,0.9,0.0
160,202,0.0,90,geometric@0.90,geometric,0.9,0.0
160,202,0.0,100,geometric@0.90,geometric,0.9,0.0
160,202,0.0,10,min,min,,0.0
160,202,0.0,20,min,min,,0.0
160,202,0.0,30,min,min,,0.0
160,202,0.0,40,min,min,,0.0
160,202,0.0,50,min,min,,0.0
160,202,0.0,60,min,min,,0.0
160,202,0.0,70,min,min,,0.0
160,202,0.0,80,min,min,,0.0
160,202,0.0,90,min,min,,0.0
160,202,0.0,100,min,min,,0.0
160,202,0.05,10,linear@0.10,linear,0.1,0.0
160,202,0.05,20,linear@0.10,linear,0.1,0.0
160,202,0.05,30,linear@0.10,linear,0.1,0.0
160,202,0.05,40,linear@0.10,linear,0.1,0.0
160,202,0.05,50,linear@0.10,linear,0.1,0.0
160,202,0.05,60,linear@0.10,linear,0.1,0.0
160,202,0.05,70,linear@0.10,linear,0.1,0.0
160,202,0.05,80,linear@0.10,linear,0.1,0.0
160,202,0.05,90,linear@0.10,linear,0.1,0.0
160,202,0.05,100,linear@0.10,linear,0.1,0.0
160,202,0.05,10,linear@0.50,linear,0.5,0.0
160,202,0.05,20,linear@0.50,linear,0.5,0.0
160,202,0.05,30,linear@0.50,linear,0.5,0.0
160,202,0.05,40,linear@0.50,linear,0.5,0.0
160,202,0.05,50,linear@0.50,linear,0.5,0.0
160,202,0.05,60,linear@0.50,linear,0.5,0.0
160,202,0.05,70,linear@0.50,linear,0.5,0.0
160,202,0.05,80,linear@0.50,linear,0.5,0.0
160,202,0.05,90,linear@0.50,linear,0.5,0.0
160,202,0.05,100,linear@0.50,linear,0.5,0.0
160,202,0.05,10,linear@0.90,linear,0.9,0.0
160,202,0.05,20,linear@0.90,linear,0.9,0.2
160,202,0.05,30,linear@0.90,linear,0.9,0.4
160,202,0.05,40,linear@0.90,linear,0.9,0.45
160,202,0.05,50,linear@0.90,linear,0.9,0.44
160,202,0.05,60,linear@0.90,linear,0.9,0.48333333333333334
160,202,0.05,70,linear@0.90,linear,0.9,0.5
